uid,pair_id,side,text,Segment,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,quantity
p00012_A,00012,A,i am afraid you are finding me a very depressing companion,1,72.73,63.64,27.27,27.27,18.18,0,9.09,0,0,0,9.09,0,18.18,9.09,0,0,0
p00013_A,00013,A,undoubtedly he was,1,66.67,66.67,33.33,33.33,0,0,0,33.33,0,0,0,0,33.33,0,0,0,0
p00014_A,00014,A,beautiful are not beauty and delicacy the same,1,75,50,0,0,0,0,0,0,0,0,12.5,0,12.5,0,12.5,12.5,0
p00015_A,00015,A,poor young man,1,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p00016_A,00016,A,i think one might venture now no lucy do not stir i will superintend the move,1,81.25,62.5,12.5,12.5,12.5,0,0,0,0,0,6.25,0,18.75,6.25,0,12.5,6.25
p00017_A,00017,A,naturally dear it is my affair,1,83.33,66.67,33.33,16.67,16.67,0,0,0,0,16.67,0,0,16.67,16.67,0,0,0
p00018_A,00018,A,no dear i want to explain why it is that i have taken the largest room naturally of course i should have given it to you but i happen to know that it belongs to the young man and i was sure your mother would not like it if you are to accept a favour it is more suitable you should be under an obligation to his father than to him i am a woman of the world in my small way and i know where things lead to however mr beebe is a guarantee of a sort that they will not presume on this,1,83.81,70.48,23.81,14.29,7.62,0,3.81,1.9,0.95,9.52,7.62,15.24,12.38,3.81,5.71,2.86,2.86
p00019_A,00019,A,because mr beebe has asked eleanor lavish to come too,1,60,40,0,0,0,0,0,0,0,0,0,10,10,10,10,0,0
p00020_A,00020,A,far worse mr eager does not like eleanor she knows it herself the truth must be told she is too unconventional for him where things might lead to whether it is mr beebe who forgot to tell mr eager or mr eager who forgot when he told us or whether they have decided to leave eleanor out altogether which they could scarcely do but in any case we must be prepared it is you they really want i am only asked for appearances you shall go with the two gentlemen and i and eleanor will follow behind a one horse carriage would do for us yet how difficult it is,1,82.73,65.45,20.91,15.45,1.82,2.73,1.82,4.55,2.73,5.45,2.73,10,14.55,7.27,7.27,0.91,1.82
p00021_A,00021,A,what do you think about it,1,100,83.33,50,16.67,0,0,16.67,0,0,33.33,0,16.67,16.67,16.67,0,0,0
p00022_A,00022,A,oh dear lucy i do hope florence isn t boring you speak the word and as you know i would take you to the ends of the earth to morrow,1,73.33,50,16.67,16.67,6.67,0,10,0,0,0,10,13.33,6.67,0,6.67,0,0
p00023_A,00023,A,and the news,1,66.67,66.67,0,0,0,0,0,0,0,0,33.33,0,0,0,33.33,0,0
p00024_A,00024,A,oh not that way back we can never have too much of the dear piazza signoria,1,68.75,56.25,12.5,6.25,0,6.25,0,0,0,6.25,6.25,6.25,12.5,12.5,0,12.5,6.25
p00025_A,00025,A,i die for it,1,100,75,50,25,25,0,0,0,0,25,0,25,0,0,0,0,0
p00026_A,00026,A,oh lucy you ought to be with mr eager i m sure,1,75,50,16.67,16.67,8.33,0,8.33,0,0,0,0,16.67,16.67,0,0,0,0
p00027_A,00027,A,mr eager will be offended it is your party,1,66.67,55.56,22.22,11.11,0,0,11.11,0,0,11.11,0,0,33.33,0,0,0,0
p00028_A,00028,A,lucy without a moment s doubt lucy the ground will do for me really i have not had rheumatism for years if i do feel it coming on i shall stand imagine your mother s feelings if i let you sit in the wet in your white linen here we are all settled delightfully even if my dress is thinner it will not show so much being brown sit down dear you are too unselfish you don t assert yourself enough now don t be alarmed this isn t a cold it s the tiniest cough and i have had it three days it s nothing to do with sitting here at all,1,75.22,60.18,17.7,12.39,6.19,0.88,5.31,0,0,5.31,4.42,8.85,12.39,7.08,4.42,2.65,7.96
p00029_A,00029,A,do not cry dearest take your time,1,71.43,42.86,14.29,14.29,0,0,14.29,0,0,0,0,0,14.29,0,0,14.29,0
p00030_A,00030,A,i trust not one would always pray against that,1,77.78,66.67,22.22,11.11,11.11,0,0,0,0,11.11,0,11.11,11.11,11.11,0,11.11,11.11
p00031_A,00031,A,in a book,1,66.67,66.67,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0
p00032_A,00032,A,and then,1,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
p00033_A,00033,A,don t be troubled dearest wait till you are calmer we will talk it over before bed time in my room,1,66.67,52.38,19.05,14.29,4.76,4.76,4.76,0,0,4.76,0,19.05,14.29,0,9.52,0,0
p00034_A,00034,A,well dear i at all events am ready for bedfordshire come into my room and i will give a good brush to your hair so what is to be done what is to be done a point dearest which you alone can settle,1,79.07,69.77,18.6,11.63,6.98,0,4.65,0,0,6.98,4.65,13.95,20.93,6.98,4.65,0,2.33
p00035_A,00035,A,how do you propose to silence him,1,71.43,71.43,28.57,28.57,0,0,14.29,14.29,0,0,0,14.29,14.29,14.29,0,0,0
p00036_A,00036,A,my dear girl no mr george emerson,1,42.86,28.57,14.29,14.29,14.29,0,0,0,0,0,0,0,0,0,0,14.29,0
p00037_A,00037,A,how are you going to stop him talking about it,1,80,70,30,20,0,0,10,10,0,10,0,20,10,20,0,0,0
p00038_A,00038,A,my poor dear did you suppose that this was his first come here and listen to me i am only gathering it from his own remarks do you remember that day at lunch when he argued with miss alan that liking one person is an extra reason for liking another well i am no prude there is no need to call him a wicked young man but obviously he is thoroughly unrefined let us put it down to his deplorable antecedents and education if you wish but we are no farther on with our question what do you propose to do,1,82.18,65.35,24.75,16.83,3.96,2.97,3.96,5.94,0,7.92,1.98,10.89,10.89,6.93,5.94,2.97,4.95
p00039_A,00039,A,and you are going to implore him to beg him to keep silence,1,76.92,61.54,23.08,23.08,0,0,7.69,15.38,0,0,0,23.08,7.69,0,7.69,0,0
p00040_A,00040,A,but we fear him for you dear you are so young and inexperienced you have lived among such nice people that you cannot realize what men can be how they can take a brutal pleasure in insulting a woman whom her sex does not protect and rally round this afternoon for example if i had not arrived what would have happened,1,80.33,63.93,22.95,16.39,1.64,1.64,6.56,3.28,1.64,6.56,3.28,6.56,16.39,3.28,8.2,4.92,0
p00041_A,00041,A,what would have happened if i hadn t arrived,1,77.78,55.56,22.22,11.11,11.11,0,0,0,0,11.11,0,0,22.22,0,11.11,0,0
p00042_A,00042,A,when he insulted you how would you have replied,1,77.78,77.78,33.33,33.33,0,0,22.22,11.11,0,0,0,0,22.22,22.22,11.11,0,0
p00043_A,00043,A,yes but won t you tell me now what you would have done,1,92.31,69.23,30.77,23.08,7.69,0,15.38,0,0,7.69,0,0,23.08,7.69,7.69,0,0
p00044_A,00044,A,come away from the window dear you will be seen from the road oh for a real man we are only two women you and i mr beebe is hopeless there is mr eager but you do not trust him oh for your brother he is young but i know that his sister s insult would rouse in him a very lion thank god chivalry is not yet dead there are still left some men who can reverence woman it will be a push to catch the morning train but we must try,1,76.34,60.22,16.13,13.98,2.15,2.15,4.3,4.3,0,2.15,6.45,7.53,15.05,6.45,4.3,2.15,2.15
p00045_A,00045,A,the train to rome,1,50,50,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0
p00046_A,00046,A,at eight,1,100,100,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50
p00047_A,00047,A,we must face that,1,75,75,50,25,0,25,0,0,0,25,0,0,25,0,0,0,0
p00048_A,00048,A,i expect she will however we shall be much more comfortable at the vyses hotel isn t afternoon tea given there for nothing,1,69.57,60.87,13.04,13.04,4.35,4.35,0,4.35,0,0,4.35,8.7,13.04,8.7,4.35,4.35,8.7
p00049_A,00049,A,dearest lucy how will you ever forgive me,1,62.5,62.5,25,25,12.5,0,12.5,0,0,0,0,0,12.5,25,0,0,0
p00050_A,00050,A,you have a great deal and i have a very great deal to forgive myself too i know well how much i vex you at every turn,1,85.19,70.37,22.22,22.22,14.81,0,7.41,0,0,0,7.41,7.41,7.41,14.81,3.7,0,7.41
p00051_A,00051,A,my only consolation was that you found people more to your taste and were often able to leave me at home i had my own poor ideas of what a lady ought to do but i hope i did not inflict them on you more than was necessary you had your own way about these rooms at all events,1,77.97,67.8,25.42,20.34,10.17,0,8.47,0,1.69,5.08,1.69,15.25,13.56,5.08,5.08,1.69,5.08
p00052_A,00052,A,i have been a failure failed to make you happy failed in my duty to your mother she has been so generous to me i shall never face her again after this disaster,1,75.76,69.7,27.27,24.24,12.12,0,6.06,6.06,0,3.03,3.03,15.15,15.15,9.09,6.06,3.03,0
p00053_A,00053,A,it is my fault it is a disaster she will never forgive me and rightly for instance what right had i to make friends with miss lavish,1,70.37,66.67,25.93,14.81,11.11,0,0,3.7,0,11.11,3.7,11.11,14.81,7.41,3.7,3.7,0
p00054_A,00054,A,when i was here for your sake if i have vexed you it is equally true that i have neglected you your mother will see this as clearly as i do when you tell her,1,88.57,77.14,37.14,28.57,11.43,0,14.29,2.86,0,8.57,0,8.57,17.14,11.43,14.29,0,2.86
p00055_A,00055,A,but you tell her everything,1,100,80,60,40,0,0,20,20,0,20,0,0,0,0,20,0,0
p00056_A,00056,A,i dare not break your confidence there is something sacred in it unless you feel that it is a thing you could not tell her,1,88,76,40,20,4,0,12,4,0,20,4,4,12,4,4,8,0
p00057_A,00057,A,but who am i to give the sovereign to,1,88.89,77.78,22.22,22.22,11.11,0,0,0,0,0,11.11,22.22,11.11,0,11.11,0,0
p00058_A,00058,A,i had forgotten the driver thank you dear for reminding me a shilling was it can any one give me change for half a crown,1,80,60,20,16,12,0,4,0,0,4,12,8,12,0,0,0,8
p00059_A,00059,A,have you told him about him yet,1,100,85.71,42.86,42.86,0,0,14.29,28.57,0,0,0,14.29,14.29,28.57,0,0,0
p00060_A,00060,A,how dreadful how more than dreadful if mr vyse should come to hear of it from some other source,1,78.95,57.89,5.26,0,0,0,0,0,0,5.26,0,21.05,5.26,10.53,10.53,0,10.53
p00061_A,00061,A,for instance the driver i saw him looking through the bushes at you remember he had a violet between his teeth,1,80.95,61.9,23.81,23.81,4.76,0,4.76,14.29,0,0,14.29,19.05,4.76,0,0,0,0
p00062_A,00062,A,we must think of every possibility,1,83.33,66.67,16.67,16.67,0,16.67,0,0,0,0,0,16.67,16.67,0,0,0,16.67
p00063_A,00063,A,or perhaps old mr emerson knows in fact he is certain to know,1,76.92,46.15,7.69,7.69,0,0,0,7.69,0,0,0,15.38,7.69,7.69,7.69,0,0
p00064_A,00064,A,to contradict it,1,66.67,66.67,33.33,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0
p00065_A,00065,A,very well dear you know best perhaps gentlemen are different to what they were when i was young ladies are certainly different,1,90.91,63.64,18.18,13.64,4.55,0,4.55,0,4.55,4.55,0,4.55,18.18,22.73,4.55,0,0
p00066_A,00066,A,i am no match for you in conversation dearest i blush when i think how i interfered at florence and you so well able to look after yourself and so much cleverer in all ways than i am you will never forgive me,1,76.74,72.09,23.26,23.26,13.95,0,9.3,0,0,0,0,16.28,6.98,13.95,16.28,4.65,4.65
p00067_A,00067,A,dear one moment we may not have this chance for a chat again have you seen the young one yet,1,85,70,15,10,0,5,5,0,0,5,10,5,15,10,0,5,10
p00068_A,00068,A,what happened,1,100,50,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0
p00069_A,00069,A,what line is he taking up,1,83.33,66.67,33.33,16.67,0,0,0,16.67,0,16.67,0,16.67,16.67,0,0,0,0
p00070_A,00070,A,once a cad always a cad that is my poor opinion,1,72.73,63.64,18.18,9.09,9.09,0,0,0,0,9.09,18.18,0,9.09,18.18,0,0,9.09
p00071_A,00071,A,once a cad always a cad,1,66.67,66.67,0,0,0,0,0,0,0,0,33.33,0,0,33.33,0,0,16.67
p00072_A,00072,A,my good lucia i am all at sea i know nothing about it whatever,1,78.57,71.43,35.71,21.43,21.43,0,0,0,0,14.29,0,14.29,7.14,7.14,0,7.14,7.14
p00073_A,00073,A,told her what,1,100,66.67,66.67,33.33,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0
p00074_A,00074,A,oh lucy dearest girl she hasn t put that in her book,1,50,33.33,25,16.67,0,0,0,16.67,0,8.33,0,8.33,0,0,0,0,0
p00075_A,00075,A,then never never never more shall eleanor lavish be a friend of mine,1,76.92,76.92,7.69,7.69,7.69,0,0,0,0,0,7.69,7.69,15.38,23.08,7.69,23.08,7.69
p00076_A,00076,A,i did just happen when i had tea with her at rome in the course of conversation,1,76.47,70.59,17.65,17.65,11.76,0,0,5.88,0,0,5.88,23.53,11.76,11.76,5.88,0,0
p00077_A,00077,A,i will never forgive eleanor she has betrayed my confidence,1,60,60,30,30,20,0,0,10,0,0,0,0,20,10,0,10,0
p00078_A,00078,A,oh lucy i shall never forgive myself never to my dying day fancy if your prospects,1,75,56.25,25,25,18.75,0,6.25,0,0,0,0,6.25,6.25,12.5,6.25,12.5,6.25
p00079_A,00079,A,i always said he was a cad dear give me credit for that at all events from the very first moment when he said his father was having a bath,1,83.33,66.67,20,16.67,6.67,0,0,10,0,3.33,10,10,10,10,3.33,0,10
p00080_A,00080,A,willingly would i move heaven and earth,1,57.14,42.86,14.29,14.29,14.29,0,0,0,0,0,0,0,14.29,0,14.29,0,0
p00081_A,00081,A,never again shall eleanor lavish be a friend of mine,1,70,70,10,10,10,0,0,0,0,0,10,10,20,20,0,10,0
p00082_A,00082,A,it is the kind of thing that only a gentleman can settle,1,66.67,66.67,25,0,0,0,0,0,0,25,16.67,8.33,16.67,8.33,0,0,0
p00083_A,00083,A,oh lucy but that is brave of you i admire you,1,90.91,63.64,36.36,27.27,9.09,0,18.18,0,0,9.09,0,9.09,9.09,0,9.09,0,0
p00084_A,00084,A,lucy do you mind doing it,1,66.67,66.67,33.33,16.67,0,0,16.67,0,0,16.67,0,0,33.33,0,0,0,0
p00085_A,00085,A,oh lucia come back here oh what an awful man,1,70,30,10,0,0,0,0,0,0,10,10,0,0,10,0,0,0
p00086_A,00086,A,well it isn t everyone who could boast such a conquest dearest is it oh one oughtn t to laugh really it might have been very serious but you were so sensible and brave so unlike the girls of my day,1,80.49,65.85,17.07,7.32,2.44,0,2.44,0,0,9.76,4.88,7.32,14.63,12.2,9.76,0,4.88
p00087_A,00087,A,lucy dearest,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p00088_A,00088,A,and a cockney besides it might be london charlotte don t you feel too that we might be in london i can hardly believe that all kinds of other things are just outside i suppose it is one s being so tired,1,78.57,69.05,21.43,9.52,4.76,2.38,2.38,0,0,11.9,2.38,9.52,19.05,11.9,4.76,0,2.38
p00089_A,00089,A,i want so to see the arno the rooms the signora promised us in her letter would have looked over the arno the signora had no business to do it at all oh it is a shame,1,75.68,64.86,13.51,8.11,2.7,2.7,0,2.7,0,5.41,16.22,13.51,13.51,2.7,2.7,2.7,2.7
p00090_A,00090,A,charlotte you mustn t spoil me of course you must look over the arno too i meant that the first vacant room in the front,1,68,56,20,16,8,0,8,0,0,4,12,12,4,4,0,0,4
p00091_A,00091,A,no no you must have it,1,83.33,83.33,33.33,16.67,0,0,16.67,0,0,16.67,0,0,16.67,0,0,33.33,0
p00092_A,00092,A,oh oh why it s mr beebe oh how perfectly lovely oh charlotte we must stop now however bad the rooms are oh,1,73.91,43.48,8.7,4.35,0,4.35,0,0,0,4.35,4.35,0,8.7,21.74,4.35,0,0
p00093_A,00093,A,i am so glad to see you just fancy how small the world is summer street too makes it so specially funny,1,81.82,54.55,13.64,9.09,4.55,0,4.55,0,0,4.55,4.55,4.55,9.09,22.73,9.09,0,4.55
p00094_A,00094,A,oh how glad i am the name of our house is windy corner there is mother and me generally and my brother though it s not often we get him to ch the church is rather far off i mean,1,72.5,62.5,20,17.5,10,5,0,2.5,0,2.5,5,5,10,15,7.5,2.5,0
p00095_A,00095,A,he is nice just what i remember he seems to see good in everyone no one would take him for a clergyman,1,86.36,63.64,31.82,18.18,4.55,0,0,13.64,0,13.64,4.55,13.64,9.09,4.55,0,4.55,0
p00096_A,00096,A,well you know what i mean and you know how clergymen generally laugh mr beebe laughs just like an ordinary man,1,66.67,52.38,19.05,14.29,4.76,0,9.52,0,0,4.76,4.76,4.76,0,19.05,4.76,0,0
p00097_A,00097,A,i m sure she will and so will freddy,1,77.78,66.67,22.22,22.22,11.11,0,0,11.11,0,0,0,0,22.22,11.11,22.22,0,0
p00098_A,00098,A,i think he was meaning to be kind,1,75,62.5,25,25,12.5,0,0,12.5,0,0,0,12.5,25,0,0,0,0
p00099_A,00099,A,mr beebe has just been scolding me for my suspicious nature of course i was holding back on my cousin s account about old mr emerson i hardly know no he is not tactful yet have you ever noticed that there are people who do things which are most indelicate and yet at the same time beautiful,1,71.93,61.4,19.3,14.04,8.77,0,1.75,1.75,0,5.26,1.75,8.77,14.04,12.28,1.75,3.51,1.75
p00100_A,00100,A,how you do do everything,1,100,100,40,20,0,0,20,0,0,20,0,0,40,20,0,0,0
p00101_A,00101,A,but i would like to help you,1,71.43,71.43,28.57,28.57,14.29,0,14.29,0,0,0,0,14.29,14.29,0,14.29,0,0
p00102_A,00102,A,mother wouldn t mind i m sure,1,28.57,14.29,14.29,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0
p00103_A,00103,A,no charlotte it s very kind of mr beebe but i am certainly coming with you i had much rather,1,70,65,20,15,10,0,5,0,0,5,0,5,10,15,5,5,5
p00104_A,00104,A,do you mean that he is an irreligious man we know that already,1,76.92,69.23,38.46,23.08,0,7.69,7.69,7.69,0,15.38,7.69,0,15.38,7.69,0,0,0
p00105_A,00105,A,i m not defending them they re nothing to me,1,70,70,40,40,20,0,0,0,20,0,0,10,0,0,0,20,0
p00106_A,00106,A,bother the drive it is just the drive we had arranged with mr beebe without any fuss at all why should he invite us in that absurd manner we might as well invite him we are each paying for ourselves,1,75,70,22.5,17.5,0,12.5,0,5,0,5,5,15,12.5,10,2.5,0,2.5
p00107_A,00107,A,that will mean another carriage,1,60,60,40,0,0,0,0,0,0,40,0,0,20,0,0,0,20
p00108_A,00108,A,it is indeed,1,100,100,33.33,0,0,0,0,0,0,33.33,0,0,33.33,33.33,0,0,0
p00109_A,00109,A,i don t know what i think nor what i want,1,81.82,54.55,45.45,27.27,27.27,0,0,0,0,18.18,0,0,0,0,9.09,9.09,0
p00110_A,00110,A,thank you charlotte,1,66.67,33.33,33.33,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0
p00111_A,00111,A,mrs vyse and her son have gone to rome do you know the vyses,1,64.29,50,14.29,14.29,0,0,7.14,7.14,0,0,7.14,7.14,14.29,0,7.14,0,0
p00112_A,00112,A,they re nice people the vyses so clever my idea of what s really clever don t you long to be in rome,1,65.22,47.83,17.39,13.04,4.35,0,4.35,0,4.35,4.35,4.35,13.04,4.35,8.7,4.35,0,4.35
p00113_A,00113,A,charlotte here s an idea what if we popped off to rome to morrow straight to the vyses hotel for i do know what i want i m sick of florence no you said you d go to the ends of the earth do do,1,71.11,57.78,17.78,13.33,6.67,2.22,4.44,0,0,4.44,8.89,17.78,6.67,2.22,2.22,2.22,0
p00114_A,00114,A,i can t find them now and i don t want to either,1,76.92,61.54,23.08,23.08,15.38,0,0,0,7.69,0,0,7.69,7.69,7.69,15.38,0,0
p00115_A,00115,A,what does he know charlotte how much does mr eager know,1,81.82,54.55,18.18,9.09,0,0,0,9.09,0,9.09,0,0,18.18,9.09,0,0,9.09
p00116_A,00116,A,charlotte dear charlotte kiss me kiss me again only you can understand me you warned me to be careful and i i thought i was developing,1,76.92,57.69,30.77,30.77,23.08,0,7.69,0,0,0,0,3.85,11.54,7.69,3.85,0,0
p00117_A,00117,A,i have been obstinate and silly worse than you know far worse once by the river oh but he isn t killed he wouldn t be killed would he,1,72.41,51.72,17.24,17.24,3.45,0,3.45,10.34,0,0,3.45,6.9,13.79,3.45,10.34,0,3.45
p00118_A,00118,A,he is really i think he was taken by surprise just as i was before but this time i m not to blame i want you to believe that i simply slipped into those violets no i want to be really truthful i am a little to blame i had silly thoughts the sky you know was gold and the ground all blue and for a moment he looked like someone in a book,1,83.78,67.57,22.97,17.57,10.81,0,2.7,4.05,0,5.41,6.76,14.86,9.46,5.41,6.76,2.7,2.7
p00119_A,00119,A,heroes gods the nonsense of schoolgirls,1,33.33,33.33,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0
p00120_A,00120,A,but charlotte you know what happened then i want to be truthful it is so hard to be absolutely truthful,1,95,65,20,10,5,0,5,0,0,10,0,10,15,10,15,0,0
p00121_A,00121,A,it has been raining for nearly four hours,1,87.5,75,12.5,0,0,0,0,0,0,12.5,0,12.5,25,12.5,0,0,25
p00122_A,00122,A,the driver,1,50,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0
p00123_A,00123,A,i don t understand,1,50,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0
p00124_A,00124,A,i have a feeling that talk is a thing he will never do,1,92.31,84.62,30.77,15.38,7.69,0,0,7.69,0,15.38,15.38,0,30.77,7.69,0,7.69,0
p00125_A,00125,A,i propose to speak to him you see charlotte your kindness i shall never forget it but as you said it is my affair mine and his,1,85.19,70.37,40.74,33.33,14.81,0,11.11,7.41,0,7.41,0,11.11,7.41,3.7,11.11,3.7,0
p00126_A,00126,A,certainly not there would be no difficulty whatever you ask him he answers yes or no then it is over i have been frightened of him but now i am not one little bit,1,91.18,76.47,23.53,17.65,5.88,0,2.94,8.82,0,5.88,0,5.88,17.65,8.82,8.82,11.76,8.82
p00127_A,00127,A,i can t think,1,75,50,25,25,25,0,0,0,0,0,0,0,25,0,0,0,0
p00128_A,00128,A,i can t think,1,75,50,25,25,25,0,0,0,0,0,0,0,25,0,0,0,0
p00129_A,00129,A,i hadn t time to think you came,1,62.5,37.5,25,25,12.5,0,12.5,0,0,0,0,12.5,0,0,0,0,0
p00130_A,00130,A,i should have,1,100,100,33.33,33.33,33.33,0,0,0,0,0,0,0,66.67,0,0,0,0
p00131_A,00131,A,what train,1,50,50,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0
p00132_A,00132,A,when does the train to rome go,1,71.43,57.14,0,0,0,0,0,0,0,0,14.29,14.29,14.29,14.29,14.29,0,0
p00133_A,00133,A,signora bertolini would be upset,1,40,40,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
p00134_A,00134,A,she will make us pay for a whole week s pension,1,72.73,45.45,18.18,18.18,0,9.09,0,9.09,0,0,9.09,9.09,9.09,0,0,0,18.18
p00135_A,00135,A,yes but they pay extra for wine,1,71.43,42.86,14.29,14.29,0,0,0,0,14.29,0,0,14.29,0,0,14.29,0,14.29
p00136_A,00136,A,charlotte dear what do you mean as if i have anything to forgive,1,76.92,69.23,30.77,15.38,7.69,0,7.69,0,0,15.38,0,15.38,15.38,0,15.38,0,0
p00137_A,00137,A,but no,1,100,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0
p00138_A,00138,A,you mustn t say these things,1,66.67,50,50,16.67,0,0,16.67,0,0,33.33,0,0,0,0,0,0,0
p00139_A,00139,A,but mother will understand it is not your fault this trouble and it isn t a disaster either,1,61.11,55.56,22.22,5.56,0,0,5.56,0,0,16.67,5.56,0,11.11,0,16.67,5.56,0
p00140_A,00140,A,every right,1,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
p00141_A,00141,A,why need mother hear of it,1,83.33,50,16.67,0,0,0,0,0,0,16.67,0,16.67,0,16.67,0,0,0
p00142_A,00142,A,i suppose i do generally,1,100,80,40,40,40,0,0,0,0,0,0,0,20,20,0,0,0
p00143_A,00143,A,naturally i should have told her but in case she should blame you in any way i promise i will not i am very willing not to i will never speak of it either to her or to any one,1,90,82.5,25,22.5,12.5,0,2.5,7.5,0,2.5,0,15,15,7.5,7.5,7.5,2.5
p00144_A,00144,A,let s leave it all till mother comes back,1,66.67,33.33,11.11,0,0,0,0,0,0,11.11,0,11.11,0,0,11.11,0,11.11
p00145_A,00145,A,i ll get it cecil give me that sovereign no give me up that sovereign i ll get euphemia to change it and we ll start the whole thing again from the beginning,1,72.73,54.55,30.3,15.15,12.12,3.03,0,0,0,15.15,6.06,9.09,0,3.03,3.03,3.03,3.03
p00146_A,00146,A,no i haven t let me see a sovereign s worth of silver no i haven t told cecil or any one i promised you i shouldn t here is your money all shillings except two half crowns would you count it you can settle your debt nicely now,1,65.31,53.06,22.45,20.41,10.2,0,10.2,0,0,2.04,2.04,4.08,6.12,4.08,2.04,4.08,10.2
p00147_A,00147,A,oh no charlotte george emerson is all right and what other source is there,1,64.29,57.14,7.14,0,0,0,0,0,0,7.14,0,0,14.29,7.14,7.14,7.14,7.14
p00148_A,00148,A,we shall get the silly affair on our nerves if we aren t careful how could a florentine cab driver ever get hold of cecil,1,68,48,12,12,0,12,0,0,0,0,8,8,8,8,4,0,0
p00149_A,00149,A,oh it s all right,1,60,40,20,0,0,0,0,0,0,20,0,0,0,0,0,0,20
p00150_A,00150,A,i don t care if he does i was grateful to you for your letter but even if the news does get round i think i can trust cecil to laugh at it,1,78.79,63.64,24.24,21.21,12.12,0,6.06,3.03,0,3.03,3.03,12.12,12.12,3.03,9.09,0,0
p00151_A,00151,A,no to laugh at it,1,80,80,20,0,0,0,0,0,0,20,0,40,0,0,0,20,0
p00152_A,00152,A,now charlotte,1,50,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0
p00153_A,00153,A,shall we go out then they will smash all the china if we don t,1,73.33,66.67,20,20,0,13.33,0,0,6.67,0,6.67,6.67,13.33,0,13.33,0,6.67
p00154_A,00154,A,yes i have,1,100,66.67,33.33,33.33,33.33,0,0,0,0,0,0,0,33.33,0,0,0,0
p00155_A,00155,A,we met at the rectory,1,80,60,20,20,0,20,0,0,0,0,20,20,0,0,0,0,0
