pair_id,a_speaker,b_speaker,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,novel,a_articles,a_auxiliary_verbs,a_conjunctions,a_adverbs,a_impersonal_pronouns,a_negations,a_personal_pronouns,a_prepositions,a_quantifiers,b_articles,b_auxiliary_verbs,b_conjunctions,b_adverbs,b_impersonal_pronouns,b_negations,b_personal_pronouns,b_prepositions,b_quantifiers
00011,Dr. Aziz,Hamidullah,675,26,why no there are six people present in my small room already please remain seated if you will excuse the informality,no no i do not admit that i have met others,Cyril Fielding; Dr. Panna Lal; Hamidullah; Hassan; Mr. Haq; Rafi; Ram Chand; Syed Mohammed,M,major,M,intermediate,APassageToIndia,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0
00012,Dr. Aziz,Hamidullah,1420,1653,cyril again you desert,oh that is going much too far,Hamidullah; Mahmoud Ali; The Nawab Badahur,M,major,M,intermediate,APassageToIndia,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1
00013,Dr. Aziz,Hamidullah,1646,1649,my great mistake has been taking our rulers as a joke,where to turtons and burtons all are the same,Hamidullah,M,major,M,intermediate,APassageToIndia,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1
00014,Dr. Aziz,Hamidullah,1648,1663,i cannot endure committees i shall go right away,when miss quested stopped in the college fielding used to visit her rather too late in the evening the servants say,Hamidullah,M,major,M,intermediate,APassageToIndia,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0
00015,Dr. Aziz,Hamidullah,1650,43,but not in an indian state,aziz aziz imprudent boy,Hamidullah,M,major,M,intermediate,APassageToIndia,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
00016,Dr. Aziz,Hamidullah,1652,1651,i do want to get away from british india even to a poor job i think i could write poetry there i wish i had lived in babur s time and fought and written for him gone gone and not even any use to say for it weakens us while we say it we need a king hamidullah it would make our lives easier as it is we must try to appreciate these quaint hindus my notion now is to try for some post as doctor in one of their states,i believe the politicals are obliged to have better manners it amounts to no more,Hamidullah,M,major,M,intermediate,APassageToIndia,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
00017,Dr. Aziz,Hamidullah,1654,1,it is not going as far as mr ram chand,do not apologize you are always late,Hamidullah,M,major,M,intermediate,APassageToIndia,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0
00018,Dr. Aziz,Hamidullah,1656,8,i shall never be rich anywhere it is outside my character,aziz don t chatter we are having a very sad talk,Hamidullah,M,major,M,intermediate,APassageToIndia,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0
00019,Dr. Aziz,Hamidullah,1658,637,i chose not to discussion of the past is useless i have allowed her to keep her fortune and buy herself a husband in england for which it will be very necessary don t mention the matter again,and mine,Hamidullah,M,major,M,intermediate,APassageToIndia,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
00020,Dr. Aziz,Hamidullah,1660,1659,we are not in the law courts there are many ways of being a man mine is to express what is deepest in my heart,very well but your life must continue a poor man s no holidays in kashmir for you yet you must stick to your profession and rise to a highly paid post not retire to a jungle state and write poems educate your children read the latest scientific periodicals compel european doctors to respect you accept the consequences of your own actions like a man,Hamidullah,M,major,M,intermediate,APassageToIndia,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
00021,Dr. Aziz,Hamidullah,1662,1655,which,but the money the money they will never pay an adequate salary those savage rajahs,Hamidullah,M,major,M,intermediate,APassageToIndia,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
00022,Dr. Aziz,Hamidullah,1664,37,a pleasant change for her if he did,you mustn t put off what you think right that is why india is in such a plight because we put off things,Hamidullah,M,major,M,intermediate,APassageToIndia,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0
00023,Dr. Aziz,Hamidullah,1666,1669,just still your meaning doesn t help me out of my difficulties i am determined to leave chandrapore the problem is for where i am determined to write poetry the problem is about what you give me no assistance but who does give me assistance no one is my friend all are traitors even my own children i have had enough of friends,nureddin s mother is visiting my wife now that is all right i think,Hamidullah,M,major,M,intermediate,APassageToIndia,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1
00024,Dr. Aziz,Hamidullah,1668,22,i am sorry it is ever since i was in prison my temper is strange take me forgive me,you are a very selfish boy but take my case the case of young hugh bannister here is the son of my dear my dead friends the reverend and mrs bannister whose goodness to me in england i shall never forget or describe they were father and mother to me i talked to them as i do now in the vacations their rectory became my home they entrusted all their children to me i often carried little hugh about i took him up to the funeral of queen victoria and held him in my arms above the crowd,Hamidullah,M,major,M,intermediate,APassageToIndia,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1
00025,Dr. Aziz,Hamidullah,1670,1647,they come before me separately but not so far together you had better prepare them for the united shock of my face,it is far the wisest way to take them but not possible in the long run sooner or later a disaster such as yours occurs and reveals their secret thoughts about our character if god himself descended from heaven into their club and said you were innocent they would disbelieve him now you see why mahmoud ali and self waste so much time over intrigues and associate with creatures like ram chand,Hamidullah,M,major,M,intermediate,APassageToIndia,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
00026,Hamidullah,Dr. Aziz,1,33,do not apologize you are always late,aunt they live most comfortably with my wife s mother where she was living when she died i can see them whenever i like they are such very very small children,Dr. Aziz; Mahmoud Ali,M,intermediate,M,major,APassageToIndia,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1
00027,Hamidullah,Dr. Aziz,6,1666,yes that is so imagine us both as addressing you from another and a happier world,just still your meaning doesn t help me out of my difficulties i am determined to leave chandrapore the problem is for where i am determined to write poetry the problem is about what you give me no assistance but who does give me assistance no one is my friend all are traitors even my own children i have had enough of friends,Dr. Aziz; Mahmoud Ali,M,intermediate,M,major,APassageToIndia,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
00028,Hamidullah,Dr. Aziz,20,1668,we all admire them aziz please pass me the hookah,i am sorry it is ever since i was in prison my temper is strange take me forgive me,Dr. Aziz; Mahmoud Ali,M,intermediate,M,major,APassageToIndia,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0
00029,Hamidullah,Dr. Aziz,24,1662,i learn now that this boy is in business as a leather merchant at cawnpore imagine how i long to see him and to pay his fare that this house may be his home but it is useless the other anglo indians will have got hold of him long ago he will probably think that i want something and i cannot face that from the son of my old friends oh what in this country has gone wrong with everything vakil sahib i ask you,which,Dr. Aziz; Mahmoud Ali,M,intermediate,M,major,APassageToIndia,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
00030,Hamidullah,Dr. Aziz,30,1656,come and see my wife a little then,i shall never be rich anywhere it is outside my character,Dr. Aziz,M,intermediate,M,major,APassageToIndia,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0
00031,Hamidullah,Dr. Aziz,32,42,yes he has done his duty do not tease him so he carries on his family two boys and their sister,if my teeth are to be cleaned i don t go at all i am an indian it is an indian habit to take pan the civil surgeon must put up with it mohammed latif my bike please,Dr. Aziz; Hamidullah Begum,M,intermediate,M,major,APassageToIndia,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
00032,Hamidullah,Dr. Aziz,37,40,you mustn t put off what you think right that is why india is in such a plight because we put off things,i daresay not i daresay nothing he has found out our dinner hour that s all and chooses to interrupt us every time in order to show his power,Dr. Aziz; Hamidullah Begum,M,intermediate,M,major,APassageToIndia,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1
00033,Hamidullah,Dr. Aziz,39,1648,some case i daresay,i cannot endure committees i shall go right away,Dr. Aziz; Mohammed Latif,M,intermediate,M,major,APassageToIndia,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0
00034,Hamidullah,Dr. Aziz,41,31,on the one hand he always does this on the other it may be a serious case and you cannot know had you not better clean your teeth after pan,once is enough,Dr. Aziz; Mohammed Latif,M,intermediate,M,major,APassageToIndia,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
00035,Hamidullah,Dr. Aziz,43,25,aziz aziz imprudent boy,why talk about the english brrrr why be either friends with the fellows or not friends let us shut them out and be jolly queen victoria and mrs bannister were the only exceptions and they re dead,Dr. Aziz; Mohammed Latif,M,intermediate,M,major,APassageToIndia,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0
00036,Hamidullah,Dr. Aziz,1587,1672,aziz he is trying to pull your leg don t believe him the villain,that pure minded fellow however he will blame the indian climate everything is our fault really now have i not discovered an important piece of news for you cyril,Cyril Fielding; Dr. Aziz,M,intermediate,M,major,APassageToIndia,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
00037,Hamidullah,Dr. Aziz,1647,1650,it is far the wisest way to take them but not possible in the long run sooner or later a disaster such as yours occurs and reveals their secret thoughts about our character if god himself descended from heaven into their club and said you were innocent they would disbelieve him now you see why mahmoud ali and self waste so much time over intrigues and associate with creatures like ram chand,but not in an indian state,Dr. Aziz,M,intermediate,M,major,APassageToIndia,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0
00038,Hamidullah,Dr. Aziz,1649,1658,where to turtons and burtons all are the same,i chose not to discussion of the past is useless i have allowed her to keep her fortune and buy herself a husband in england for which it will be very necessary don t mention the matter again,Dr. Aziz,M,intermediate,M,major,APassageToIndia,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0
00039,Hamidullah,Dr. Aziz,1651,44,i believe the politicals are obliged to have better manners it amounts to no more,but the sahib has left me some message,Dr. Aziz,M,intermediate,M,major,APassageToIndia,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1
00040,Hamidullah,Dr. Aziz,1653,1654,oh that is going much too far,it is not going as far as mr ram chand,Dr. Aziz,M,intermediate,M,major,APassageToIndia,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0
00041,Hamidullah,Dr. Aziz,1655,1664,but the money the money they will never pay an adequate salary those savage rajahs,a pleasant change for her if he did,Dr. Aziz,M,intermediate,M,major,APassageToIndia,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0
00042,Hamidullah,Dr. Aziz,1657,2,if you had been sensible and made miss quested pay,kindly answer my question am i late has mahmoud ali eaten all the food if so i go elsewhere mr mahmoud ali how are you,Dr. Aziz,M,intermediate,M,major,APassageToIndia,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1
00043,Hamidullah,Dr. Aziz,1659,7,very well but your life must continue a poor man s no holidays in kashmir for you yet you must stick to your profession and rise to a highly paid post not retire to a jungle state and write poems educate your children read the latest scientific periodicals compel european doctors to respect you accept the consequences of your own actions like a man,does there happen to be such a thing as a hookah in that happier world of yours,Dr. Aziz,M,intermediate,M,major,APassageToIndia,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0
00044,Hamidullah,Dr. Aziz,1661,1588,to such a remark there is certainly no reply have you heard this naughty rumour that mohammed latif has got hold of,i do not believe him,Dr. Aziz,M,intermediate,M,major,APassageToIndia,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0
00045,Hamidullah,Dr. Aziz,1663,1660,when miss quested stopped in the college fielding used to visit her rather too late in the evening the servants say,we are not in the law courts there are many ways of being a man mine is to express what is deepest in my heart,Dr. Aziz,M,intermediate,M,major,APassageToIndia,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1
00046,Hamidullah,Dr. Aziz,1665,38,but you understand my meaning,old callendar wants to see me at his bungalow he might have the politeness to say why,Dr. Aziz,M,intermediate,M,major,APassageToIndia,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0
00047,Hamidullah,Dr. Aziz,1667,1670,i was going to suggest we go behind the purdah but your three treacherous children are there so you will not want to,they come before me separately but not so far together you had better prepare them for the united shock of my face,Dr. Aziz,M,intermediate,M,major,APassageToIndia,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
00048,Hamidullah,Dr. Aziz,1669,21,nureddin s mother is visiting my wife now that is all right i think,oh not yet hookah is so jolly now,Dr. Aziz,M,intermediate,M,major,APassageToIndia,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0
00049,Hamidullah,Dr. Aziz,1671,1652,no let us surprise them without warning far too much nonsense still goes on among our ladies they pretended at the time of your trial they would give up purdah indeed those of them who can write composed a document to that effect and now it ends in humbug you know how deeply they all respect fielding but not one of them has seen him my wife says she will but always when he calls there is some excuse she is not feeling well she is ashamed of the room she has no nice sweets to offer him only elephants ears and if i say elephants ears are mr fielding s favourite sweet she replies that he will know how badly hers are made so she cannot see him on their account for fifteen years my dear boy have i argued with my begum for fifteen years and never gained a point yet the missionaries inform us our women are down trodden if you want a subject for a poem take this the indian lady as she is and not as she is supposed to be,i do want to get away from british india even to a poor job i think i could write poetry there i wish i had lived in babur s time and fought and written for him gone gone and not even any use to say for it weakens us while we say it we need a king hamidullah it would make our lives easier as it is we must try to appreciate these quaint hindus my notion now is to try for some post as doctor in one of their states,Dr. Aziz,M,intermediate,M,major,APassageToIndia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00050,Dr. Aziz,Mahmoud Ali,2,5,kindly answer my question am i late has mahmoud ali eaten all the food if so i go elsewhere mr mahmoud ali how are you,hamidullah here is actually dead he passed away just as you rode up on your bike,Hamidullah; Mahmoud Ali,M,major,M,intermediate,APassageToIndia,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0
00051,Dr. Aziz,Mahmoud Ali,4,1424,dying before your dinner oh poor mahmoud ali,they are torturing him,Hamidullah; Mahmoud Ali,M,major,M,intermediate,APassageToIndia,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
00052,Dr. Aziz,Mahmoud Ali,1417,1429,why isn t cyril following let us turn back,they put pepper instead of antiseptic on the wounds,Hamidullah; Mahmoud Ali; The Nawab Badahur,M,major,M,intermediate,APassageToIndia,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0
00053,Dr. Aziz,Mahmoud Ali,1423,3,nureddin,thank you dr aziz i am dying,Hamidullah; Mahmoud Ali; The Nawab Badahur,M,major,M,intermediate,APassageToIndia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
00054,Dr. Aziz,Mahmoud Ali,1428,1418,oh my god my god he called him a nigger did he,forward forward down with the collector down with the superintendent of police,Hamidullah; Mahmoud Ali; The Nawab Badahur,M,major,M,intermediate,APassageToIndia,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
00055,Mahmoud Ali,Dr. Aziz,3,1428,thank you dr aziz i am dying,oh my god my god he called him a nigger did he,Dr. Aziz; Hamidullah,M,intermediate,M,major,APassageToIndia,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
00056,Mahmoud Ali,Dr. Aziz,1422,4,down with the civil surgeon rescue nureddin,dying before your dinner oh poor mahmoud ali,Dr. Aziz; Hamidullah; The Nawab Badahur,M,intermediate,M,major,APassageToIndia,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
00057,Mahmoud Ali,Dr. Aziz,1424,1423,they are torturing him,nureddin,Dr. Aziz; Hamidullah; The Nawab Badahur,M,intermediate,M,major,APassageToIndia,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
00058,Mahmoud Ali,Dr. Aziz,1427,1425,they are callendar boasted so before the trial i heard through the tatties he said,oh my god,Dr. Aziz; Hamidullah; The Nawab Badahur,M,intermediate,M,major,APassageToIndia,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
00059,Mahmoud Ali,Hamidullah,5,24,hamidullah here is actually dead he passed away just as you rode up on your bike,i learn now that this boy is in business as a leather merchant at cawnpore imagine how i long to see him and to pay his fare that this house may be his home but it is useless the other anglo indians will have got hold of him long ago he will probably think that i want something and i cannot face that from the son of my old friends oh what in this country has gone wrong with everything vakil sahib i ask you,Dr. Aziz; Hamidullah,M,intermediate,M,intermediate,APassageToIndia,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1
00060,Mahmoud Ali,Hamidullah,9,6,well look at my own experience this morning,yes that is so imagine us both as addressing you from another and a happier world,Dr. Aziz; Hamidullah,M,intermediate,M,intermediate,APassageToIndia,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1
00061,Mahmoud Ali,Hamidullah,11,18,it is impossible here aziz the red nosed boy has again insulted me in court i do not blame him he was told that he ought to insult me until lately he was quite a nice boy but the others have got hold of him,and does it,Dr. Aziz; Hamidullah,M,intermediate,M,intermediate,APassageToIndia,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0
00062,Mahmoud Ali,Hamidullah,13,20,he would expect you to steal it now turton but red nosed boy will be far worse than turton,we all admire them aziz please pass me the hookah,Dr. Aziz; Hamidullah,M,intermediate,M,intermediate,APassageToIndia,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1
00063,Mahmoud Ali,Hamidullah,15,14,i do not for my own part i find such profound differences among our rulers red nose mumbles turton talks distinctly mrs turton takes bribes mrs red nose does not and cannot because so far there is no mrs red nose,i do not think so they all become exactly the same not worse not better i give any englishman two years be he turton or burton it is only the difference of a letter and i give any englishwoman six months all are exactly alike do you not agree with me,Dr. Aziz; Hamidullah,M,intermediate,M,intermediate,APassageToIndia,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
00064,Mahmoud Ali,Hamidullah,17,10,did you not know that when they were lent to central india over a canal scheme some rajah or other gave her a sewing machine in solid gold so that the water should run through his state,i only contend that it is possible in england,Dr. Aziz; Hamidullah,M,intermediate,M,intermediate,APassageToIndia,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
00065,Mahmoud Ali,Hamidullah,19,30,no that is where mrs turton is so skilful when we poor blacks take bribes we perform what we are bribed to perform and the law discovers us in consequence the english take and do nothing i admire them,come and see my wife a little then,Dr. Aziz; Hamidullah,M,intermediate,M,intermediate,APassageToIndia,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1
00066,Mahmoud Ali,Hamidullah,23,16,queen victoria was different,bribes,Dr. Aziz; Hamidullah,M,intermediate,M,intermediate,APassageToIndia,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00067,Mahmoud Ali,Hamidullah,29,12,but of course all this is exceptional the exception does not prove the rule the average woman is like mrs turton and aziz you know what she is,yes they have no chance here that is my point they come out intending to be gentlemen and are told it will not do look at lesley look at blakiston now it is your red nosed boy and fielding will go next why i remember when turton came out first it was in another part of the province you fellows will not believe me but i have driven with turton in his carriage turton oh yes we were once quite intimate he has shown me his stamp collection,Dr. Aziz; Hamidullah,M,intermediate,M,intermediate,APassageToIndia,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00068,Hamidullah,Mahmoud Ali,8,27,aziz don t chatter we are having a very sad talk,so have i all ladies are far from alike,Dr. Aziz; Mahmoud Ali,M,intermediate,M,intermediate,APassageToIndia,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1
00069,Hamidullah,Mahmoud Ali,10,9,i only contend that it is possible in england,well look at my own experience this morning,Dr. Aziz; Mahmoud Ali,M,intermediate,M,intermediate,APassageToIndia,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0
00070,Hamidullah,Mahmoud Ali,12,19,yes they have no chance here that is my point they come out intending to be gentlemen and are told it will not do look at lesley look at blakiston now it is your red nosed boy and fielding will go next why i remember when turton came out first it was in another part of the province you fellows will not believe me but i have driven with turton in his carriage turton oh yes we were once quite intimate he has shown me his stamp collection,no that is where mrs turton is so skilful when we poor blacks take bribes we perform what we are bribed to perform and the law discovers us in consequence the english take and do nothing i admire them,Dr. Aziz; Mahmoud Ali,M,intermediate,M,intermediate,APassageToIndia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
00071,Hamidullah,Mahmoud Ali,14,23,i do not think so they all become exactly the same not worse not better i give any englishman two years be he turton or burton it is only the difference of a letter and i give any englishwoman six months all are exactly alike do you not agree with me,queen victoria was different,Dr. Aziz; Mahmoud Ali,M,intermediate,M,intermediate,APassageToIndia,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
00072,Hamidullah,Mahmoud Ali,16,15,bribes,i do not for my own part i find such profound differences among our rulers red nose mumbles turton talks distinctly mrs turton takes bribes mrs red nose does not and cannot because so far there is no mrs red nose,Dr. Aziz; Mahmoud Ali,M,intermediate,M,intermediate,APassageToIndia,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1
00073,Hamidullah,Mahmoud Ali,18,11,and does it,it is impossible here aziz the red nosed boy has again insulted me in court i do not blame him he was told that he ought to insult me until lately he was quite a nice boy but the others have got hold of him,Dr. Aziz; Mahmoud Ali,M,intermediate,M,intermediate,APassageToIndia,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0
00074,Hamidullah,Mahmoud Ali,22,1422,you are a very selfish boy but take my case the case of young hugh bannister here is the son of my dear my dead friends the reverend and mrs bannister whose goodness to me in england i shall never forget or describe they were father and mother to me i talked to them as i do now in the vacations their rectory became my home they entrusted all their children to me i often carried little hugh about i took him up to the funeral of queen victoria and held him in my arms above the crowd,down with the civil surgeon rescue nureddin,Dr. Aziz; Mahmoud Ali,M,intermediate,M,intermediate,APassageToIndia,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0
00075,Hamidullah,Mahmoud Ali,26,17,no no i do not admit that i have met others,did you not know that when they were lent to central india over a canal scheme some rajah or other gave her a sewing machine in solid gold so that the water should run through his state,Dr. Aziz; Mahmoud Ali,M,intermediate,M,intermediate,APassageToIndia,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1
00076,Hamidullah,Mahmoud Ali,1421,13,yet some orderly demonstration is necessary otherwise they will still think we are afraid,he would expect you to steal it now turton but red nosed boy will be far worse than turton,Dr. Aziz; Mahmoud Ali; The Nawab Badahur,M,intermediate,M,intermediate,APassageToIndia,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0
00077,_unknowable,Mahmoud Ali,28,29,she said in the most natural way she offered me a lozenge when the dust irritated my throat,but of course all this is exceptional the exception does not prove the rule the average woman is like mrs turton and aziz you know what she is,Dr. Aziz; Hamidullah; Mahmoud Ali,F,intermediate,M,intermediate,APassageToIndia,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1
00078,Hamidullah,Hamidullah Begum,34,35,and he sends them the whole of his salary and lives like a low grade clerk and tells no one the reason what more do you require him to do,what is to become of all our daughters if men refuse to marry they will marry beneath them or,Dr. Aziz; Hamidullah Begum,M,intermediate,F,minor,APassageToIndia,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1
00079,Hamidullah Begum,Dr. Aziz,35,36,what is to become of all our daughters if men refuse to marry they will marry beneath them or,perhaps but later,Dr. Aziz; Hamidullah,F,minor,M,major,APassageToIndia,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0
00080,Dr. Aziz,The Servant,44,51,but the sahib has left me some message,huzoor all are at the club,The Servant,M,major,M,minor,APassageToIndia,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1
00081,Dr. Aziz,The Servant,50,45,saying nothing then i will write him a letter tell him i have called that is sufficient here is my card call me a tonga,no,The Servant,M,major,M,minor,APassageToIndia,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
