pair_id,a_speaker,b_speaker,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,novel,a_articles,a_auxiliary_verbs,a_conjunctions,a_adverbs,a_impersonal_pronouns,a_negations,a_personal_pronouns,a_prepositions,a_quantifiers,b_articles,b_auxiliary_verbs,b_conjunctions,b_adverbs,b_impersonal_pronouns,b_negations,b_personal_pronouns,b_prepositions,b_quantifiers
00030,Dr. Aziz,Hamidullah,33,34,aunt they live most comfortably with my wife s mother where she was living when she died i can see them whenever i like they are such very very small children,and he sends them the whole of his salary and lives like a low grade clerk and tells no one the reason what more do you require him to do,Hamidullah; Hamidullah Begum,M,major,M,intermediate,APassageToIndia,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1
00031,Hamidullah,Hamidullah Begum,34,35,and he sends them the whole of his salary and lives like a low grade clerk and tells no one the reason what more do you require him to do,what is to become of all our daughters if men refuse to marry they will marry beneath them or,Dr. Aziz; Hamidullah Begum,M,intermediate,F,minor,APassageToIndia,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1
00032,Hamidullah Begum,Dr. Aziz,35,36,what is to become of all our daughters if men refuse to marry they will marry beneath them or,perhaps but later,Dr. Aziz; Hamidullah,F,minor,M,major,APassageToIndia,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0
00033,Dr. Aziz,Hamidullah,36,37,perhaps but later,you mustn t put off what you think right that is why india is in such a plight because we put off things,Hamidullah; Hamidullah Begum,M,major,M,intermediate,APassageToIndia,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0
00034,Hamidullah,Dr. Aziz,37,38,you mustn t put off what you think right that is why india is in such a plight because we put off things,old callendar wants to see me at his bungalow he might have the politeness to say why,Dr. Aziz; Hamidullah Begum,M,intermediate,M,major,APassageToIndia,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0
00035,Dr. Aziz,Hamidullah,38,39,old callendar wants to see me at his bungalow he might have the politeness to say why,some case i daresay,Hamidullah; Mohammed Latif,M,major,M,intermediate,APassageToIndia,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1
00036,Hamidullah,Dr. Aziz,39,40,some case i daresay,i daresay not i daresay nothing he has found out our dinner hour that s all and chooses to interrupt us every time in order to show his power,Dr. Aziz; Mohammed Latif,M,intermediate,M,major,APassageToIndia,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1
00037,Dr. Aziz,Hamidullah,40,41,i daresay not i daresay nothing he has found out our dinner hour that s all and chooses to interrupt us every time in order to show his power,on the one hand he always does this on the other it may be a serious case and you cannot know had you not better clean your teeth after pan,Hamidullah; Mohammed Latif,M,major,M,intermediate,APassageToIndia,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
00038,Hamidullah,Dr. Aziz,41,42,on the one hand he always does this on the other it may be a serious case and you cannot know had you not better clean your teeth after pan,if my teeth are to be cleaned i don t go at all i am an indian it is an indian habit to take pan the civil surgeon must put up with it mohammed latif my bike please,Dr. Aziz; Mohammed Latif,M,intermediate,M,major,APassageToIndia,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1
00039,Dr. Aziz,Hamidullah,42,43,if my teeth are to be cleaned i don t go at all i am an indian it is an indian habit to take pan the civil surgeon must put up with it mohammed latif my bike please,aziz aziz imprudent boy,Hamidullah; Mohammed Latif,M,major,M,intermediate,APassageToIndia,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
00040,Hamidullah,Dr. Aziz,43,44,aziz aziz imprudent boy,but the sahib has left me some message,Dr. Aziz; Mohammed Latif,M,intermediate,M,major,APassageToIndia,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1
00041,Mrs. Callendar,Mrs. Lesley,46,47,mrs lesley it is a tonga,ours take the gifts the gods provide anyhow,Dr. Aziz; Mrs. Lesley; The Servant,F,minor,F,minor,APassageToIndia,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
00042,_unknowable,Dr. Aziz,48,49,o tonga wallah club club why doesn t the fool go,go i will pay you to morrow you are most welcome ladies,Dr. Aziz; Mrs. Callendar; Mrs. Lesley; The Servant,F,intermediate,M,major,APassageToIndia,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
00043,Dr. Aziz,The Servant,50,51,saying nothing then i will write him a letter tell him i have called that is sufficient here is my card call me a tonga,huzoor all are at the club,The Servant,M,major,M,minor,APassageToIndia,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1
00044,The Servant,Dr. Aziz,51,52,huzoor all are at the club,then telephone for one down to the railway station enough enough i prefer to walk,Dr. Aziz,M,minor,M,major,APassageToIndia,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1
00045,Dr. Aziz,Mrs. Moore,53,54,madam madam madam,oh oh,Mrs. Moore,M,major,F,major,APassageToIndia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00046,Mrs. Moore,Dr. Aziz,54,55,oh oh,madam this is a mosque you have no right here at all you should have taken off your shoes this is a holy place for moslems,Dr. Aziz,F,major,M,major,APassageToIndia,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
00047,Dr. Aziz,Mrs. Moore,55,56,madam this is a mosque you have no right here at all you should have taken off your shoes this is a holy place for moslems,i have taken them off,Mrs. Moore,M,major,F,major,APassageToIndia,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0
00048,Mrs. Moore,Dr. Aziz,56,57,i have taken them off,you have,Dr. Aziz,F,major,M,major,APassageToIndia,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
00049,Dr. Aziz,Mrs. Moore,57,58,you have,i left them at the entrance,Mrs. Moore,M,major,F,major,APassageToIndia,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
00050,Mrs. Moore,Dr. Aziz,58,59,i left them at the entrance,then i ask your pardon i am truly sorry for speaking,Dr. Aziz,F,major,M,major,APassageToIndia,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0
00051,Dr. Aziz,Mrs. Moore,59,60,then i ask your pardon i am truly sorry for speaking,yes i was right was i not if i remove my shoes i am allowed,Mrs. Moore,M,major,F,major,APassageToIndia,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
00052,Mrs. Moore,Dr. Aziz,60,61,yes i was right was i not if i remove my shoes i am allowed,of course but so few ladies take the trouble especially if thinking no one is there to see,Dr. Aziz,F,major,M,major,APassageToIndia,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1
00053,Dr. Aziz,Mrs. Moore,61,62,of course but so few ladies take the trouble especially if thinking no one is there to see,that makes no difference god is here,Mrs. Moore,M,major,F,major,APassageToIndia,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0
00054,Mrs. Moore,Dr. Aziz,64,65,please let me go,oh can i do you some service now or at any time,Dr. Aziz,F,major,M,major,APassageToIndia,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1
00055,Dr. Aziz,Mrs. Moore,65,66,oh can i do you some service now or at any time,no thank you really none good night,Mrs. Moore,M,major,F,major,APassageToIndia,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1
00056,Mrs. Moore,Dr. Aziz,66,67,no thank you really none good night,may i know your name,Dr. Aziz,F,major,M,major,APassageToIndia,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0
00057,Dr. Aziz,Mrs. Moore,67,68,may i know your name,mrs moore,Mrs. Moore,M,major,F,major,APassageToIndia,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
00058,Mrs. Moore,Dr. Aziz,68,69,mrs moore,mrs mrs moore i am afraid i startled you i shall tell my community our friends about you that god is here very good very fine indeed i think you are newly arrived in india,Dr. Aziz,F,major,M,major,APassageToIndia,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
00059,Dr. Aziz,Mrs. Moore,69,70,mrs mrs moore i am afraid i startled you i shall tell my community our friends about you that god is here very good very fine indeed i think you are newly arrived in india,yes how did you know,Mrs. Moore,M,major,F,major,APassageToIndia,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0
00060,Mrs. Moore,Dr. Aziz,70,71,yes how did you know,by the way you address me no but can i call you a carriage,Dr. Aziz,F,major,M,major,APassageToIndia,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0
00061,Dr. Aziz,Mrs. Moore,71,72,by the way you address me no but can i call you a carriage,i have only come from the club they are doing a play that i have seen in london and it was so hot,Mrs. Moore,M,major,F,major,APassageToIndia,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0
00062,Mrs. Moore,Dr. Aziz,72,73,i have only come from the club they are doing a play that i have seen in london and it was so hot,what was the name of the play,Dr. Aziz,F,major,M,major,APassageToIndia,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0
00063,Dr. Aziz,Mrs. Moore,73,74,what was the name of the play,cousin kate,Mrs. Moore,M,major,F,major,APassageToIndia,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
00064,Mrs. Moore,Dr. Aziz,74,75,cousin kate,i think you ought not to walk at night alone mrs moore there are bad characters about and leopards may come across from the marabar hills snakes also for example a six spot beetle you pick it up it bites you die,Dr. Aziz,F,major,M,major,APassageToIndia,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
00065,Dr. Aziz,Mrs. Moore,75,76,i think you ought not to walk at night alone mrs moore there are bad characters about and leopards may come across from the marabar hills snakes also for example a six spot beetle you pick it up it bites you die,but you walk about yourself,Mrs. Moore,M,major,F,major,APassageToIndia,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
00066,Mrs. Moore,Dr. Aziz,76,77,but you walk about yourself,oh i am used to it,Dr. Aziz,F,major,M,major,APassageToIndia,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0
00067,Dr. Aziz,Mrs. Moore,77,78,oh i am used to it,used to snakes,Mrs. Moore,M,major,F,major,APassageToIndia,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
00068,Mrs. Moore,Dr. Aziz,78,79,used to snakes,i m a doctor snakes don t dare bite me please may i ask you a question now why do you come to india at this time of year just as the cold weather is ending,Dr. Aziz,F,major,M,major,APassageToIndia,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1
00069,Dr. Aziz,Mrs. Moore,79,80,i m a doctor snakes don t dare bite me please may i ask you a question now why do you come to india at this time of year just as the cold weather is ending,i intended to start earlier but there was an unavoidable delay,Mrs. Moore,M,major,F,major,APassageToIndia,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0
00070,Mrs. Moore,Dr. Aziz,80,81,i intended to start earlier but there was an unavoidable delay,it will soon be so unhealthy for you and why ever do you come to chandrapore,Dr. Aziz,F,major,M,major,APassageToIndia,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0
00071,Dr. Aziz,Mrs. Moore,81,82,it will soon be so unhealthy for you and why ever do you come to chandrapore,to visit my son he is the city magistrate here,Mrs. Moore,M,major,F,major,APassageToIndia,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0
00072,Mrs. Moore,Dr. Aziz,82,83,to visit my son he is the city magistrate here,oh no excuse me that is quite impossible our city magistrate s name is mr heaslop i know him intimately,Dr. Aziz,F,major,M,major,APassageToIndia,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0
00073,Dr. Aziz,Mrs. Moore,83,84,oh no excuse me that is quite impossible our city magistrate s name is mr heaslop i know him intimately,he s my son all the same,Mrs. Moore,M,major,F,major,APassageToIndia,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1
00074,Mrs. Moore,Dr. Aziz,84,85,he s my son all the same,but mrs moore how can he be,Dr. Aziz,F,major,M,major,APassageToIndia,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0
00075,Dr. Aziz,Mrs. Moore,85,86,but mrs moore how can he be,i was married twice,Mrs. Moore,M,major,F,major,APassageToIndia,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
00076,Mrs. Moore,Dr. Aziz,86,87,i was married twice,yes now i see and your first husband died,Dr. Aziz,F,major,M,major,APassageToIndia,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1
00077,Dr. Aziz,Mrs. Moore,87,88,yes now i see and your first husband died,he did and so did my second husband,Mrs. Moore,M,major,F,major,APassageToIndia,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1
00078,Mrs. Moore,Dr. Aziz,88,89,he did and so did my second husband,then we are in the same box then is the city magistrate the entire of your family now,Dr. Aziz,F,major,M,major,APassageToIndia,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1
00079,Dr. Aziz,Mrs. Moore,89,90,then we are in the same box then is the city magistrate the entire of your family now,no there are the younger ones ralph and stella in england,Mrs. Moore,M,major,F,major,APassageToIndia,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0
00080,Mrs. Moore,Dr. Aziz,90,91,no there are the younger ones ralph and stella in england,and the gentleman here is he ralph and stella s half brother,Dr. Aziz,F,major,M,major,APassageToIndia,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0
00081,Dr. Aziz,Mrs. Moore,91,92,and the gentleman here is he ralph and stella s half brother,quite right,Mrs. Moore,M,major,F,major,APassageToIndia,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
00082,Mrs. Moore,Dr. Aziz,92,93,quite right,mrs moore this is all extremely strange because like yourself i have also two sons and a daughter is not this the same box with a vengeance,Dr. Aziz,F,major,M,major,APassageToIndia,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
00083,Dr. Aziz,Mrs. Moore,93,94,mrs moore this is all extremely strange because like yourself i have also two sons and a daughter is not this the same box with a vengeance,what are their names not also ronny ralph and stella surely,Mrs. Moore,M,major,F,major,APassageToIndia,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
00084,Mrs. Moore,Dr. Aziz,94,95,what are their names not also ronny ralph and stella surely,no indeed how funny it sounds their names are quite different and will surprise you listen please i am about to tell you my children s names the first is called ahmed the second is called karim the third she is the eldest jamila three children are enough do not you agree with me,Dr. Aziz,F,major,M,major,APassageToIndia,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
00085,Dr. Aziz,Mrs. Moore,95,96,no indeed how funny it sounds their names are quite different and will surprise you listen please i am about to tell you my children s names the first is called ahmed the second is called karim the third she is the eldest jamila three children are enough do not you agree with me,i do,Mrs. Moore,M,major,F,major,APassageToIndia,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0
00086,Mrs. Moore,Dr. Aziz,96,97,i do,would you care to see over the minto hospital one morning i have nothing else to offer at chandrapore,Dr. Aziz,F,major,M,major,APassageToIndia,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1
00087,Dr. Aziz,Mrs. Moore,97,98,would you care to see over the minto hospital one morning i have nothing else to offer at chandrapore,thank you i have seen it already or i should have liked to come with you very much,Mrs. Moore,M,major,F,major,APassageToIndia,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1
00088,Mrs. Moore,Dr. Aziz,98,99,thank you i have seen it already or i should have liked to come with you very much,i suppose the civil surgeon took you,Dr. Aziz,F,major,M,major,APassageToIndia,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0
00089,Dr. Aziz,Mrs. Moore,99,100,i suppose the civil surgeon took you,yes and mrs callendar,Mrs. Moore,M,major,F,major,APassageToIndia,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
00090,Mrs. Moore,Dr. Aziz,100,101,yes and mrs callendar,ah a very charming lady,Dr. Aziz,F,major,M,major,APassageToIndia,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
00091,Dr. Aziz,Mrs. Moore,101,102,ah a very charming lady,possibly when one knows her better,Mrs. Moore,M,major,F,major,APassageToIndia,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1
00092,Mrs. Moore,Dr. Aziz,102,103,possibly when one knows her better,what what you didn t like her,Dr. Aziz,F,major,M,major,APassageToIndia,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0
00093,Dr. Aziz,Mrs. Moore,103,104,what what you didn t like her,she was certainly intending to be kind but i did not find her exactly charming,Mrs. Moore,M,major,F,major,APassageToIndia,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0
