pair_id,a_speaker,b_speaker,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,a_articles,a_auxiliary_verbs,a_conjunctions,a_adverbs,a_impersonal_pronouns,a_negations,a_personal_pronouns,a_prepositions,a_quantifiers,b_articles,b_auxiliary_verbs,b_conjunctions,b_adverbs,b_impersonal_pronouns,b_negations,b_personal_pronouns,b_prepositions,b_quantifiers
00010,Lilia,Mrs. Theobald,11,12,oh i am so sorry but you do look so funny oh you all look so funny waving oh pray,high spirits to begin so long a journey,Harriet; Irma; Mr. Herriton; Mr. Kingcroft; Mrs. Herriton; Mrs. Theobald,F,intermediate,F,minor,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1
00011,Mrs. Theobald,Mr. Kingcroft,12,13,high spirits to begin so long a journey,i wish that mrs charles had gotten the footwarmer these london porters won t take heed to a country chap,Harriet; Irma; Mr. Herriton; Mr. Kingcroft; Mrs. Herriton,F,minor,M,minor,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0
00012,Mr. Kingcroft,Mrs. Herriton,13,14,i wish that mrs charles had gotten the footwarmer these london porters won t take heed to a country chap,but you did your best and i think it simply noble of you to have brought mrs theobald all the way here on such a day as this,Harriet; Irma; Mr. Herriton; Mrs. Herriton; Mrs. Theobald,M,minor,F,intermediate,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1
00013,Mrs. Herriton,Irma,14,15,but you did your best and i think it simply noble of you to have brought mrs theobald all the way here on such a day as this,and granny when will the old ship get to italy,Harriet; Irma; Mr. Herriton; Mr. Kingcroft; Mrs. Theobald,F,intermediate,F,minor,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0
00014,Irma,Mrs. Herriton,15,16,and granny when will the old ship get to italy,grandmother dear not granny and we say a boat or a steamer not a ship ships have sails and mother won t go all the way by sea you look at the map of europe and you ll see why harriet take her go with aunt harriet and she ll show you the map,Mr. Herriton; Mrs. Herriton,F,minor,F,intermediate,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1
00015,Mr. Herriton,Mrs. Herriton,18,19,here beginneth the new life,poor child how vulgar it s surprising that she isn t worse but she has got a look of poor charles about her,Mrs. Herriton,M,major,F,intermediate,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0
00016,Mrs. Herriton,Mr. Herriton,19,20,poor child how vulgar it s surprising that she isn t worse but she has got a look of poor charles about her,and alas alas a look of old mrs theobald what appalling apparition was that i did think the lady was bedridden as well as imbecile why ever did she come,Mr. Herriton,F,intermediate,M,major,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0
00017,Mr. Herriton,Mrs. Herriton,20,21,and alas alas a look of old mrs theobald what appalling apparition was that i did think the lady was bedridden as well as imbecile why ever did she come,mr kingcroft made her i am certain of it he wanted to see lilia again and this was the only way,Mrs. Herriton,M,major,F,intermediate,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0
00018,Mrs. Herriton,Mr. Herriton,21,22,mr kingcroft made her i am certain of it he wanted to see lilia again and this was the only way,i hope he is satisfied i did not think my sister in law distinguished herself in her farewells,Mr. Herriton,F,intermediate,M,major,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0
00019,Mr. Herriton,Mrs. Herriton,22,23,i hope he is satisfied i did not think my sister in law distinguished herself in her farewells,i mind nothing so long as she has gone and gone with miss abbott it is mortifying to think that a widow of thirty three requires a girl ten years younger to look after her,Mrs. Herriton,M,major,F,intermediate,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
00020,Mrs. Herriton,Mr. Herriton,23,24,i mind nothing so long as she has gone and gone with miss abbott it is mortifying to think that a widow of thirty three requires a girl ten years younger to look after her,i pity miss abbott fortunately one admirer is chained to england mr kingcroft cannot leave the crops or the climate or something i don t think either he improved his chances today he as well as lilia has the knack of being absurd in public,Mr. Herriton,F,intermediate,M,major,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00021,Mr. Herriton,Mrs. Herriton,24,25,i pity miss abbott fortunately one admirer is chained to england mr kingcroft cannot leave the crops or the climate or something i don t think either he improved his chances today he as well as lilia has the knack of being absurd in public,when a man is neither well bred nor well connected nor handsome nor clever nor rich even lilia may discard him in time,Mrs. Herriton,M,major,F,intermediate,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
00022,Mrs. Herriton,Mr. Herriton,25,26,when a man is neither well bred nor well connected nor handsome nor clever nor rich even lilia may discard him in time,no i believe she would take any one right up to the last when her boxes were packed she was playing the chinless curate both the curates are chinless but hers had the dampest hands i came on them in the park they were speaking of the pentateuch,Mr. Herriton,F,intermediate,M,major,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
00023,Mr. Herriton,Mrs. Herriton,26,27,no i believe she would take any one right up to the last when her boxes were packed she was playing the chinless curate both the curates are chinless but hers had the dampest hands i came on them in the park they were speaking of the pentateuch,my dear boy if possible she has got worse and worse it was your idea of italian travel that saved us,Mrs. Herriton,M,major,F,intermediate,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0
00024,Mrs. Herriton,Mr. Herriton,27,28,my dear boy if possible she has got worse and worse it was your idea of italian travel that saved us,the odd part is that she was quite eager always asking me for information and of course i was very glad to give it i admit she is a philistine appallingly ignorant and her taste in art is false still to have any taste at all is something and i do believe that italy really purifies and ennobles all who visit her she is the school as well as the playground of the world it is really to lilia s credit that she wants to go there,Mr. Herriton,F,intermediate,M,major,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1
00025,Mr. Herriton,Mrs. Herriton,28,29,the odd part is that she was quite eager always asking me for information and of course i was very glad to give it i admit she is a philistine appallingly ignorant and her taste in art is false still to have any taste at all is something and i do believe that italy really purifies and ennobles all who visit her she is the school as well as the playground of the world it is really to lilia s credit that she wants to go there,she would go anywhere i and caroline abbott had the greatest difficulty in dissuading her from the riviera,Mrs. Herriton,M,major,F,intermediate,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0
00026,Mrs. Herriton,Mr. Herriton,29,30,she would go anywhere i and caroline abbott had the greatest difficulty in dissuading her from the riviera,no mother no she was really keen on italy this travel is quite a crisis for her,Mr. Herriton,F,intermediate,M,major,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0
00027,Mr. Herriton,Mrs. Herriton,30,31,no mother no she was really keen on italy this travel is quite a crisis for her,it is something that she is contented but no one could live three months with caroline abbott and not be the better for it,Mrs. Herriton,M,major,F,intermediate,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
00028,Mrs. Herriton,Mr. Herriton,31,32,it is something that she is contented but no one could live three months with caroline abbott and not be the better for it,they ve stopped there over a week why i shouldn t have done as much myself they must be really keen for the hotel s none too comfortable,Harriet; Mr. Herriton,F,intermediate,M,major,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00029,Mr. Herriton,Harriet,32,33,they ve stopped there over a week why i shouldn t have done as much myself they must be really keen for the hotel s none too comfortable,i cannot understand people what can they be doing all day and there is no church there i suppose,Harriet; Mrs. Herriton,M,major,F,major,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
00030,Harriet,Mr. Herriton,33,34,i cannot understand people what can they be doing all day and there is no church there i suppose,there is santa deodata one of the most beautiful churches in italy,Mr. Herriton; Mrs. Herriton,F,major,M,major,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1
00031,Mr. Herriton,Harriet,34,35,there is santa deodata one of the most beautiful churches in italy,of course i mean an english church lilia promised me that she would always be in a large town on sundays,Harriet; Mrs. Herriton,M,major,F,major,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1
00032,Harriet,Mr. Herriton,35,36,of course i mean an english church lilia promised me that she would always be in a large town on sundays,if she goes to a service at santa deodata s she will find more beauty and sincerity than there is in all the back kitchens of europe,Mr. Herriton; Mrs. Herriton,F,major,M,major,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
00033,Mr. Herriton,Mrs. Herriton,36,37,if she goes to a service at santa deodata s she will find more beauty and sincerity than there is in all the back kitchens of europe,now dears don t listen to lilia s letter we love this place and i do not know how i shall ever thank philip for telling me it it is not only so quaint but one sees the italians unspoiled in all their simplicity and charm here the frescoes are wonderful caroline who grows sweeter every day is very busy sketching,Harriet; Mrs. Herriton,M,major,F,intermediate,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
00034,Mrs. Herriton,Harriet,37,38,now dears don t listen to lilia s letter we love this place and i do not know how i shall ever thank philip for telling me it it is not only so quaint but one sees the italians unspoiled in all their simplicity and charm here the frescoes are wonderful caroline who grows sweeter every day is very busy sketching,every one to his taste,Harriet; Mr. Herriton,F,intermediate,F,major,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1
00035,Harriet,Mr. Herriton,38,39,every one to his taste,oh harriet is a bad lot,Mr. Herriton; Mrs. Herriton,F,major,M,major,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
00036,Mr. Herriton,Mrs. Herriton,40,41,one moment irma i m going to the station i ll give you the pleasure of my company,we will save the peas to the last they are the greatest fun,Irma; Mrs. Herriton,M,major,F,intermediate,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0
00037,Mrs. Herriton,Harriet,41,42,we will save the peas to the last they are the greatest fun,it s a shame mother philip laughs at everything the book club the debating society the progressive whist the bazaars people won t like it we have our reputation a house divided against itself cannot stand,Harriet,F,intermediate,F,major,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0
00038,Harriet,Mrs. Herriton,42,43,it s a shame mother philip laughs at everything the book club the debating society the progressive whist the bazaars people won t like it we have our reputation a house divided against itself cannot stand,let philip say what he likes and he will let us do what we like it s twelve the second post s in run and see if there are any letters,Mrs. Herriton,F,major,F,intermediate,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1
00039,Mrs. Herriton,Harriet,43,44,let philip say what he likes and he will let us do what we like it s twelve the second post s in run and see if there are any letters,let s finish the peas there won t be any letters,Harriet,F,intermediate,F,major,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0
00040,Harriet,Mrs. Herriton,44,45,let s finish the peas there won t be any letters,no dear please go i ll sow the peas but you shall cover them up and mind the birds don t see em,Mrs. Herriton,F,major,F,intermediate,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0
00041,Mrs. Herriton,Harriet,45,46,no dear please go i ll sow the peas but you shall cover them up and mind the birds don t see em,actually old mrs theobald,Harriet,F,intermediate,F,major,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
00042,Harriet,Mrs. Herriton,46,47,actually old mrs theobald,read me the letter my hands are dirty how intolerable the crested paper is,Mrs. Herriton,F,major,F,intermediate,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0
00043,Mrs. Herriton,Harriet,47,48,read me the letter my hands are dirty how intolerable the crested paper is,i don t understand it doesn t make sense,Harriet,F,intermediate,F,major,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
00044,Harriet,Mrs. Herriton,48,49,i don t understand it doesn t make sense,her letters never did,Mrs. Herriton,F,major,F,intermediate,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0
00045,Mrs. Herriton,Harriet,49,50,her letters never did,but it must be sillier than usual look here read it mother i can t make head or tail,Harriet,F,intermediate,F,major,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0
00046,Harriet,Mrs. Herriton,50,51,but it must be sillier than usual look here read it mother i can t make head or tail,what is the difficulty what is it that puzzles you in this letter,Mrs. Herriton,F,major,F,intermediate,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0
00047,Mrs. Herriton,Harriet,51,52,what is the difficulty what is it that puzzles you in this letter,the meaning,Harriet,F,intermediate,F,major,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
00048,Harriet,Mrs. Herriton,52,53,the meaning,the meaning is quite clear lilia is engaged to be married don t cry dear please me by not crying don t talk at all it s more than i could bear she is going to marry some one she has met in a hotel take the letter and read for yourself how dare she not tell me direct how dare she write first to yorkshire pray am i to hear through mrs theobald a patronizing insolent letter like this have i no claim at all bear witness dear bear witness that for this i ll never forgive her,Mrs. Herriton,F,major,F,intermediate,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
00049,Mrs. Herriton,Harriet,53,54,the meaning is quite clear lilia is engaged to be married don t cry dear please me by not crying don t talk at all it s more than i could bear she is going to marry some one she has met in a hotel take the letter and read for yourself how dare she not tell me direct how dare she write first to yorkshire pray am i to hear through mrs theobald a patronizing insolent letter like this have i no claim at all bear witness dear bear witness that for this i ll never forgive her,oh what is to be done what is to be done,Harriet,F,intermediate,F,major,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
00050,Harriet,Mrs. Herriton,54,55,oh what is to be done what is to be done,this first next a telegram for lilia no a telegram for miss caroline abbott she too has something to explain,Mrs. Herriton,F,major,F,intermediate,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1
00051,Mrs. Herriton,Harriet,55,56,this first next a telegram for lilia no a telegram for miss caroline abbott she too has something to explain,oh what is to be done,Harriet,F,intermediate,F,major,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
00052,Harriet,Mrs. Herriton,56,57,oh what is to be done,if there is an office there we might get an answer this evening since philip is back at seven and the eight fifteen catches the midnight boat at dover harriet when you go with this get 100 pounds in 5 pound notes at the bank go dear at once do not talk i see irma coming back go quickly well irma dear and whose team are you in this afternoon miss edith s or miss may s,Mrs. Herriton,F,major,F,intermediate,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1
00053,Mrs. Herriton,Harriet,57,58,if there is an office there we might get an answer this evening since philip is back at seven and the eight fifteen catches the midnight boat at dover harriet when you go with this get 100 pounds in 5 pound notes at the bank go dear at once do not talk i see irma coming back go quickly well irma dear and whose team are you in this afternoon miss edith s or miss may s,your feet grow larger every day,Harriet,F,intermediate,F,major,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1
00054,Harriet,Mrs. Herriton,58,59,your feet grow larger every day,it is too bad it s ridiculous to read dear she s not trying to marry any one in the place some tourist obviously who s stopping in the hotel the place has nothing to do with it at all,Irma; Mrs. Herriton,F,major,F,intermediate,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1
00055,Mrs. Herriton,Harriet,59,60,it is too bad it s ridiculous to read dear she s not trying to marry any one in the place some tourist obviously who s stopping in the hotel the place has nothing to do with it at all,but what a place to go to what nice person too do you meet in a hotel,Harriet; Irma,F,intermediate,F,major,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
00056,Harriet,Mrs. Herriton,60,61,but what a place to go to what nice person too do you meet in a hotel,nice or nasty as i have told you several times before is not the point lilia has insulted our family and she shall suffer for it and when you speak against hotels i think you forget that i met your father at chamounix you can contribute nothing dear at present and i think you had better hold your tongue i am going to the kitchen to speak about the range,Irma; Mrs. Herriton,F,major,F,intermediate,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
00057,Mrs. Herriton,Mr. Herriton,63,64,the man may be a duke or he may be an organ grinder that is not the point if lilia marries him she insults the memory of charles she insults irma she insults us therefore i forbid her and if she disobeys we have done with her for ever,i will do all i can,Mr. Herriton,F,intermediate,M,major,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1
00058,Mr. Herriton,Caroline Abbott,66,67,are we to talk it over now,certainly please if you will be so very kind,Caroline Abbott,M,major,F,major,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0
00059,Caroline Abbott,Mr. Herriton,67,68,certainly please if you will be so very kind,then how long has she been engaged,Mr. Herriton,F,major,M,major,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1
00060,Mr. Herriton,Caroline Abbott,68,69,then how long has she been engaged,a short time quite a short time,Caroline Abbott,M,major,F,major,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1
00061,Caroline Abbott,Mr. Herriton,69,70,a short time quite a short time,i should like to know how long if you can remember,Mr. Herriton,F,major,M,major,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1
00062,Mr. Herriton,Caroline Abbott,70,71,i should like to know how long if you can remember,exactly eleven days,Caroline Abbott,M,major,F,major,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1
00063,Caroline Abbott,Mr. Herriton,71,72,exactly eleven days,how long have you been here,Mr. Herriton,F,major,M,major,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
00064,Mr. Herriton,Caroline Abbott,72,73,how long have you been here,close on three weeks,Caroline Abbott,M,major,F,major,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
00065,Caroline Abbott,Mr. Herriton,73,74,close on three weeks,did you know him before you came,Mr. Herriton,F,major,M,major,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0
00066,Mr. Herriton,Caroline Abbott,76,77,oh who is he,a native of the place,Caroline Abbott,M,major,F,major,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
00067,Caroline Abbott,Mr. Herriton,77,78,a native of the place,i understood they met at the hotel,Mr. Herriton,F,major,M,major,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
00068,Mr. Herriton,Caroline Abbott,78,79,i understood they met at the hotel,it was a mistake of mrs theobald s,Caroline Abbott,M,major,F,major,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0
00069,Caroline Abbott,Mr. Herriton,79,80,it was a mistake of mrs theobald s,i also understand that he is a member of the italian nobility may i be told his name,Mr. Herriton,F,major,M,major,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0
00070,Mr. Herriton,Caroline Abbott,84,85,perhaps i bore you with these questions if so i will stop,oh no please not at all i am here my own idea to give all information which you very naturally and to see if somehow please ask anything you like,Caroline Abbott,M,major,F,major,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1
00071,Caroline Abbott,Mr. Herriton,85,86,oh no please not at all i am here my own idea to give all information which you very naturally and to see if somehow please ask anything you like,then how old is he,Mr. Herriton,F,major,M,major,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0
00072,Mr. Herriton,Caroline Abbott,86,87,then how old is he,oh quite young twenty one i believe,Caroline Abbott,M,major,F,major,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
00073,Caroline Abbott,Mr. Herriton,87,88,oh quite young twenty one i believe,good lord,Mr. Herriton,F,major,M,major,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
00074,Mr. Herriton,Caroline Abbott,88,89,good lord,one would never believe it he looks much older,Caroline Abbott,M,major,F,major,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
00075,Caroline Abbott,Mr. Herriton,89,90,one would never believe it he looks much older,and is he good looking,Mr. Herriton,F,major,M,major,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0
00076,Mr. Herriton,Caroline Abbott,90,91,and is he good looking,very good looking all his features are good and he is well built though i dare say english standards would find him too short,Caroline Abbott,M,major,F,major,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1
00077,Caroline Abbott,Mr. Herriton,91,92,very good looking all his features are good and he is well built though i dare say english standards would find him too short,may i conclude that you like him,Mr. Herriton,F,major,M,major,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0
00078,Mr. Herriton,Caroline Abbott,92,93,may i conclude that you like him,as far as i have seen him i do as far as i have seen him i do like him,Caroline Abbott,M,major,F,major,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0
00079,Caroline Abbott,Mr. Herriton,93,94,as far as i have seen him i do as far as i have seen him i do like him,what is he please you haven t told me that what s his position,Mr. Herriton,F,major,M,major,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0
00080,Mr. Herriton,Caroline Abbott,94,95,what is he please you haven t told me that what s his position,no position at all he is kicking his heels as my father would say you see he has only just finished his military service,Caroline Abbott,M,major,F,major,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1
00081,Caroline Abbott,Mr. Herriton,95,96,no position at all he is kicking his heels as my father would say you see he has only just finished his military service,as a private,Mr. Herriton,F,major,M,major,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0
00082,Mr. Herriton,Caroline Abbott,96,97,as a private,i suppose so there is general conscription he was in the bersaglieri i think isn t that the crack regiment,Caroline Abbott,M,major,F,major,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0
00083,Caroline Abbott,Mr. Herriton,97,98,i suppose so there is general conscription he was in the bersaglieri i think isn t that the crack regiment,the men in it must be short and broad they must also be able to walk six miles an hour,Mr. Herriton,F,major,M,major,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1
00084,Mr. Herriton,Caroline Abbott,98,99,the men in it must be short and broad they must also be able to walk six miles an hour,and now like most young men he is looking out for something to do,Caroline Abbott,M,major,F,major,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1
00085,Caroline Abbott,Mr. Herriton,101,102,meanwhile like most young men he lives with his people father mother two sisters and a tiny tot of a brother,one more question and only one more what is his father,Mr. Herriton,F,major,M,major,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1
00086,Mr. Herriton,Caroline Abbott,102,103,one more question and only one more what is his father,his father well i don t suppose you ll think it a good match but that s not the point i mean the point is not i mean that social differences love after all not but what i gentlemen sometimes judge hardly but i feel that you and at all events your mother so really good in every sense so really unworldly after all love marriages are made in heaven,Caroline Abbott,M,major,F,major,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
00087,Caroline Abbott,Mr. Herriton,103,104,his father well i don t suppose you ll think it a good match but that s not the point i mean the point is not i mean that social differences love after all not but what i gentlemen sometimes judge hardly but i feel that you and at all events your mother so really good in every sense so really unworldly after all love marriages are made in heaven,yes miss abbott i know but i am anxious to hear heaven s choice you arouse my curiosity is my sister in law to marry an angel,Mr. Herriton,F,major,M,major,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
00088,Mr. Herriton,Caroline Abbott,104,105,yes miss abbott i know but i am anxious to hear heaven s choice you arouse my curiosity is my sister in law to marry an angel,mr herriton don t please mr herriton a dentist his father s a dentist,Caroline Abbott,M,major,F,major,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
00089,Caroline Abbott,Mr. Herriton,105,106,mr herriton don t please mr herriton a dentist his father s a dentist,i cannot think what is in the air if lilia was determined to disgrace us she might have found a less repulsive way a boy of medium height with a pretty face the son of a dentist at monteriano have i put it correctly may i surmise that he has not got one penny may i also surmise that his social position is nil furthermore,Mr. Herriton,F,major,M,major,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
00090,Mr. Herriton,Caroline Abbott,106,107,i cannot think what is in the air if lilia was determined to disgrace us she might have found a less repulsive way a boy of medium height with a pretty face the son of a dentist at monteriano have i put it correctly may i surmise that he has not got one penny may i also surmise that his social position is nil furthermore,stop i ll tell you no more,Caroline Abbott,M,major,F,major,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1
00091,Caroline Abbott,Mr. Herriton,107,108,stop i ll tell you no more,really miss abbott it is a little late for reticence you have equipped me admirably,Mr. Herriton,F,major,M,major,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1
00092,Mr. Herriton,Caroline Abbott,108,109,really miss abbott it is a little late for reticence you have equipped me admirably,i ll tell you not another word,Caroline Abbott,M,major,F,major,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1
00093,Lilia,Caroline Abbott,111,112,dear caroline what an angel you ve been to tell him he takes it so well but you must have had a mauvais quart d heure,i ve told nothing it s all for you and if it only takes a quarter of an hour you ll be lucky,Caroline Abbott,F,intermediate,F,major,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
