uid,pair_id,side,text,Segment,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,quantity
p00016_A,00016,A,that is very true and i could easily forgive his pride if he had not mortified mine,1,76.47,70.59,29.41,23.53,11.76,0,0,11.76,0,5.88,0,0,17.65,5.88,11.76,5.88,0
p00017_A,00017,A,pride is a very common failing i believe by all that i have ever read i am convinced that it is very common indeed that human nature is particularly prone to it and that there are very few of us who do not cherish a feeling of self complacency on the score of some quality or other real or imaginary vanity and pride are different things though the words are often used synonimously a person may be proud without being vain pride relates more to our opinion of ourselves vanity to what we would have others think of us,1,81.82,67.68,18.18,9.09,3.03,5.05,0,0,0,9.09,5.05,11.11,14.14,10.1,5.05,1.01,4.04
p00018_A,00018,A,if i were as rich as mr darcy i should not care how proud i was i would keep a pack of foxhounds and drink a bottle of wine every day,1,74.19,61.29,12.9,12.9,12.9,0,0,0,0,0,6.45,12.9,12.9,3.23,12.9,3.23,6.45
p00019_A,00019,A,then you would drink a great deal more than you ought and if i were to see you at it i should take away your bottle directly,1,77.78,70.37,25.93,22.22,7.41,0,14.81,0,0,3.7,3.7,11.11,14.81,3.7,14.81,0,3.7
p00020_A,00020,A,that is a question which mr darcy only can answer,1,60,60,20,0,0,0,0,0,0,20,10,0,20,10,0,0,0
p00021_A,00021,A,with great energy but it is a subject which always makes a lady energetic,1,71.43,57.14,14.29,0,0,0,0,0,0,14.29,14.29,7.14,7.14,7.14,7.14,0,0
p00022_A,00022,A,you are a very strange creature by way of a friend always wanting me to play and sing before any body and every body if my vanity had taken a musical turn you would have been invaluable but as it is i would really rather not sit down before those who must be in the habit of hearing the very best performers very well if it must be so it must there is a fine old saying which every body here is of course familiar with keep your breath to cool your porridge and i shall keep mine to swell my song,1,82.35,66.67,15.69,10.78,5.88,0,3.92,0,0,4.9,5.88,12.75,12.75,9.8,9.8,0.98,1.96
p00023_A,00023,A,it is a compliment which i never pay to any place if i can avoid it,1,75,75,31.25,12.5,12.5,0,0,0,0,18.75,6.25,6.25,12.5,6.25,6.25,6.25,0
p00024_A,00024,A,he is indeed but considering the inducement my dear miss eliza we cannot wonder at his complaisance for who would object to such a partner,1,76,64,20,20,4,4,0,8,0,0,8,12,12,4,4,4,0
p00025_A,00025,A,this is the only point i flatter myself on which we do not agree i had hoped that our sentiments coincided in every particular but i must so far differ from you as to think our two youngest daughters uncommonly foolish,1,82.93,65.85,26.83,19.51,9.76,7.32,2.44,0,0,7.32,2.44,12.2,9.76,4.88,7.32,2.44,4.88
p00026_A,00026,A,mama my aunt says that colonel forster and captain carter do not go so often to miss watson s as they did when they first came she sees them now very often standing in clarke s library,1,64.86,54.05,16.22,13.51,2.7,0,0,2.7,8.11,2.7,0,8.11,5.41,16.22,10.81,2.7,2.7
p00027_A,00027,A,well jane who is it from what is it about what does he say well jane make haste and tell us make haste my love,1,80,64,32,16,4,4,0,4,0,16,0,8,12,12,4,0,0
p00028_A,00028,A,it is from miss bingley,1,60,60,20,0,0,0,0,0,0,20,0,20,20,0,0,0,0
p00029_A,00029,A,with the officers i wonder my aunt did not tell us of that,1,84.62,69.23,30.77,23.08,15.38,7.69,0,0,0,7.69,7.69,15.38,7.69,0,0,7.69,0
p00030_A,00030,A,can i have the carriage,1,80,80,20,20,20,0,0,0,0,0,20,0,40,0,0,0,0
p00031_A,00031,A,that would be a good scheme if you were sure that they would not offer to send her home,1,78.95,68.42,26.32,15.79,0,0,5.26,5.26,5.26,10.53,5.26,5.26,21.05,0,5.26,5.26,0
p00032_A,00032,A,i had much rather go in the coach,1,87.5,75,12.5,12.5,12.5,0,0,0,0,0,12.5,12.5,12.5,12.5,0,0,12.5
p00033_A,00033,A,but my dear your father cannot spare the horses i am sure they are wanted in the farm mr bennet are not they,1,78.26,60.87,21.74,21.74,8.7,0,4.35,0,8.7,0,8.7,4.35,17.39,0,4.35,8.7,0
p00034_A,00034,A,they are wanted in the farm much oftener than i can get them,1,84.62,69.23,23.08,23.08,7.69,0,0,0,15.38,0,7.69,15.38,15.38,0,7.69,0,7.69
p00035_A,00035,A,but if you have got them to day my mother s purpose will be answered,1,73.33,60,20,20,6.67,0,6.67,0,6.67,0,0,6.67,20,0,13.33,0,6.67
p00036_A,00036,A,well my dear if your daughter should have a dangerous fit of illness if she should die it would be a comfort to know that it was all in pursuit of mr bingley and under your orders,1,78.38,67.57,18.92,10.81,2.7,0,5.41,2.7,0,8.11,5.41,13.51,16.22,2.7,8.11,0,2.7
p00037_A,00037,A,oh i am not at all afraid of her dying people do not die of little trifling colds she will be taken good care of as long as she stays there it is all very well i would go and see her if i could have the carriage how can you be so silly as to think of such a thing in all this dirt you will not be fit to be seen when you get there,1,89.61,71.43,16.88,12.99,3.9,0,3.9,5.19,0,3.9,2.6,14.29,16.88,9.09,9.09,3.9,6.49
p00038_A,00038,A,is this a hint to me lizzy to send for the horses,1,75,66.67,16.67,8.33,8.33,0,0,0,0,8.33,16.67,25,8.33,0,0,0,0
p00039_A,00039,A,no indeed i do not wish to avoid the walk the distance is nothing when one has a motive only three miles i shall be back by dinner,1,82.14,71.43,7.14,7.14,7.14,0,0,0,0,0,10.71,7.14,17.86,10.71,3.57,10.71,10.71
p00040_A,00040,A,she did indeed louisa i could hardly keep my countenance very nonsensical to come at all why must she be scampering about the country because her sister had a cold her hair so untidy so blowsy,1,75,66.67,16.67,16.67,5.56,0,0,11.11,0,0,5.56,8.33,13.89,19.44,8.33,0,2.78
p00041_A,00041,A,yes and her petticoat i hope you saw her petticoat six inches deep in mud i am absolutely certain and the gown which had been let down to hide it not doing its office,1,82.35,61.76,23.53,14.71,5.88,0,2.94,5.88,0,8.82,2.94,8.82,11.76,2.94,5.88,2.94,5.88
p00042_A,00042,A,your picture may be very exact louisa but this was all lost upon me i thought miss elizabeth bennet looked remarkably well when she came into the room this morning her dirty petticoat quite escaped my notice,1,72.97,54.05,21.62,16.22,8.11,0,2.7,5.41,0,5.41,2.7,5.41,8.11,10.81,5.41,0,2.7
p00043_A,00043,A,certainly not,1,100,100,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0
p00044_A,00044,A,it shews an affection for her sister that is very pleasing,1,72.73,63.64,27.27,9.09,0,0,0,9.09,0,18.18,9.09,9.09,9.09,9.09,0,0,0
p00045_A,00045,A,not at all they were brightened by the exercise,1,77.78,77.78,11.11,11.11,0,0,0,0,11.11,0,11.11,22.22,11.11,0,0,11.11,11.11
p00046_A,00046,A,yes and they have another who lives somewhere near cheapside,1,90,70,30,20,0,0,0,0,10,10,0,10,10,10,10,0,10
p00047_A,00047,A,that is capital,1,66.67,66.67,33.33,0,0,0,0,0,0,33.33,0,0,33.33,0,0,0,0
p00048_A,00048,A,if they had uncles enough to fill all cheapside it would not make them one jot less agreeable,1,77.78,66.67,16.67,11.11,0,0,0,0,11.11,5.56,0,5.56,11.11,0,5.56,5.56,22.22
p00049_A,00049,A,but it must very materially lessen their chance of marrying men of any consideration in the world,1,58.82,58.82,11.76,5.88,0,0,0,0,5.88,5.88,5.88,17.65,5.88,5.88,5.88,0,0
p00050_A,00050,A,do you prefer reading to cards that is rather singular,1,80,60,20,10,0,0,10,0,0,10,0,10,20,10,0,0,10
p00051_A,00051,A,miss eliza bennet despises cards she is a great reader and has no pleasure in anything else,1,58.82,52.94,11.76,5.88,0,0,0,5.88,0,5.88,5.88,5.88,11.76,5.88,5.88,5.88,0
p00052_A,00052,A,i deserve neither such praise nor such censure i am not a great reader and i have pleasure in many things,1,76.19,71.43,19.05,14.29,14.29,0,0,0,0,4.76,4.76,4.76,9.52,0,9.52,14.29,4.76
p00053_A,00053,A,in nursing your sister i am sure you have pleasure and i hope it will soon be increased by seeing her quite well and i wish my collection were larger for your benefit and my own credit but i am an idle fellow and though i have not many i have more than i ever look into,1,85.96,70.18,24.56,22.81,15.79,0,5.26,1.75,0,1.75,1.75,8.77,14.04,8.77,12.28,1.75,8.77
p00054_A,00054,A,i cannot comprehend the neglect of a family library in such days as these,1,71.43,64.29,14.29,7.14,7.14,0,0,0,0,7.14,14.29,21.43,7.14,0,7.14,7.14,7.14
p00055_A,00055,A,upon my word caroline i should think it more possible to get pemberley by purchase than by imitation,1,72.22,55.56,16.67,11.11,11.11,0,0,0,0,5.56,0,27.78,5.56,0,5.56,0,5.56
p00056_A,00056,A,i think she will she is now about miss elizabeth bennet s height or rather taller,1,75,56.25,18.75,18.75,6.25,0,0,12.5,0,0,0,6.25,12.5,18.75,6.25,0,12.5
p00057_A,00057,A,all young ladies accomplished my dear charles what do you mean,1,63.64,45.45,27.27,18.18,9.09,0,9.09,0,0,9.09,0,0,9.09,0,0,0,9.09
p00058_A,00058,A,yes all of them i think they all paint tables cover skreens and net purses i scarcely know any one who cannot do all this and i am sure i never heard a young lady spoken of for the first time without being informed that she was very accomplished,1,79.59,65.31,20.41,16.33,8.16,0,0,2.04,4.08,4.08,4.08,8.16,10.2,8.16,4.08,4.08,10.2
p00059_A,00059,A,your list of the common extent of accomplishments has too much truth the word is applied to many a woman who deserves it no otherwise than by netting a purse or covering a skreen but i am very far from agreeing with you in your estimation of ladies in general i cannot boast of knowing more than half a dozen in the whole range of my acquaintance that are really accomplished,1,73.24,61.97,12.68,9.86,4.23,0,4.23,0,0,2.82,9.86,19.72,7.04,4.23,7.04,2.82,9.86
p00060_A,00060,A,nor i i am sure,1,80,60,20,20,20,0,0,0,0,0,0,0,20,0,20,20,0
p00061_A,00061,A,then you must comprehend a great deal in your idea of an accomplished woman,1,64.29,57.14,14.29,14.29,0,0,14.29,0,0,0,14.29,14.29,7.14,0,7.14,0,0
p00062_A,00062,A,oh certainly no one can be really esteemed accomplished who does not greatly surpass what is usually met with a woman must have a thorough knowledge of music singing drawing dancing and the modern languages to deserve the word and besides all this she must possess a certain something in her air and manner of walking the tone of her voice her address and expressions or the word will be but half deserved,1,69.86,57.53,12.33,6.85,0,0,0,5.48,0,5.48,9.59,9.59,10.96,5.48,8.22,2.74,2.74
p00063_A,00063,A,are you so severe upon your own sex as to doubt the possibility of all this,1,75,68.75,18.75,12.5,0,0,12.5,0,0,6.25,6.25,25,6.25,6.25,12.5,0,6.25
p00064_A,00064,A,i never saw such a woman i never saw such capacity and taste and application and elegance as you describe united,1,71.43,57.14,14.29,14.29,9.52,0,4.76,0,0,0,4.76,4.76,0,9.52,19.05,9.52,0
p00065_A,00065,A,undoubtedly there is meanness in all the arts which ladies sometimes condescend to employ for captivation whatever bears affinity to cunning is despicable,1,47.83,47.83,8.7,0,0,0,0,0,0,8.7,4.35,17.39,8.7,4.35,0,0,4.35
p00066_A,00066,A,indeed i have sir she is a great deal too ill to be moved mr jones says we must not think of moving her we must trespass a little longer on your kindness,1,81.82,60.61,21.21,21.21,6.06,6.06,3.03,6.06,0,0,6.06,9.09,18.18,6.06,0,3.03,6.06
p00067_A,00067,A,removed it must not be thought of my sister i am sure will not hear of her removal,1,83.33,66.67,22.22,16.67,11.11,0,0,5.56,0,5.56,0,11.11,22.22,0,0,11.11,0
p00068_A,00068,A,you may depend upon it madam that miss bennet shall receive every possible attention while she remains with us,1,68.42,57.89,26.32,15.79,0,5.26,5.26,5.26,0,10.53,0,10.53,10.53,0,5.26,0,5.26
p00069_A,00069,A,i am sure if it was not for such good friends i do not know what would become of her for she is very ill indeed and suffers a vast deal though with the greatest patience in the world which is always the way with her for she has without exception the sweetest temper i ever met with i often tell my other girls they are nothing to her you have a sweet room here mr bingley and a charming prospect over that gravel walk i do not know a place in the country that is equal to netherfield you will not think of quitting it in a hurry i hope though you have but a short lease,1,83.05,68.64,19.49,14.41,6.78,0,2.54,4.24,0.85,5.08,9.32,12.71,11.86,7.63,5.08,4.24,2.54
p00070_A,00070,A,i wish i might take this for a compliment but to be so easily seen through i am afraid is pitiful,1,90.48,66.67,19.05,14.29,14.29,0,0,0,0,4.76,4.76,14.29,19.05,4.76,9.52,0,0
p00071_A,00071,A,that is as it happens it does not necessarily follow that a deep intricate character is more or less estimable than such a one as yours,1,88.46,76.92,19.23,3.85,0,0,3.85,0,0,15.38,7.69,11.54,11.54,3.85,15.38,3.85,11.54
p00072_A,00072,A,lizzy remember where you are and do not run on in the wild manner that you are suffered to do at home,1,81.82,68.18,13.64,9.09,0,0,9.09,0,0,4.55,4.55,18.18,18.18,4.55,4.55,4.55,0
p00073_A,00073,A,i did not know before that you were a studier of character it must be an amusing study,1,72.22,66.67,22.22,11.11,5.56,0,5.56,0,0,11.11,11.11,11.11,16.67,0,5.56,5.56,0
p00074_A,00074,A,the country can in general supply but few subjects for such a study in a country neighbourhood you move in a very confined and unvarying society,1,65.38,57.69,3.85,3.85,0,0,3.85,0,0,0,15.38,15.38,3.85,3.85,7.69,0,3.85
p00075_A,00075,A,indeed mama you are mistaken you quite mistook mr darcy he only meant that there were not such a variety of people to be met with in the country as in town which you must acknowledge to be true,1,79.49,66.67,15.38,10.26,0,0,7.69,2.56,0,5.13,5.13,17.95,12.82,10.26,2.56,2.56,2.56
p00076_A,00076,A,she seems a very pleasant young woman,1,85.71,42.86,14.29,14.29,0,0,0,14.29,0,0,14.29,0,0,14.29,0,0,0
p00077_A,00077,A,oh dear yes but you must own she is very plain lady lucas herself has often said so and envied me jane s beauty i do not like to boast of my own child but to be sure jane one does not often see any body better looking it is what every body says i do not trust my own partiality when she was only fifteen there was a gentleman at my brother gardiner s in town so much in love with her that my sister in law was sure he would make her an offer before we came away but however he did not perhaps he thought her too young however he wrote some verses on her and very pretty they were,1,78.86,65.04,19.51,17.07,5.69,0.81,0.81,8.94,0.81,2.44,1.63,8.94,11.38,11.38,8.94,3.25,4.07
p00078_A,00078,A,i have been used to consider poetry as the food of love,1,75,58.33,8.33,8.33,8.33,0,0,0,0,0,8.33,25,16.67,0,8.33,0,0
p00079_A,00079,A,of a fine stout healthy love it may every thing nourishes what is strong already but if it be only a slight thin sort of inclination i am convinced that one good sonnet will starve it entirely away,1,76.32,63.16,18.42,2.63,2.63,0,0,0,0,15.79,5.26,7.89,13.16,7.89,5.26,0,13.16
p00080_A,00080,A,i am perfectly ready i assure you to keep my engagement and when your sister is recovered you shall if you please name the very day of the ball but you would not wish to be dancing while she is ill,1,85.37,70.73,24.39,24.39,9.76,0,12.2,2.44,0,0,4.88,7.32,17.07,7.32,12.2,2.44,2.44
p00081_A,00081,A,oh yes it would be much better to wait till jane was well and by that time most likely captain carter would be at meryton again and when you have given your ball i shall insist on their giving one also i shall tell colonel forster it will be quite a shame if he does not,1,82.14,67.86,16.07,10.71,3.57,0,3.57,1.79,1.79,5.36,1.79,8.93,19.64,8.93,10.71,1.79,5.36
p00082_A,00082,A,they are generally long but whether always charming it is not for me to determine,1,100,80,20,13.33,6.67,0,0,0,6.67,6.67,0,13.33,13.33,13.33,13.33,6.67,6.67
p00083_A,00083,A,it is a rule with me that a person who can write a long letter with ease cannot write ill,1,80,65,25,15,10,0,0,0,0,10,15,10,20,0,0,5,5
p00084_A,00084,A,that will not do for a compliment to darcy caroline because he does not write with ease he studies too much for words of four syllables do not you darcy,1,70,66.67,13.33,10,0,0,3.33,6.67,0,3.33,3.33,16.67,13.33,3.33,3.33,10,6.67
p00085_A,00085,A,my style of writing is very different from yours,1,88.89,66.67,22.22,22.22,11.11,0,11.11,0,0,0,0,22.22,11.11,11.11,0,0,0
p00086_A,00086,A,oh charles writes in the most careless way imaginable he leaves out half his words and blots the rest,1,63.16,42.11,10.53,10.53,0,0,0,10.53,0,0,10.53,10.53,0,0,5.26,0,10.53
p00087_A,00087,A,my ideas flow so rapidly that i have not time to express them by which means my letters sometimes convey no ideas at all to my correspondents,1,66.67,62.96,25.93,18.52,14.81,0,0,0,3.7,7.41,0,14.81,3.7,7.41,3.7,7.41,3.7
p00088_A,00088,A,your humility mr bingley must disarm reproof,1,28.57,28.57,14.29,14.29,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0
p00089_A,00089,A,nay this is too much to remember at night all the foolish things that were said in the morning and yet upon my honour i believed what i said of myself to be true and i believe it at this moment at least therefore i did not assume the character of needless precipitance merely to shew off before the ladies,1,81.67,68.33,20,10,10,0,0,0,0,10,6.67,20,6.67,6.67,5,1.67,5
p00090_A,00090,A,i dare say you believed it but i am by no means convinced that you would be gone with such celerity your conduct would be quite as dependant on chance as that of any man i know and if as you were mounting your horse a friend were to say bingley you had better stay till next week you would probably do it you would probably not go and at another word might stay a month,1,81.58,65.79,21.05,14.47,3.95,0,10.53,0,0,6.58,2.63,13.16,15.79,3.95,10.53,2.63,3.95
p00091_A,00091,A,would mr darcy then consider the rashness of your original intention as atoned for by your obstinacy in adhering to it,1,61.9,57.14,14.29,9.52,0,0,9.52,0,0,4.76,4.76,28.57,4.76,0,9.52,0,0
p00092_A,00092,A,upon my word i cannot exactly explain the matter darcy must speak for himself,1,71.43,57.14,21.43,21.43,14.29,0,0,7.14,0,0,7.14,14.29,14.29,0,0,7.14,0
p00093_A,00093,A,you appear to me mr darcy to allow nothing for the influence of friendship and affection a regard for the requester would often make one readily yield to a request without waiting for arguments to reason one into it i am not particularly speaking of such a case as you have supposed about mr bingley we may as well wait perhaps till the circumstance occurs before we discuss the discretion of his behaviour thereupon but in general and ordinary cases between friend and friend where one of them is desired by the other to change a resolution of no very great moment should you think ill of that person for complying with the desire without waiting to be argued into it,1,73.55,63.64,10.74,8.26,2.48,1.65,2.48,0.83,0.83,2.48,8.26,23.97,6.61,7.44,6.61,2.48,2.48
p00094_A,00094,A,i see your design bingley you dislike an argument and want to silence this,1,71.43,50,28.57,21.43,7.14,0,14.29,0,0,7.14,7.14,7.14,0,0,7.14,0,0
p00095_A,00095,A,perhaps i do arguments are too much like disputes if you and miss bennet will defer yours till i am out of the room i shall be very thankful and then you may say whatever you like of me,1,82.05,76.92,23.08,20.51,10.26,0,10.26,0,0,2.56,2.56,15.38,17.95,7.69,12.82,0,2.56
p00096_A,00096,A,i did not know that you intended to walk,1,88.89,66.67,33.33,22.22,11.11,0,11.11,0,0,11.11,0,11.11,11.11,0,0,11.11,0
p00097_A,00097,A,you used us abominably ill in running away without telling us that you were coming out,1,93.75,68.75,37.5,31.25,6.25,12.5,12.5,0,0,6.25,0,25,12.5,6.25,0,0,0
p00098_A,00098,A,no no stay where you are you are charmingly group d and appear to uncommon advantage the picturesque would be spoilt by admitting a fourth good bye,1,70.37,55.56,7.41,7.41,0,0,7.41,0,0,0,7.41,7.41,14.81,3.7,3.7,7.41,3.7
p00099_A,00099,A,very glad,1,100,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0
p00100_A,00100,A,much more rational my dear caroline i dare say but it would not be near so much like a ball,1,85,70,15,10,10,0,0,0,0,5,5,10,10,5,10,5,15
p00101_A,00101,A,miss eliza bennet let me persuade you to follow my example and take a turn about the room i assure you it is very refreshing after sitting so long in one attitude,1,75,53.13,18.75,15.63,9.38,0,6.25,0,0,3.13,6.25,12.5,3.13,9.38,9.38,0,6.25
p00102_A,00102,A,not at all but depend upon it he means to be severe on us and our surest way of disappointing him will be to ask nothing about it,1,89.29,75,21.43,14.29,0,7.14,0,7.14,0,7.14,0,25,10.71,3.57,7.14,7.14,3.57
p00103_A,00103,A,i have not the smallest objection to explaining them you either chuse this method of passing the evening because you are in each other s confidence and have secret affairs to discuss or because you are conscious that your figures appear to the greatest advantage in walking if the first i should be completely in your way and if the second i can admire you much better as i sit by the fire,1,82.19,68.49,17.81,15.07,5.48,0,8.22,0,1.37,2.74,8.22,12.33,9.59,1.37,12.33,1.37,5.48
p00104_A,00104,A,but upon my honour i do not i do assure you that my intimacy has not yet taught me that teaze calmness of temper and presence of mind no no i feel he may defy us there and as to laughter we will not expose ourselves if you please by attempting to laugh without a subject mr darcy may hug himself,1,73.77,67.21,24.59,21.31,9.84,4.92,3.28,3.28,0,3.28,1.64,13.11,9.84,4.92,8.2,8.2,0
p00105_A,00105,A,such as vanity and pride,1,80,60,0,0,0,0,0,0,0,0,0,20,0,0,40,0,0
p00106_A,00106,A,yes vanity is a weakness indeed but pride where there is a real superiority of mind pride will be always under good regulation,1,69.57,56.52,0,0,0,0,0,0,0,0,8.7,8.7,17.39,17.39,4.35,0,0
p00107_A,00107,A,your examination of mr darcy is over i presume and pray what is the result,1,73.33,60,20,13.33,6.67,0,6.67,0,0,6.67,6.67,13.33,13.33,0,6.67,0,0
p00108_A,00108,A,and your defect is a propensity to hate every body,1,70,60,10,10,0,0,10,0,0,0,10,10,10,0,10,0,10
p00109_A,00109,A,why indeed he does seem to have had some filial scruples on that head as you will hear there mrs bennet at four o clock therefore we may expect this peace making gentleman he seems to be a most conscientious and polite young man upon my word and i doubt not will prove a valuable acquaintance especially if lady catherine should be so indulgent as to let him come to us again,1,75,61.11,13.89,11.11,2.78,2.78,1.39,4.17,0,2.78,2.78,12.5,12.5,9.72,8.33,1.39,4.17
p00110_A,00110,A,there is some sense in what he says about the girls however and if he is disposed to make them any amends i shall not be the person to discourage him,1,80.65,74.19,19.35,16.13,3.23,0,0,9.68,3.23,3.23,6.45,12.9,12.9,9.68,9.68,3.23,3.23
p00111_A,00111,A,though it is difficult to guess in what way he can mean to make us the atonement he thinks our due the wish is certainly to his credit,1,82.14,64.29,25,17.86,0,7.14,0,10.71,0,7.14,7.14,14.29,10.71,7.14,3.57,0,3.57
p00112_A,00112,A,he must be an oddity i think i cannot make him out there is something very pompous in his style and what can he mean by apologizing for being next in the entail we cannot suppose he would help it if he could can he be a sensible man sir,1,80,70,26,20,4,2,0,14,0,6,6,10,20,4,4,4,0
p00113_A,00113,A,no my dear i think not i have great hopes of finding him quite the reverse there is a mixture of servility and self importance in his letter which promises well i am impatient to see him,1,78.38,62.16,21.62,18.92,10.81,0,0,8.11,0,2.7,5.41,10.81,8.11,8.11,2.7,5.41,0
p00114_A,00114,A,has she been presented i do not remember her name among the ladies at court,1,80,66.67,20,20,6.67,0,0,13.33,0,0,6.67,13.33,20,0,0,6.67,0
p00115_A,00115,A,you judge very properly and it is happy for you that you possess the talent of flattering with delicacy may i ask whether these pleasing attentions proceed from the impulse of the moment or are the result of previous study,1,70,60,17.5,10,2.5,0,7.5,0,0,7.5,10,15,7.5,2.5,7.5,0,0
p00116_A,00116,A,do you know mama that my uncle philips talks of turning away richard and if he does colonel forster will hire him my aunt told me so herself on saturday i shall walk to meryton to morrow to hear more about it and to ask when mr denny comes back from town,1,71.15,55.77,19.23,15.38,7.69,0,1.92,5.77,0,3.85,0,17.31,7.69,5.77,9.62,0,1.92
p00117_A,00117,A,i know little of the game at present but i shall be glad to improve myself for in my situation of life,1,77.27,63.64,18.18,18.18,18.18,0,0,0,0,0,4.55,27.27,9.09,0,4.55,0,4.55
p00118_A,00118,A,probably not but mr darcy can please where he chuses he does not want abilities he can be a conversible companion if he thinks it worth his while among those who are at all his equals in consequence he is a very different man from what he is to the less prosperous his pride never deserts him but with the rich he is liberal minded just sincere rational honourable and perhaps agreeable allowing something for fortune and figure,1,75.64,65.38,20.51,15.38,0,0,0,14.1,0,5.13,5.13,8.97,10.26,7.69,7.69,3.85,3.85
p00119_A,00119,A,i know very well madam that when persons sit down to a card table they must take their chance of these things and happily i am not in such circumstances as to make five shillings any object there are undoubtedly many who could not say the same but thanks to lady catherine de bourgh i am removed far beyond the necessity of regarding little matters,1,72.31,58.46,13.85,9.23,4.62,0,0,0,3.08,4.62,4.62,13.85,7.69,7.69,6.15,3.08,4.62
p00120_A,00120,A,i believe her to be both in a great degree i have not seen her for many years but i very well remember that i never liked her and that her manners were dictatorial and insolent she has the reputation of being remarkably sensible and clever but i rather believe she derives part of her abilities from her rank and fortune part from her authoritative manner and the rest from the pride of her nephew who chuses that every one connected with him should have an understanding of the first class,1,79.12,67.03,21.98,18.68,5.49,0,0,12.09,0,3.3,6.59,12.09,7.69,4.4,7.69,2.2,8.79
p00121_A,00121,A,i do not imagine his business would have called him away just now if he had not wished to avoid a certain gentleman here,1,83.33,70.83,16.67,16.67,4.17,0,0,12.5,0,0,4.17,8.33,16.67,12.5,4.17,8.33,0
p00122_A,00122,A,i dare say you will find him very agreeable,1,88.89,55.56,33.33,33.33,11.11,0,11.11,11.11,0,0,0,0,11.11,11.11,0,0,0
p00123_A,00123,A,he has been so unlucky as to lose your friendship and in a manner which he is likely to suffer from all his life,1,87.5,70.83,20.83,16.67,0,0,4.17,12.5,0,4.17,4.17,20.83,12.5,4.17,12.5,0,4.17
