uid,pair_id,side,text
p00057_A,00057,A,you talk like harriet
p00058_A,00058,A,very fine of mrs herriton very fine indeed i m afraid it will mean a lot of expense she will get nothing out of italy without paying
p00059_A,00059,A,harriet harriet shall go too harriet now will be invaluable
p00060_A,00060,A,la prego piano piano c e un altra signorina che dorme
p00061_A,00061,A,you caroline here of all people
p00062_A,00062,A,where does signor carella live
p00063_A,00063,A,i ll show you
p00064_A,00064,A,she will show you follow her always always and you will come to no harm she is a trustworthy guide she is my daughter cousin sister
p00065_A,00065,A,i want to see signor carella
p00066_A,00066,A,out
p00067_A,00067,A,out
p00068_A,00068,A,why on earth did you say he was in
p00069_A,00069,A,when will he be back i shall have to leave a message
p00070_A,00070,A,now perfetta has gone for her basket when she returns she will lower it so then you will put your card into it then she will raise it thus by this means
p00071_A,00071,A,beautiful as an angel but who am i addressing
p00072_A,00072,A,my dear sister you can t run on like that you don t buy a pair of gloves in two hours much less a baby
p00073_A,00073,A,but harriet what if at first he was to refuse
p00074_A,00074,A,no harriet i ll try for the baby but for nothing else i promise to do that tomorrow and to do it in the way you wish but tonight as we re all tired we want a change of topic we want relaxation we want to go to the theatre
p00075_A,00075,A,theatres here and at such a moment
p00076_A,00076,A,we should hardly enjoy it with the great interview impending
p00077_A,00077,A,certainly one has so few opportunities of hearing music it is sure to be very bad but it might be better than sitting idle all the evening we have no book and i lost my crochet at florence
p00078_A,00078,A,good miss abbott you are coming too
p00079_A,00079,A,good gracious me i should never have thought of that as likely as not we should have tried to save money and sat among the most awful people one keeps on forgetting this is italy
p00080_A,00080,A,don t you like it at all
p00081_A,00081,A,most awfully
p00082_A,00082,A,shut it
p00083_A,00083,A,it is tiresome but perhaps it isn t for us to interfere
p00084_A,00084,A,oh i ve written i left a note this afternoon
p00085_A,00085,A,gino s friends are ours
p00086_A,00086,A,come in to us
p00087_A,00087,A,certainly
p00088_A,00088,A,scusi tanto
p00089_A,00089,A,you must not stand let us sit on the loggia where it is cool i am afraid the room is very untidy
p00090_A,00090,A,it is an english marriage i do not care about the money i am having her for my son did you not understand that
p00091_A,00091,A,no it is not necessary signor carella since you are tired of the baby
p00092_A,00092,A,how
p00093_A,00093,A,they would separate our thoughts
p00094_A,00094,A,hullo
p00095_A,00095,A,signorina do stop a little after all your kindness
p00096_A,00096,A,what is it
p00097_A,00097,A,she came for business but she forgot about it so did i
p00098_A,00098,A,i wish something would happen to you my dear friend i wish something would happen to you
p00099_A,00099,A,oh certainly harriet i shall make a point of reminding him
p00100_A,00100,A,and order a carriage to take us to the evening train
p00101_A,00101,A,of course why not
p00102_A,00102,A,order my carriage for the evening train
p00103_A,00103,A,then you will not be here this evening as you promised us all three leaving
p00104_A,00104,A,be patient with him it is the poor idiot
p00105_A,00105,A,ugh signora padrona find out from him this note is from my sister what does it mean where did he see her
p00106_A,00106,A,it is no good he understands everything but he can explain nothing
p00107_A,00107,A,he has visions of the saints
p00108_A,00108,A,she has gone for a walk she has gone for a walk perhaps to wish good bye to her little nephew preferring to come back another way she has sent you this note by the poor idiot and is waiting for you outside the siena gate many of my guests do this
p00109_A,00109,A,hush sleeping
p00110_A,00110,A,i stole it i and the idiot no one was there
p00111_A,00111,A,but your son is dead gino your son is dead dear gino your son is dead what is the good of another death what is the good of more pain go to him pick him up treat him kindly
p00112_A,00112,A,help help
p00113_A,00113,A,i shall never forgive him
p00114_A,00114,A,latte latte freschissima bianca come neve
p00115_A,00115,A,i do not care for milk finish it all
p00116_A,00116,A,it does not matter it does not matter it will never be wanted any more
p00000_B,00000,B,i ll do my best
p00001_B,00001,B,she is sure to be good
p00002_B,00002,B,caroline my caroline jump in or your chaperon will go off without you
p00003_B,00003,B,handkerchiefs and collars in my inlaid box i ve lent you my inlaid box
p00004_B,00004,B,high spirits to begin so long a journey
p00005_B,00005,B,i wish that mrs charles had gotten the footwarmer these london porters won t take heed to a country chap
p00006_B,00006,B,but you did your best and i think it simply noble of you to have brought mrs theobald all the way here on such a day as this
p00007_B,00007,B,and granny when will the old ship get to italy
p00008_B,00008,B,here beginneth the new life
p00009_B,00009,B,poor child how vulgar it s surprising that she isn t worse but she has got a look of poor charles about her
p00010_B,00010,B,i cannot understand people what can they be doing all day and there is no church there i suppose
p00011_B,00011,B,now dears don t listen to lilia s letter we love this place and i do not know how i shall ever thank philip for telling me it it is not only so quaint but one sees the italians unspoiled in all their simplicity and charm here the frescoes are wonderful caroline who grows sweeter every day is very busy sketching
p00012_B,00012,B,every one to his taste
p00013_B,00013,B,oh harriet is a bad lot
p00014_B,00014,B,one moment irma i m going to the station i ll give you the pleasure of my company
p00015_B,00015,B,we will save the peas to the last they are the greatest fun
p00016_B,00016,B,no answer get down mr philip s gladstone from the attic
p00017_B,00017,B,i ve told nothing it s all for you and if it only takes a quarter of an hour you ll be lucky
p00018_B,00018,B,oh look the poor wee fish
p00019_B,00019,B,but may not the fish die they have no air
p00020_B,00020,B,fish live on water not on air
p00021_B,00021,B,well philip i am sure you are ready for by bye we shall meet at twelve o clock lunch tomorrow if we don t meet before they give us caffe later in our rooms
p00022_B,00022,B,i should like to see you now please in my room as i have come all the way on business
p00023_B,00023,B,my dear lilia don t let s have a scene before i arrived i thought i might have to question you it is unnecessary i know everything miss abbott has told me a certain amount and the rest i see for myself
p00024_B,00024,B,see for yourself
p00025_B,00025,B,tell him so now have it out with him gino gino come in avanti fra filippo forbids the banns fra filippo s blood s up he shrinks from nothing oh take care he doesn t hurt you
p00026_B,00026,B,please sit down signor carella mrs herriton is rather agitated but there is no reason we should not be calm might i offer you a cigarette please sit down signor carella i will be frank with you i have come to prevent you marrying mrs herriton because i see you will both be unhappy together she is english you are italian she is accustomed to one thing you to another and pardon me if i say it she is rich and you are poor
p00027_B,00027,B,i am not marrying her because she is rich
p00028_B,00028,B,the air is good so is the food she will be happy here and we shall not have to part with the money
p00029_B,00029,B,but besides your relatives i must have other people here your friends have wives and sisters haven t they
p00030_B,00030,B,you must not go out alone it is not safe if you want to walk perfetta shall accompany you
p00031_B,00031,B,immensely rich
p00032_B,00032,B,passionately i have not studied scientific music but the music of the heart yes
p00033_B,00033,B,i think you are quite right i shall not bring people to the house any more i do not see why an english wife should be treated differently this is italy
p00034_B,00034,B,this is italy
p00035_B,00035,B,none of his clothes seemed to fit too big in one place too small in another what has happened he is ill ill
p00036_B,00036,B,what courage you have and what good fortune he is angry no longer he has forgiven you
p00037_B,00037,B,it s nothing
p00038_B,00038,B,of course we must tell irma
p00039_B,00039,B,of course but i think we can still not tell her about lilia s marriage
p00040_B,00040,B,there s no need to twist the thing round to that
p00041_B,00041,B,of course there isn t let s keep to the main issue this baby s quite beside the point mrs theobald will do nothing and it s no concern of ours
p00042_B,00042,B,it will make a difference in the money surely
p00043_B,00043,B,never mind it s all over now let the dead bury their dead it s fallen out of our lives
p00044_B,00044,B,a living brother is more to her than a dead mother she can knit him socks
p00045_B,00045,B,he is the devil
p00046_B,00046,B,don t dear and harriet don t be so serious i mean not so serious when you are with irma she will be worse than ever if she thinks we have something to hide
p00047_B,00047,B,i cannot think what his motive is in sending them
p00048_B,00048,B,do you suppose that he guesses the situation how anxious we are to hush the scandal up
p00049_B,00049,B,yes it is all very sad my daughter in law made a very unhappy marriage as i dare say you know i suppose that the child will be educated in italy possibly his grandmother may be doing something but i have not heard of it i do not expect that she will have him over she disapproves of the father it is altogether a painful business for her
p00050_B,00050,B,the child is no relation of ours it is therefore scarcely for us to interfere
p00051_B,00051,B,poor lilia was almost a daughter to me once i know what miss abbott means but now things have altered any initiative would naturally come from mrs theobald
p00052_B,00052,B,but does not mrs theobald always take any initiative from you
p00053_B,00053,B,it is extraordinarily good of you to take this unexpected interest
p00054_B,00054,B,my dear caroline you must not brood over the thing let bygones be bygones the child should worry you even less than it worries us we never even mention it it belongs to another world
p00055_B,00055,B,is the young person mad never in my life have i seen such colossal impertinence she ought to be well smacked and sent back to sunday school but don t you see she is practically threatening us you can t put her off with mrs theobald she knows as well as we do that she is a nonentity if we don t do anything she s going to raise a scandal that we neglect our relatives c which is of course a lie still she ll say it oh dear sweet sober caroline abbott has a screw loose we knew it at monteriano i had my suspicions last year one day in the train and here it is again the young person is mad shall i go round at once and give it her well i d really enjoy it
p00056_B,00056,B,caroline has been extremely impertinent yet there may be something in what she says after all ought the child to grow up in that place and with that father let us admit frankly that after all we may have responsibilities
p00057_B,00057,B,i am planning what can be done and that kind caroline abbott is helping me it is no business of either of us but we are getting to feel that the baby must not be left entirely to that horrible man it would be unfair to little irma after all he is her half brother no we have come to nothing definite
p00058_B,00058,B,it depends
p00059_B,00059,B,did mother explain it all to you
p00060_B,00060,B,you caroline here of all people
p00061_B,00061,B,where does signor carella live
p00062_B,00062,B,she will show you follow her always always and you will come to no harm she is a trustworthy guide she is my daughter cousin sister
p00063_B,00063,B,do you chance to know whether signor carella is in
p00064_B,00064,B,that is perfetta
p00065_B,00065,B,out
p00066_B,00066,B,why on earth did you say he was in
p00067_B,00067,B,when will he be back i shall have to leave a message
p00068_B,00068,B,now perfetta has gone for her basket when she returns she will lower it so then you will put your card into it then she will raise it thus by this means
p00069_B,00069,B,beautiful as an angel but who am i addressing
p00070_B,00070,B,thank you here is my card has a young lady happened to call here lately a young english lady a young lady pale large tall a young lady
p00071_B,00071,B,perfetta is deaf when she chooses
p00072_B,00072,B,but harriet what if at first he was to refuse
p00073_B,00073,B,i dare say it will be all right but as i told you i thought the man i met on the rocca a strange difficult man
p00074_B,00074,B,we should hardly enjoy it with the great interview impending
p00075_B,00075,B,don t you think it s better than sitting in all the evening and getting nervous
p00076_B,00076,B,mother wouldn t like it it would be most unsuitable almost irreverent besides all that foreign theatres are notorious don t you remember those letters in the church family newspaper
p00077_B,00077,B,it is very kind of you mr herriton in some ways i should enjoy it but excuse the suggestion i don t think we ought to go to cheap seats
p00078_B,00078,B,good gracious me i should never have thought of that as likely as not we should have tried to save money and sat among the most awful people one keeps on forgetting this is italy
p00079_B,00079,B,oh that ll be all right we ll go as we are and buy the best we can get monteriano is not formal we do all right
p00080_B,00080,B,shish
p00081_B,00081,B,shut it
p00082_B,00082,B,it is tiresome but perhaps it isn t for us to interfere
p00083_B,00083,B,why it is the famous hot lady of the apennines the one who had never never before
p00084_B,00084,B,no no you don t escape me now
p00085_B,00085,B,i left a message
p00086_B,00086,B,certainly
p00087_B,00087,B,yes rather
p00088_B,00088,B,harriet and her brother don t realize what is before them she would bluster and be rude he would be pleasant and take it as a joke both of them even if they offered money would fail but i begin to understand the man s nature he does not love the child but he will be touchy about it and that is quite as bad for us he s charming but he s no fool he conquered me last year he conquered mr herriton yesterday and if i am not careful he will conquer us all today and the baby will grow up in monteriano he is terribly strong lilia found that out but only i remember it now
p00089_B,00089,B,mr herriton called yesterday but you were out
p00090_B,00090,B,i don t mean that
p00091_B,00091,B,i know ah in a foreign language and how perfectly you speak italian one is certain to make slips you meant that we could not always be together yet he and i you are right what is to be done i cannot afford a nurse and perfetta is too rough when he was ill i dare not let her touch him when he has to be washed which happens now and then who does it i i feed him or settle what he shall have i sleep with him and comfort him when he is unhappy in the night no one talks no one may sing to him but i do not be unfair this time i like to do these things but nevertheless his voice became pathetic they take up a great deal of time and are not all suitable for a young man
p00092_B,00092,B,wake up
p00093_B,00093,B,oh take care
p00094_B,00094,B,signorina do stop a little after all your kindness
p00095_B,00095,B,what is it
p00096_B,00096,B,well your business
p00097_B,00097,B,you mustn t accuse her of that though she is exasperating she hasn t come here to betray us
p00098_B,00098,B,look here it s too hot for this we ve been talking and interviewing each other all the morning and i have another interview this afternoon i do stipulate for silence let each lady retire to her bedroom with a book
p00099_B,00099,B,and please would you order a carriage for me too
p00100_B,00100,B,you going
p00101_B,00101,B,order my carriage for the evening train
p00102_B,00102,B,no but i can t repeat all that i said in the church you ought never to see him again you ought to bundle harriet into a carriage not this evening but now and drive her straight away
p00103_B,00103,B,yes do now that we have quarrelled we scarcely want to travel in procession all the way down the hill well good bye it s all over at last another scene in my pageant has shifted
p00104_B,00104,B,ugh signora padrona find out from him this note is from my sister what does it mean where did he see her
p00105_B,00105,B,he has visions of the saints
p00106_B,00106,B,but my sister where has she gone how has she met him
p00107_B,00107,B,she has gone for a walk she has gone for a walk perhaps to wish good bye to her little nephew preferring to come back another way she has sent you this note by the poor idiot and is waiting for you outside the siena gate many of my guests do this
p00108_B,00108,B,let us drive slowly and you shall call her by name as we go
p00109_B,00109,B,you have been pretty secret you might tell me a little now what do we pay for him all we ve got
p00110_B,00110,B,silence
p00111_B,00111,B,oh the foul devil kill him kill him for me
p00112_B,00112,B,this thing stops here
p00113_B,00113,B,put the milk on the table it will not be wanted in the other room
p00114_B,00114,B,that milk need not be wasted take it signor carella and persuade mr herriton to drink is there any left
p00115_B,00115,B,yes thank you gino finish it all
p00116_B,00116,B,thank him please when you write and give him my kindest regards
