uid,pair_id,side,text,Segment,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,quantity
p00018_A,00018,A,that s acause they damped the straw afore they lit it in the chimbley to make em come down again that s all smoke and no blaze vereas smoke ain t o no use at all in making a boy come down for it only sinds him to sleep and that s wot he likes boys is wery obstinit and wery lazy gen l men and there s nothink like a good hot blaze to make em come down vith a run it s humane too gen l men acause even if they ve stuck in the chimbley roasting their feet makes em struggle to hextricate theirselves,1,53.27,42.99,11.21,5.61,0,0,0,1.87,3.74,5.61,5.61,12.15,0.93,4.67,4.67,1.87,1.87
p00019_A,00019,A,not at all,1,100,100,0,0,0,0,0,0,0,0,0,33.33,0,0,0,33.33,33.33
p00020_A,00020,A,decidedly not,1,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
p00021_A,00021,A,what ll you give gen l men come don t be too hard on a poor man what ll you give,1,61.9,38.1,19.05,9.52,0,0,9.52,0,0,9.52,4.76,4.76,4.76,4.76,0,0,0
p00022_A,00022,A,i should say three pound ten was plenty,1,100,62.5,12.5,12.5,12.5,0,0,0,0,0,0,0,25,0,0,0,50
p00023_A,00023,A,ten shillings too much,1,50,50,0,0,0,0,0,0,0,0,0,0,0,25,0,0,50
p00024_A,00024,A,not a farthing more,1,75,75,0,0,0,0,0,0,0,0,25,0,0,0,0,25,25
p00025_A,00025,A,a prentice sir,1,33.33,33.33,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0
p00026_A,00026,A,if we was to bind him to any other trade to morrow he d run away simultaneous your worship,1,63.16,63.16,21.05,21.05,0,5.26,5.26,10.53,0,0,0,21.05,5.26,0,5.26,0,0
p00027_A,00027,A,i hope i am sir,1,80,60,40,40,40,0,0,0,0,0,0,0,20,0,0,0,0
p00028_A,00028,A,i have no doubt you are my friend my boy you look pale and alarmed what is the matter,1,73.68,63.16,31.58,26.32,15.79,0,10.53,0,0,5.26,5.26,0,15.79,0,5.26,5.26,0
p00029_A,00029,A,i beg your worship s pardon did your worship speak to me,1,66.67,50,33.33,33.33,16.67,0,16.67,0,0,0,0,8.33,8.33,0,0,0,0
p00030_A,00030,A,yes hold your tongue,1,75,25,25,25,0,0,25,0,0,0,0,0,0,0,0,0,0
p00031_A,00031,A,we refuse to sanction these indentures,1,50,50,33.33,16.67,0,16.67,0,0,0,16.67,0,16.67,0,0,0,0,0
p00032_A,00032,A,the magistrates are not called upon to pronounce any opinion on the matter take the boy back to the workhouse and treat him kindly he seems to want it,1,72.41,58.62,10.34,6.9,0,0,0,6.9,0,3.45,13.79,17.24,3.45,3.45,3.45,3.45,0
p00033_A,00033,A,so lonely sir so very lonely everybody hates me oh sir don t don t pray be cross to me,1,70,40,15,10,10,0,0,0,0,5,0,5,5,15,10,0,0
p00034_A,00034,A,oh that s the boy is it mrs sowerberry will you have the goodness to come here a moment my dear my dear this is the boy from the workhouse that i told you of,1,77.14,62.86,25.71,14.29,8.57,0,5.71,0,0,11.43,14.29,8.57,11.43,2.86,0,0,0
p00035_A,00035,A,why he is rather small he is small there s no denying it but he ll grow mrs sowerberry he ll grow,1,77.27,54.55,22.73,18.18,0,0,0,18.18,0,4.55,0,0,9.09,13.64,4.55,4.55,9.09
p00036_A,00036,A,well have you done then come with me your bed s under the counter you don t mind sleeping among the coffins i suppose but it doesn t much matter whether you do or don t for you can t sleep anywhere else come don t keep me here all night,1,66.67,56.86,17.65,15.69,5.88,0,9.8,0,0,1.96,3.92,7.84,7.84,7.84,7.84,0,3.92
p00037_A,00037,A,he need be for he eats enough,1,100,71.43,28.57,28.57,0,0,0,28.57,0,0,0,14.29,14.29,0,0,0,14.29
p00038_A,00038,A,nonsense my good man nonsense,1,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0
p00039_A,00039,A,i tell you i tell you i won t have her put into the ground she couldn t rest there the worms would worry her not eat her she is so worn away ah kneel down kneel down kneel round her every one of you and mark my words i say she was starved to death i never knew how bad she was till the fever came upon her and then her bones were starting through the skin there was neither fire nor candle she died in the dark in the dark she couldn t even see her children s faces though we heard her gasping out their names i begged for her in the streets and they sent me to prison when i came back she was dying and all the blood in my heart has dried up for they starved her to death i swear it before the god that saw it they starved her,1,77.71,61.78,25.48,23.57,7.01,0.64,1.91,11.46,2.55,1.91,5.73,12.74,5.73,5.1,7.01,2.55,1.91
p00040_A,00040,A,she was my daughter lord lord well it is strange that i who gave birth to her and was a woman then should be alive and merry now and she lying there so cold and stiff lord lord to think of it it s as good as a play as good as a play stop stop will she be buried to morrow or next day or to night i laid her out and i must walk you know send me a large cloak a good warm one for it is bitter cold we should have cake and wine too before we go never mind send some bread only a loaf of bread and a cup of water shall we have some bread dear,1,76.42,60.16,16.26,12.2,4.07,2.44,0.81,4.07,0,4.07,5.69,11.38,10.57,5.69,13.01,0.81,4.07
p00041_A,00041,A,come my good fellow they want to shut up the yard,1,72.73,45.45,18.18,18.18,9.09,0,0,0,9.09,0,9.09,18.18,0,0,0,0,9.09
p00042_A,00042,A,ah you ll get used to it in time oliver nothing when you are used to it my boy,1,78.95,57.89,26.32,15.79,5.26,0,10.53,0,0,10.53,0,15.79,5.26,5.26,5.26,5.26,0
p00043_A,00043,A,what did you say,1,100,75,50,25,0,0,25,0,0,25,0,0,25,0,0,0,0
p00044_A,00044,A,he ll murder me charlotte missis here s the new boy a murdering of me help help oliver s gone mad char lotte,1,43.48,30.43,13.04,13.04,8.7,0,0,4.35,0,0,8.7,4.35,0,4.35,0,0,0
p00045_A,00045,A,oh you little wretch oh you little un grate ful mur de rous hor rid villain,1,43.75,12.5,12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5
p00046_A,00046,A,poor fellow what s to be done your master s not at home there s not a man in the house and he ll kick that door down in ten minutes,1,67.74,58.06,12.9,6.45,0,0,3.23,3.23,0,6.45,6.45,16.13,6.45,3.23,3.23,6.45,6.45
p00047_A,00047,A,dear dear i don t know ma am unless we send for the police officers,1,66.67,40,13.33,13.33,6.67,6.67,0,0,0,0,6.67,6.67,6.67,0,6.67,0,0
p00048_A,00048,A,no no run to mr bumble noah and tell him to come here directly and not to lose a minute never mind your cap make haste you can hold a knife to that black eye as you run along it ll keep the swelling down,1,71.11,53.33,13.33,8.89,0,0,6.67,2.22,0,4.44,6.67,15.56,2.22,4.44,6.67,8.89,2.22
p00049_A,00049,A,by jove i knew it i felt a strange presentiment from the very first that that audacious young savage would come to be hung,1,79.17,58.33,20.83,8.33,8.33,0,0,0,0,12.5,8.33,12.5,8.33,4.17,0,0,4.17
p00050_A,00050,A,and his master too i think you said noah,1,77.78,55.56,33.33,33.33,11.11,0,11.11,11.11,0,0,0,0,0,11.11,11.11,0,0
p00051_A,00051,A,yes sir and please sir missis wants to know whether mr bumble can spare time to step up there directly and flog him cause master s out,1,51.85,37.04,3.7,3.7,0,0,0,3.7,0,0,0,14.81,3.7,3.7,11.11,0,0
p00052_A,00052,A,ain t you afraid of it sir ain t you a trembling while i speak sir,1,56.25,43.75,25,18.75,6.25,0,12.5,0,0,6.25,6.25,6.25,0,0,6.25,0,0
p00053_A,00053,A,now you are a nice young fellow ain t you,1,70,50,20,20,0,0,20,0,0,0,10,0,10,10,0,0,0
p00054_A,00054,A,she did,1,100,100,50,50,0,0,0,50,0,0,0,0,50,0,0,0,0
p00055_A,00055,A,this is him fagin my friend oliver twist,1,50,50,37.5,25,12.5,0,0,12.5,0,12.5,0,0,12.5,0,0,0,0
p00056_A,00056,A,yes sir,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p00057_A,00057,A,well i hope you ve been at work this morning my dears,1,66.67,58.33,33.33,25,16.67,0,8.33,0,0,8.33,0,8.33,8.33,8.33,0,0,0
p00058_A,00058,A,as nails,1,50,50,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0
p00059_A,00059,A,pretty well,1,100,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
p00060_A,00060,A,you d like to be able to make pocket handkerchiefs as easy as charley bates wouldn t you my dear,1,60,45,15,15,5,0,10,0,0,0,0,25,5,0,10,0,0
p00061_A,00061,A,very much indeed if you ll teach me sir,1,66.67,66.67,22.22,22.22,11.11,0,11.11,0,0,0,0,0,0,22.22,11.11,0,11.11
p00062_A,00062,A,he is so jolly green,1,100,60,20,20,0,0,0,20,0,0,0,0,20,20,20,0,0
p00063_A,00063,A,the old gentleman over the way yes i see him,1,80,50,20,20,10,0,0,10,0,0,20,10,0,0,0,0,0
p00064_A,00064,A,stop thief stop thief stop thief stop thief stop thief stop thief stop thief stop thief stop thief stop thief,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p00065_A,00065,A,afraid that s a good un,1,50,33.33,16.67,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0
p00066_A,00066,A,i did that sir and preciously i cut my knuckle agin his mouth i stopped him sir,1,52.94,52.94,41.18,35.29,23.53,0,0,11.76,0,5.88,0,0,5.88,0,5.88,0,0
p00067_A,00067,A,it wasn t me indeed sir indeed indeed it was two other boys they are here somewhere,1,76.47,76.47,23.53,11.76,5.88,0,0,0,5.88,11.76,0,0,11.76,29.41,0,0,5.88
p00068_A,00068,A,a young fogle hunter,1,50,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0
p00069_A,00069,A,must go before the magistrate now sir his worship will be disengaged in half a minute now young gallows,1,73.68,52.63,5.26,5.26,0,0,0,5.26,0,0,10.53,10.53,15.79,10.53,5.26,0,10.53
p00070_A,00070,A,my name sir my name sir is brownlow permit me to inquire the name of the magistrate who offers a gratuitous and unprovoked insult to a respectable person under the protection of the bench,1,52.94,50,11.76,11.76,8.82,0,0,0,0,0,17.65,14.71,2.94,0,2.94,0,0
p00071_A,00071,A,he s not charged at all your worship he appears against this boy your worship,1,66.67,60,33.33,26.67,0,0,13.33,13.33,0,6.67,0,13.33,0,0,0,6.67,6.67
p00072_A,00072,A,i was standing at a bookstall,1,66.67,66.67,16.67,16.67,16.67,0,0,0,0,0,16.67,16.67,16.67,0,0,0,0
p00073_A,00073,A,none your worship,1,66.67,66.67,66.67,33.33,0,0,33.33,0,0,33.33,0,0,0,0,0,33.33,33.33
p00074_A,00074,A,he has been hurt already and i fear i really fear that he is ill,1,80,80,40,33.33,20,0,0,13.33,0,6.67,0,0,26.67,13.33,6.67,0,0
p00075_A,00075,A,i think he really is ill your worship,1,87.5,75,50,50,25,0,12.5,12.5,0,0,0,0,25,12.5,0,0,0
p00076_A,00076,A,take care of him officer he ll fall down,1,66.67,44.44,22.22,22.22,0,0,0,22.22,0,0,0,22.22,0,0,0,0,0
p00077_A,00077,A,stand away officer let him if he likes,1,62.5,50,25,25,0,0,0,25,0,0,0,12.5,0,0,12.5,0,0
p00078_A,00078,A,how do you propose to deal with the case sir,1,60,60,10,10,0,0,10,0,0,0,10,20,10,10,0,0,0
p00079_A,00079,A,oh that book eh is it paid for,1,87.5,50,25,0,0,0,0,0,0,25,0,12.5,12.5,0,0,0,0
p00080_A,00080,A,no it is not,1,100,100,25,0,0,0,0,0,0,25,0,0,25,0,0,50,0
p00081_A,00081,A,clear the office officers do you hear clear the office,1,70,40,10,10,0,0,10,0,0,0,20,0,10,0,0,0,0
p00082_A,00082,A,yes sir rather thirsty,1,75,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
p00083_A,00083,A,just as i expected mrs bedwin it s very natural that he should be thirsty you may give him a little tea ma am and some dry toast without any butter don t keep him too warm ma am but be careful that you don t let him be too cold will you have the goodness,1,75,57.14,19.64,14.29,1.79,0,5.36,7.14,0,5.36,3.57,3.57,16.07,8.93,5.36,0,3.57
p00084_A,00084,A,oh no no but the eyes look so sorrowful and where i sit they seem fixed upon me it makes my heart beat as if it was alive and wanted to speak to me but couldn t,1,81.08,59.46,18.92,13.51,10.81,0,0,0,2.7,5.41,2.7,10.81,2.7,5.41,18.92,5.41,0
p00085_A,00085,A,i hope not sir everything you have had has been well aired sir,1,76.92,69.23,23.08,15.38,7.69,0,7.69,0,0,7.69,0,0,30.77,7.69,0,7.69,0
p00086_A,00086,A,very happy sir and very grateful indeed sir for your goodness to me,1,76.92,61.54,15.38,15.38,7.69,0,7.69,0,0,0,0,15.38,0,23.08,7.69,0,0
p00087_A,00087,A,he has just had a basin of beautiful strong broth sir,1,72.73,54.55,9.09,9.09,0,0,0,9.09,0,0,9.09,9.09,18.18,9.09,0,0,0
p00088_A,00088,A,why the traps have got him and that s all about it come let go o me will you,1,84.21,63.16,26.32,15.79,5.26,0,5.26,5.26,0,10.53,5.26,5.26,10.53,10.53,5.26,0,5.26
p00089_A,00089,A,only just up to the office my dear nancy my dear what do you say,1,86.67,66.67,26.67,20,13.33,0,6.67,0,0,6.67,6.67,13.33,6.67,13.33,0,0,0
p00090_A,00090,A,no she won t fagin,1,60,40,20,20,0,0,0,20,0,0,0,0,0,0,0,20,0
p00091_A,00091,A,give her a door key to carry in her t other one fagin it looks real and genivine like,1,78.95,52.63,15.79,10.53,0,0,0,10.53,0,5.26,5.26,15.79,0,0,5.26,0,5.26
p00092_A,00092,A,oh my brother my poor dear sweet innocent little brother what has become of him where have they taken him to oh do have pity and tell me what s been done with the dear boy gentlemen do gentlemen if you please gentlemen,1,79.07,53.49,20.93,16.28,6.98,0,2.33,4.65,2.33,4.65,2.33,6.98,16.28,2.33,4.65,0,2.33
p00093_A,00093,A,no god forbid,1,66.67,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0
p00094_A,00094,A,is he to be kidnapped to the other ken nancy says,1,72.73,63.64,9.09,9.09,0,0,0,9.09,0,0,9.09,18.18,18.18,0,0,0,0
p00095_A,00095,A,well well you get well as fast as ever you can dear and it shall be hung up again there i promise you that now let us talk about something else bless us and save us wash your hands and let me part your hair nicely for you child dear heart alive if we had known he would have asked for you we would have put you a clean collar on and made you as smart as sixpence,1,88.46,66.67,25.64,21.79,2.56,6.41,11.54,1.28,0,3.85,1.28,11.54,10.26,11.54,11.54,0,2.56
p00096_A,00096,A,i never never will sir,1,80,80,20,20,20,0,0,0,0,0,0,0,20,40,0,40,0
p00097_A,00097,A,is he coming up,1,100,75,25,25,0,0,0,25,0,0,0,25,25,0,0,0,0
p00098_A,00098,A,yes sir he asked if there were any muffins in the house and when i told him yes he said he had come to tea,1,84,60,20,20,4,0,0,16,0,0,4,8,8,8,12,0,0
p00099_A,00099,A,that s the boy,1,50,50,25,0,0,0,0,0,0,25,25,0,0,0,0,0,0
p00100_A,00100,A,how are you boy,1,75,75,25,25,0,0,25,0,0,0,0,0,25,25,0,0,0
p00101_A,00101,A,a great deal better thank you sir,1,71.43,28.57,14.29,14.29,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0
p00102_A,00102,A,come these are not the characteristics of young oliver twist so he needn t excite your wrath,1,64.71,47.06,17.65,11.76,0,0,5.88,5.88,0,5.88,5.88,5.88,5.88,5.88,5.88,5.88,0
p00103_A,00103,A,they are not he may have worse he may have worse i say where does he come from who is he what is he he has had a fever what of that fevers are not peculiar to good people are they bad people have fevers sometimes haven t they eh i knew a man who was hung in jamaica for murdering his master he had had a fever six times he wasn t recommended to mercy on that account pooh nonsense,1,71.6,61.73,24.69,19.75,2.47,0,0,11.11,3.7,4.94,3.7,8.64,19.75,1.23,0,2.47,1.23
p00104_A,00104,A,and when are you going to hear a full true and particular account of the life and adventures of oliver twist,1,71.43,52.38,4.76,4.76,0,0,4.76,0,0,0,9.52,14.29,4.76,4.76,19.05,0,4.76
p00105_A,00105,A,to morrow morning i would rather he was alone with me at the time come up to me to morrow morning at ten o clock my dear,1,74.07,66.67,18.52,18.52,14.81,0,0,3.7,0,0,3.7,25.93,7.41,7.41,0,0,3.7
p00106_A,00106,A,yes sir,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p00107_A,00107,A,he has gone sir,1,75,50,25,25,0,0,0,25,0,0,0,0,25,0,0,0,0
p00108_A,00108,A,call after him it s particular he is a poor man and they are not paid for there are some books to be taken back too dear me i am very sorry for that i particularly wished those books to be returned to night,1,81.82,65.91,20.45,13.64,6.82,0,0,4.55,2.27,6.82,2.27,13.64,13.64,9.09,4.55,2.27,2.27
p00109_A,00109,A,send oliver with them he will be sure to deliver them safely you know,1,78.57,57.14,28.57,28.57,0,0,7.14,7.14,14.29,0,0,14.29,14.29,0,0,0,0
p00110_A,00110,A,you shall go my dear the books are on a chair by my table fetch them down you are to say you are to say that you have brought those books back and that you have come to pay the four pound ten i owe him this is a five pound note so you will have to bring me back ten shillings change,1,80.95,65.08,25.4,19.05,6.35,0,9.52,1.59,1.59,6.35,6.35,11.11,14.29,1.59,3.17,0,9.52
p00111_A,00111,A,i won t be ten minutes sir,1,71.43,42.86,14.29,14.29,14.29,0,0,0,0,0,0,0,14.29,0,0,0,28.57
p00112_A,00112,A,bless his sweet face i can t bear somehow to let him go out of my sight,1,70.59,52.94,23.53,23.53,11.76,0,0,11.76,0,0,0,17.65,5.88,5.88,0,0,0
p00113_A,00113,A,she s bid havid a plate of boiled beef id the bar,1,41.67,41.67,16.67,16.67,8.33,0,0,8.33,0,0,16.67,8.33,8.33,0,0,0,0
p00114_A,00114,A,you are on the scent are you nancy,1,75,75,25,25,0,0,25,0,0,0,12.5,12.5,25,0,0,0,0
p00115_A,00115,A,oh my gracious i have found him oh oliver oliver oh you naughty boy to make me suffer such distress on your account come home dear come oh i ve found him thank gracious goodness heavins i ve found him oh no no never mind i m better now come home directly you cruel boy come oh ma am he ran away near a month ago from his parents who are hard working and respectable people and went and joined a set of thieves and bad characters and almost broke his mother s heart,1,72.34,41.49,17.02,17.02,6.38,0,3.19,6.38,0,0,2.13,6.38,3.19,4.26,5.32,3.19,1.06
p00116_A,00116,A,young wretch go home do you little brute,1,62.5,25,12.5,12.5,0,0,12.5,0,0,0,0,0,12.5,0,0,0,12.5
p00117_A,00117,A,you see he knows me he can t help himself make him come home there s good people or he ll kill his dear mother and father and break my heart,1,61.29,45.16,29.03,29.03,6.45,0,3.23,19.35,0,0,0,0,3.23,3.23,9.68,0,0
p00118_A,00118,A,to be sure,1,100,66.67,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0
p00119_A,00119,A,it ll do him good,1,60,60,40,20,0,0,0,20,0,20,0,0,20,0,0,0,0
p00120_A,00120,A,and he shall have it too come on you young villain here bull s eye mind him boy mind him,1,65,55,25,20,0,0,5,15,0,5,0,5,10,10,5,0,0
p00121_A,00121,A,wait a minute i wouldn t hurry by if it was you that was coming out to be hung the next time eight o clock struck bill i d walk round and round the place till i dropped if the snow was on the ground and i hadn t a shawl to cover me,1,68.52,53.7,14.81,11.11,9.26,0,1.85,0,0,3.7,11.11,11.11,7.41,0,9.26,0,3.7
p00122_A,00122,A,oh my wig my wig here he is oh cry here he is oh fagin look at him fagin do look at him i can t bear it it is such a jolly game i can t bear it hold me somebody while i laugh it out look at his togs fagin look at his togs superfine cloth and the heavy swell cut oh my eye what a game and his books too nothing but a gentleman fagin,1,71.79,56.41,25.64,17.95,8.97,0,0,8.97,0,7.69,5.13,6.41,7.69,3.85,5.13,1.28,1.28
p00123_A,00123,A,this is hardly fair bill hardly fair is it nancy,1,80,60,20,0,0,0,0,0,0,20,0,0,20,20,0,0,0
p00124_A,00124,A,fair or not fair hand over i tell you do you think nancy and me has got nothing else to do with our precious time but to spend it in scouting arter and kidnapping every young boy as gets grabbed through you give it here you avaricious old skeleton give it here that s for our share of the trouble and not half enough neither you may keep the books if you re fond of reading if you ain t sell em,1,79.27,57.32,18.29,13.41,2.44,2.44,8.54,0,0,4.88,2.44,12.2,4.88,3.66,9.76,4.88,3.66
p00125_A,00125,A,they re very pretty beautiful writing isn t is oliver,1,60,40,10,10,0,0,0,0,10,0,0,0,10,20,0,0,0
p00126_A,00126,A,they belong to the old gentleman to the good kind old gentleman who took me into his house and had me nursed when i was near dying of the fever oh pray send them back send him back the books and money keep me here all my life long but pray pray send them back he ll think i stole them the old lady all of them who were so kind to me will think i stole them oh do have mercy upon me and send them back,1,77.27,55.68,23.86,23.86,10.23,0,0,3.41,7.95,0,5.68,9.09,6.82,3.41,6.82,0,3.41
p00127_A,00127,A,the boy s right you re right oliver you re right they will think you have stolen em ha ha it couldn t have happened better if we had chosen our time,1,56.25,40.63,21.88,18.75,0,6.25,9.38,0,3.13,3.13,3.13,0,12.5,0,3.13,0,0
p00128_A,00128,A,what s the matter here,1,60,60,20,0,0,0,0,0,0,20,20,0,0,20,0,0,0
p00129_A,00129,A,the girl s gone mad i think,1,71.43,28.57,14.29,14.29,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0
p00130_A,00130,A,why nancy you you re more clever than ever to night ha ha my dear you are acting beautifully,1,73.68,57.89,21.05,21.05,5.26,0,15.79,0,0,0,0,10.53,5.26,15.79,5.26,0,5.26
p00131_A,00131,A,well then keep quiet or i ll quiet you for a good long time to come you re a nice one to take up the humane and gen teel side a pretty subject for the child as you call him to make a friend of,1,73.33,55.56,11.11,11.11,2.22,0,6.67,2.22,0,0,13.33,17.78,0,4.44,8.89,0,4.44
p00132_A,00132,A,aye it is it is my living and the cold wet dirty streets are my home and you re the wretch that drove me to them long ago and that ll keep me there day and night day and night till i die,1,83.72,58.14,25.58,16.28,11.63,0,2.33,0,2.33,9.3,4.65,4.65,6.98,4.65,13.95,0,6.98
p00133_A,00133,A,she s all right now she s uncommon strong in the arms when she s up in this way,1,68.42,57.89,21.05,15.79,0,0,0,15.79,0,5.26,5.26,15.79,0,10.53,5.26,0,5.26
p00134_A,00134,A,isn t that boy no better he s a ill conditioned wicious bad disposed porochial child that where is he,1,55,45,25,15,5,0,0,10,0,10,5,0,10,5,0,5,0
p00135_A,00135,A,i ll bring him to you in one minute sir,1,80,60,30,30,10,0,10,10,0,0,0,20,0,0,0,0,20
p00136_A,00136,A,here you dick can t you look at the gentleman you obstinate boy,1,61.54,53.85,23.08,23.08,0,0,23.08,0,0,0,7.69,7.69,7.69,7.69,0,0,0
p00137_A,00137,A,what s the matter with you porochial dick,1,50,50,25,12.5,0,0,12.5,0,0,12.5,12.5,12.5,0,0,0,0,0
p00138_A,00138,A,nothing sir,1,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
p00139_A,00139,A,i should think not,1,100,75,25,25,25,0,0,0,0,0,0,0,25,0,0,25,0
p00140_A,00140,A,you want for nothing i m sure,1,85.71,57.14,28.57,28.57,14.29,0,14.29,0,0,0,0,14.29,0,0,0,14.29,0
p00141_A,00141,A,i should like,1,100,100,33.33,33.33,33.33,0,0,0,0,0,0,33.33,33.33,0,0,0,0
p00142_A,00142,A,hey day i suppose you re going to say that you do want for something now why you little wretch,1,85,55,30,20,5,0,15,0,0,10,0,10,5,10,0,0,10
p00143_A,00143,A,i should like to leave my dear love to poor oliver twist and to let him know how often i have sat by myself and cried to think of his wandering about in the dark nights with nobody to help him and i should like to tell him that i was glad to die when i was very young for perhaps if i had lived to be a man and had grown old my little sister who is in heaven might forget me or be unlike me and it would be so much happier if we were both children there together,1,88.12,70.3,19.8,16.83,10.89,0.99,0,3.96,0,2.97,1.98,17.82,13.86,7.92,9.9,0.99,2.97
p00144_A,00144,A,i hope the gentleman will understand that it isn t my fault sir,1,61.54,46.15,30.77,15.38,15.38,0,0,0,0,15.38,7.69,0,7.69,0,0,0,0
p00145_A,00145,A,a beadle a parish beadle or i ll eat my head,1,54.55,45.45,18.18,18.18,18.18,0,0,0,0,0,18.18,0,0,0,9.09,0,0
p00146_A,00146,A,pray don t interrupt just now take a seat will you now sir you come in consequence of having seen the advertisement,1,68.18,50,9.09,9.09,0,0,9.09,0,0,0,9.09,9.09,9.09,13.64,0,0,0
p00147_A,00147,A,i am a porochial beadle gentlemen,1,50,50,16.67,16.67,16.67,0,0,0,0,0,16.67,0,16.67,0,0,0,0
p00148_A,00148,A,no more than nobody,1,75,75,25,0,0,0,0,0,0,25,0,25,0,0,25,50,25
p00149_A,00149,A,you don t happen to know any good of him do you you see,1,78.57,57.14,28.57,28.57,0,0,21.43,7.14,0,0,0,14.29,7.14,0,0,0,0
p00150_A,00150,A,i tell you he is what do you mean by can t be we have just heard a full account of him from his birth and he has been a thorough paced little villain all his life,1,81.08,67.57,27.03,24.32,2.7,2.7,5.41,13.51,0,2.7,5.41,8.11,18.92,2.7,2.7,0,8.11
p00151_A,00151,A,you old women never believe anything but quack doctors and lying story books i knew it all along why didn t you take my advise in the beginning you would if he hadn t had a fever i suppose eh he was interesting wasn t he interesting bah,1,64.58,50,22.92,18.75,6.25,0,6.25,6.25,0,4.17,4.17,4.17,6.25,4.17,6.25,2.08,2.08
p00152_A,00152,A,ah he don t know what s good for him,1,60,40,30,20,0,0,0,20,0,10,0,10,0,0,0,0,0
p00153_A,00153,A,i think i know that it s a the you re one are you not,1,86.67,73.33,40,26.67,13.33,0,13.33,0,0,13.33,13.33,0,6.67,0,0,6.67,6.67
