uid,pair_id,side,text
p00180_A,00180,A,have him bill i would if i was in your place he mayn t be so much up as any of the others but that s not what you want if he s only to open a door for you depend upon it he s a safe one bill
p00181_A,00181,A,and wot wot makes you take so much pains about one chalk faced kid when you know there are fifty boys snoozing about common garden every night as you might pick and choose from
p00182_A,00182,A,when is it to be done
p00183_A,00183,A,oh ah it s all planned never mind particulars you d better bring the boy here to morrow night i shall get off the stone an hour arter daybreak then you hold your tongue and keep the melting pot ready and that s all you ll have to do
p00184_A,00184,A,good night
p00185_A,00185,A,i don t believe it
p00186_A,00186,A,like a lamb
p00187_A,00187,A,yes i see it is sir
p00188_A,00188,A,the short and the long of what you mean is that if you re crossed by him in this job you have on hand you ll prevent his ever telling tales afterwards by shooting him through the head and will take your chance of swinging for it as you do for a great many other things in the way of business every month of your life
p00189_A,00189,A,going on to shepperton
p00190_A,00190,A,yes the other gentleman s paid
p00191_A,00191,A,i say that won t do you know
p00192_A,00192,A,don t make such a row show a glim toby
p00193_A,00193,A,a glim barney a glim show the gentleman in barney wake up first if convenient do you hear there s bill sikes in the passage with nobody to do the civil to him and you sleeping there as if you took laudanum with your meals and nothing stronger are you any fresher now or do you want the iron candlestick to wake you thoroughly
p00194_A,00194,A,bister sikes cub id sir cub id
p00195_A,00195,A,bill my boy i m glad to see you i was almost afraid you d given it up in which case i should have made a personal wentur hallo
p00196_A,00196,A,the boy only the boy
p00197_A,00197,A,wud of bister fagid s lads
p00198_A,00198,A,there there s enough of that now if you ll give us something to eat and drink while we re waiting you ll put some heart in us or in me at all events sit down by the fire younker and rest yourself for you ll have to go out with us again to night though not very far off
p00199_A,00199,A,indeed indeed i
p00200_A,00200,A,he had better burn my body if he isn t more trouble than a whole family of dodgers drink it you perwerse imp drink it
p00201_A,00201,A,here they are you loaded them yourself
p00202_A,00202,A,crape keys centre bits darkies nothing forgotten
p00203_A,00203,A,all right bring them bits of timber barney that s the time of day now then take his other hand toby look out barney
p00204_A,00204,A,the boy next hoist him up i ll catch hold of him
p00205_A,00205,A,get up get up or i ll strew your brains upon the grass
p00206_A,00206,A,oh for god s sake let me go let me run away and die in the fields i will never come near london never never oh pray have mercy on me and do not make me steal for the love of all the bright angels that rest in heaven have mercy upon me
p00207_A,00207,A,wide the game of that is that they always leave it open with a catch so that the dog who s got a bed in here may walk up and down the passage when he feels wakeful ha ha barney ticed him away to night so neat
p00208_A,00208,A,yes
p00209_A,00209,A,no no mistress nobody can she s far beyond the reach of help i ve seen a many people die little babes and great strong men and i know when death s a coming well enough but she s troubled in her mind and when the fits are not on her and that s not often for she is dying very hard she says she has got something to tell which you must hear she ll never die quiet till you come mistress
p00210_A,00210,A,if she lasts a couple of hours i shall be surprised it s a break up of the system altogether is she dozing old lady then perhaps she ll go off in that way if you don t make a row put the light on the floor she won t see it there
p00211_A,00211,A,i mind the time when she would have done the same and made rare fun of it afterwards
p00212_A,00212,A,not long mistress we have none of us long to wait for death patience patience he ll be here soon enough for us all
p00213_A,00213,A,hold your tongue you doting idiot you martha tell me has she been in this way before
p00214_A,00214,A,often
p00215_A,00215,A,hush hush lie down lie down
p00216_A,00216,A,i ll never lie down again alive i will tell her come here nearer let me whisper in your ear turn them away make haste make haste
p00217_A,00217,A,that s two doubles and the rub i never see such a feller as you jack you win everything even when we ve good cards charley and i can t make nothing of em
p00218_A,00218,A,matter fagin i wish you had watched the play tommy chitling hasn t won a point and i went partners with him against the artfull and dumb
p00219_A,00219,A,no more of it for me thank ee fagin i ve had enough that ere dodger has such a run of luck that there s no standing again him
p00220_A,00220,A,ha ha my dear you must get up very early in the morning to win against the dodger
p00221_A,00221,A,morning you must put your boots on over night and have a telescope at each eye and a opera glass between your shoulders if you want to come over him
p00222_A,00222,A,how should i know my dear about his losses maybe or the little retirement in the country that he s just left eh ha ha is that it my dear
p00223_A,00223,A,not a bit of it what do you say charley
p00224_A,00224,A,i should say that he was uncommon sweet upon betsy see how he s a blushing oh my eye here s a merry go rounder tommy chitling s in love oh fagin fagin what a spree
p00225_A,00225,A,so i do do as she bids me i shouldn t have been milled if it hadn t been for her advice but it turned out a good job for you didn t it fagin and what s six weeks of it it must come some time or another and why not in the winter time when you don t want to go out a walking so much eh fagin
p00226_A,00226,A,ah to be sure my dear
p00227_A,00227,A,you wouldn t mind it again tom would you if bet was all right
p00228_A,00228,A,no no to be sure you were too stout hearted for that a deal too stout my dear
p00229_A,00229,A,perhaps i was and if i was what s to laugh at in that eh fagin
p00230_A,00230,A,how are you faguey pop that shawl away in my castor dodger so that i may know where to find it when i cut that s the time of day you ll be a fine young cracksman afore the old file now see there faguey not a drop of day and martin since you know when not a bubble of blacking by jove but don t look at me in that way man all in good time i can t talk about business till i ve eat and drank so produce the sustainance and let s have a quiet fill out for the first time these three days
p00231_A,00231,A,bill had him on his back and scudded like the wind we stopped to take him between us his head hung down and he was cold they were close upon our heels every man for himself and each from the gallows we parted company and left the youngster lying in a ditch alive or dead that s all i know about him
p00232_A,00232,A,are you going up to the cripples fagin stop i don t mind if i have a drop there with you
p00233_A,00233,A,i say what a time this would be for a sell i ve got phil barker here so drunk that a boy might take him
p00234_A,00234,A,you must say it all over again if it s anything you want me to do and if it is you had better wait till to morrow you put me up for a minute but now i m stupid again
p00235_A,00235,A,what say that again sir say it again you wile owdacious fellow how dare you mention such a thing sir and how dare you encourage him you insolent minx kiss her faugh
p00236_A,00236,A,oh noah
p00237_A,00237,A,ho ho there pincher neptune come here come here
p00238_A,00238,A,my advice or leastways i should say my orders is that we mediately go home again
p00239_A,00239,A,i shouldn t wish to appear ill mannered gentlemen mr giles ought to know
p00240_A,00240,A,you re a falsehood mr giles
p00241_A,00241,A,speak for yourself sir
p00242_A,00242,A,so i do it s natural and proper to be afraid under such circumstances i am
p00243_A,00243,A,i shouldn t wonder if it was
p00244_A,00244,A,what sort of a noise
p00245_A,00245,A,lor
p00246_A,00246,A,ladies present mr giles
p00247_A,00247,A,so you did
p00248_A,00248,A,was he frightened
p00249_A,00249,A,not a bit of it he was as firm ah pretty near as firm as i was
p00250_A,00250,A,i should have died at once i m sure if it had been me
p00251_A,00251,A,you re a woman
p00252_A,00252,A,brittles is right from a woman nothing else was to be expected we being men took a dark lantern that was standing on brittle s hob and groped our way downstairs in the pitch dark as it might be so it was a knock open the door somebody it seems a strange sort of a thing a knock coming at such a time in the morning but the door must be opened do you hear somebody
p00253_A,00253,A,so am i
p00254_A,00254,A,a boy what s the matter with the eh why brittles look here don t you know
p00255_A,00255,A,here he is here s one of the thieves ma am here s a thief miss wounded miss i shot him miss and brittles held the light
p00256_A,00256,A,in a lantern miss
p00257_A,00257,A,hush you frighten my aunt as much as the thieves did is the poor creature much hurt
p00258_A,00258,A,wounded desperate miss
p00259_A,00259,A,he looks as if he was a going miss wouldn t you like to come and look at him miss in case he should
p00260_A,00260,A,not now for the world poor fellow oh treat him kindly giles for my sake
p00261_A,00261,A,brittles always was a slow boy ma am
p00262_A,00262,A,oh very much so indeed but there is a poor creature upstairs whom aunt wishes you to see
p00263_A,00263,A,nor heard anything about him
p00264_A,00264,A,i beg your pardon ma am but i was going to tell you about him when doctor losberne came in
p00265_A,00265,A,if it be necessary certainly not
p00266_A,00266,A,then i think it is necessary at all events i am quite sure that you would deeply regret not having done so if you postponed it he is perfectly quiet and comfortable now allow me miss rose will you permit me not the slightest fear i pledge you my honour
p00267_A,00267,A,what can this mean this poor child can never have been the pupil of robbers
p00268_A,00268,A,my dear young lady crime like death is not confined to the old and withered alone the youngest and fairest are too often its chosen victims
p00269_A,00269,A,oh no
p00270_A,00270,A,unless there is some other way of preserving the child
p00271_A,00271,A,he cannot be hardened in vice it is impossible
p00272_A,00272,A,yes sir i hope so
p00273_A,00273,A,lord bless me sir i m the same as mr giles sir
p00274_A,00274,A,that s what it is sir
p00275_A,00275,A,who s that
p00276_A,00276,A,this is the lady of the house
p00277_A,00277,A,now with regard to this here robbery master what are the circumstances i can t say for certain till i see the work of course but my opinion at once is i don t mind committing myself to that extent that this wasn t done by a yokel eh duff
p00278_A,00278,A,certainly not
p00279_A,00279,A,now what is this about this here boy that the servants are a talking on
p00280_A,00280,A,nothing at all one of the frightened servants chose to take it into his head that he had something to do with this attempt to break into the house but it s nonsense sheer absurdity
p00281_A,00281,A,wery easy disposed of if it is
p00282_A,00282,A,certainly we had better inspect the premises first and examine the servants afterwards that s the usual way of doing business
p00283_A,00283,A,no of course not bless the bright eyes of your sex they never see whether for good or bad more than one side of any question and that is always the one which first presents itself to them the more i think of it the more i see that it will occasion endless trouble and difficulty if we put these men in possession of the boy s real story i am certain it will not be believed and even if they can do nothing to him in the end still the dragging it forward and giving publicity to all the doubts that will be cast upon it must interfere materially with your benevolent plan of rescuing him from misery
p00284_A,00284,A,oh what is to be done dear dear why did they send for these people
p00285_A,00285,A,and what the devil s a put up thing
p00286_A,00286,A,nobody suspected them in this case
p00287_A,00287,A,wery pretty indeed it is
p00288_A,00288,A,there was two of em in it and they had a boy with em that s plain from the size of the window that s all to be said at present we ll see this lad that you ve got upstairs at once if you please
p00289_A,00289,A,perhaps they will take something to drink first mrs maylie
p00290_A,00290,A,oh to be sure you shall have it immediately if you will
p00291_A,00291,A,what shall it be
p00292_A,00292,A,a little drop of spirits master if it s all the same it s a cold ride from london ma am and i always find that spirits comes home warmer to the feelings
p00293_A,00293,A,you always gave that to him it was the family pet i tell you conkey hadn t any more to do with it than i had
p00294_A,00294,A,what was that
p00295_A,00295,A,if you please sir
p00296_A,00296,A,this this is the lad who being accidently wounded by a spring gun in some boyish trespass on mr what d ye call him s grounds at the back here comes to the house for assistance this morning and is immediately laid hold of and maltreated by that ingenious gentleman with the candle in his hand who has placed his life in considerable danger as i can professionally certify you don t mean to deny that i suppose
p00297_A,00297,A,i don t know what to think i don t think it is the boy indeed i m almost certain that it isn t you know it can t be
p00298_A,00298,A,will you if you ever want me i m here i haven t lived here mad and all alone for five and twenty years to be scared by you you shall pay for this you shall pay for this
p00299_A,00299,A,oh i hope so they were so good to me so very very good to me
p00300_A,00300,A,yes sir the old gentleman the housekeeper and a gentleman who was a friend of mr brownlow s all went together
p00301_A,00301,A,my child i never saw you so before
p00302_A,00302,A,i would not alarm you if i could avoid it but indeed i have tried very hard and cannot help this i fear i am ill aunt
p00303_A,00303,A,i think not i will wait until to morrow
p00304_A,00304,A,in fact it would be little short of a miracle if she recovered
p00305_A,00305,A,no as he is good and merciful she will live to bless us all for years to come
p00306_A,00306,A,here oliver what s the news miss rose master o li ver
p00307_A,00307,A,i beg your pardon mr harry but if you would leave the postboy to say that i should be very much obliged to you it wouldn t be proper for the maids to see me in this state sir i should never have any more authority with them if they did
p00308_A,00308,A,that i missed them in an instant
p00309_A,00309,A,then they are in the ditch follow and keep as near me as you can
p00310_A,00310,A,who was the other
p00311_A,00311,A,as i am that the men were at the window the tall man leaped over just there and the jew running a few paces to the right crept through that gap
p00312_A,00312,A,then let it be so it is but one pang the more and by that time i may be enabled to bear it better
p00313_A,00313,A,you will tell me a different tale one of these days
p00314_A,00314,A,i should have been very sorry not to have been at home when you and mr maylie went away sir
p00315_A,00315,A,well you are a queer fellow but of course they will get you into parliament at the election before christmas and these sudden shiftings and changes are no bad preparation for political life there s something in that good training is always desirable whether the race be for place cup or sweepstakes
p00316_A,00316,A,we shall see
p00317_A,00317,A,oh quite sir quite
p00318_A,00318,A,and to morrow two months it was done it seems a age
p00319_A,00319,A,well
p00320_A,00320,A,have the goodness to look at me
p00321_A,00321,A,get up and take yourself away from here unless you want me to do something desperate are you going
p00322_A,00322,A,the place should be somewhere here
p00323_A,00323,A,is that the man then mind what i told you and be careful to say as little as you can or you ll betray us at once
p00324_A,00324,A,cooling yourselves not all the rain that ever fell or ever will fall will put as much of hell s fire out as a man can carry about with him you won t cool yourself so easily don t think it this is the woman is it
p00325_A,00325,A,hem that is the woman
p00326_A,00326,A,what if i pay it for nothing
p00327_A,00327,A,not alone my dear nor unprotected neither i am here my dear and besides mr monks is too much of a gentleman to attempt any violence on porochial persons mr monks is aware that i am not a young man my dear and also that i am a little run to seed as i may say but he has heerd i say i have no doubt mr monks has heerd my dear that i am a very determined officer with very uncommon strength if i m once roused i only want a little rousing that s all
p00328_A,00328,A,all i know nothing of the story beyond what i can guess at and i want to know nothing for it s safer not but i may ask you two questions may i
p00329_A,00329,A,you may ask but whether i answer or not is another question
p00330_A,00330,A,which makes three
p00331_A,00331,A,what do you propose to do with it can it be used against me
p00332_A,00332,A,what s the matter here my dear
p00333_A,00333,A,give her a whiff of fresh air with the bellows charley and you slap her hands fagin while bill undoes the petticuts
p00334_A,00334,A,why what evil wind has blowed you here
p00335_A,00335,A,sitch a rabbit pie bill sitch delicate creeturs with sitch tender limbs bill that the wery bones melt in your mouth and there s no occasion to pick em half a pound of seven and six penny green so precious strong that if you mix it with biling water it ll go nigh to blow the lid of the tea pot off a pound and a half of moist sugar that the niggers didn t work at all at afore they got it up to sitch a pitch of goodness oh no two half quartern brans pound of best fresh piece of double glo ster and to wind up all some of the richest sort you ever lushed
p00336_A,00336,A,only hear him boys and us come to bring him all these beau ti ful things
p00337_A,00337,A,i never see such a jolly dog as that smelling the grub like a old lady a going to market he d make his fortun on the stage that dog would and rewive the drayma besides
p00338_A,00338,A,no i ll pound it that you han t you ve been scheming and plotting away every hour that i have laid shivering and burning here and bill was to do this and bill was to do that and bill was to do it all dirt cheap as soon as he got well and was quite poor enough for your work if it hadn t been for the girl i might have died
