pair_id,a_speaker,b_speaker,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,novel,a_articles,a_auxiliary_verbs,a_conjunctions,a_adverbs,a_impersonal_pronouns,a_negations,a_personal_pronouns,a_prepositions,a_quantifiers,b_articles,b_auxiliary_verbs,b_conjunctions,b_adverbs,b_impersonal_pronouns,b_negations,b_personal_pronouns,b_prepositions,b_quantifiers
00010,Louisa Bounderby,Thomas Gradgrind,52,54,that s the reason,bounderby you are always so interested in my young people particularly in louisa that i make no apology for saying to you i am very much vexed by this discovery i have systematically devoted myself as you know to the education of the reason of my family the reason is as you know the only faculty to which education should be addressed and yet bounderby it would appear from this unexpected circumstance of to day though in itself a trifling one as if something had crept into thomas s and louisa s minds which is or rather which is not i don t know that i can express myself better than by saying which has never been intended to be developed and in which their reason has no part,Josiah Bounderby; Mrs. Gradgrind; Thomas Gradgrind; Young Thomas,F,major,M,major,HardTimes,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
00011,Mrs. Gradgrind,Josiah Bounderby,53,55,don t tell me that s the reason because it can t be nothing of the sort go and be somethingological directly,there certainly is no reason in looking with interest at a parcel of vagabonds when i was a vagabond myself nobody looked with any interest at me i know that,Josiah Bounderby; Louisa Bounderby; Thomas Gradgrind; Young Thomas,F,intermediate,M,major,HardTimes,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0
00012,Thomas Gradgrind,Mrs. Gradgrind,66,68,louisa certainly did see her for she mentioned the application to me but louisa saw her i have no doubt in mrs gradgrind s presence,oh my poor health the girl wanted to come to the school and mr gradgrind wanted girls to come to the school and louisa and thomas both said that the girl wanted to come and that mr gradgrind wanted girls to come and how was it possible to contradict them when such was the fact,Josiah Bounderby; Louisa Bounderby; Mrs. Gradgrind; Young Thomas,M,major,F,intermediate,HardTimes,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1
00013,Mrs. Gradgrind,Thomas Gradgrind,68,70,oh my poor health the girl wanted to come to the school and mr gradgrind wanted girls to come to the school and louisa and thomas both said that the girl wanted to come and that mr gradgrind wanted girls to come and how was it possible to contradict them when such was the fact,i am much of your opinion,Josiah Bounderby; Louisa Bounderby; Thomas Gradgrind; Young Thomas,F,intermediate,M,major,HardTimes,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1
00014,Thomas Gradgrind,Josiah Bounderby,72,74,are you walking i have the father s address perhaps you would not mind walking to town with me,it s all right now louisa it s all right young thomas you won t do so any more i ll answer for it s being all over with father well louisa that s worth a kiss isn t it,Josiah Bounderby; Louisa Bounderby; Mrs. Gradgrind; Young Thomas,M,major,M,major,HardTimes,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1
00015,Josiah Bounderby,Louisa Bounderby,73,75,not the least in the world as long as you do it at once i never wear gloves i didn t climb up the ladder in them shouldn t be so high up if i had,you can take one mr bounderby,Louisa Bounderby; Mrs. Gradgrind; Thomas Gradgrind; Young Thomas,M,major,F,major,HardTimes,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1
00016,Louisa Bounderby,Young Thomas,75,77,you can take one mr bounderby,what are you about loo you ll rub a hole in your face,Josiah Bounderby; Young Thomas,F,major,M,major,HardTimes,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0
00017,Josiah Bounderby,Louisa Bounderby,76,78,always my pet ain t you louisa good bye louisa,you may cut the piece out with your penknife if you like tom i wouldn t cry,Louisa Bounderby; Young Thomas,M,major,F,major,HardTimes,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1
00018,Cecilia Jupe,Thomas Gradgrind,81,83,i was i was run after sir and i wanted to get away,what do you mean boy what are you doing how dare you dash against everybody in this manner was this boy running after you jupe,Josiah Bounderby; Thomas Gradgrind,F,major,M,major,HardTimes,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0
00019,Thomas Gradgrind,Cecilia Jupe,82,84,run after who would run after you,yes sir,Cecilia Jupe; Josiah Bounderby,M,major,F,major,HardTimes,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
00020,Thomas Gradgrind,Bitzer,83,85,what do you mean boy what are you doing how dare you dash against everybody in this manner was this boy running after you jupe,no i wasn t sir not till she run away from me but the horse riders never mind what they say sir they re famous for it you know the horse riders are famous for never minding what they say it s as well known in the town as please sir as the multiplication table isn t known to the horse riders,Bitzer; Cecilia Jupe; Josiah Bounderby,M,major,M,intermediate,HardTimes,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
00021,Cecilia Jupe,Josiah Bounderby,86,88,he frightened me so with his cruel faces,her calling seems to be pretty well known among em you d have had the whole school peeping in a row in a week,Bitzer; Josiah Bounderby; Thomas Gradgrind,F,major,M,major,HardTimes,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1
00022,Bitzer,Thomas Gradgrind,87,89,oh oh an t you one of the rest an t you a horse rider i never looked at her sir i asked her if she would know how to define a horse to morrow and offered to tell her again and she ran away and i ran after her sir that she might know how to answer when she was asked you wouldn t have thought of saying such mischief if you hadn t been a horse rider,truly i think so bitzer turn you about and take yourself home jupe stay here a moment let me hear of your running in this manner any more boy and you will hear of me through the master of the school you understand what i mean go along,Cecilia Jupe; Josiah Bounderby; Thomas Gradgrind,M,intermediate,M,major,HardTimes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
00023,Josiah Bounderby,Thomas Gradgrind,88,90,her calling seems to be pretty well known among em you d have had the whole school peeping in a row in a week,now girl take this gentleman and me to your father s we are going there what have you got in that bottle you are carrying,Bitzer; Cecilia Jupe; Thomas Gradgrind,M,major,M,major,HardTimes,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0
00024,Thomas Gradgrind,Cecilia Jupe,90,92,now girl take this gentleman and me to your father s we are going there what have you got in that bottle you are carrying,dear no sir it s the nine oils,Cecilia Jupe; Josiah Bounderby,M,major,F,major,HardTimes,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1
00025,Cecilia Jupe,Thomas Gradgrind,96,98,it s what our people aways use sir when they get any hurts in the ring they bruise themselves very bad sometimes,and this is pod s end is it jupe,Josiah Bounderby; Thomas Gradgrind,F,major,M,major,HardTimes,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0
00026,Josiah Bounderby,Cecilia Jupe,97,99,serve em right for being idle by george when i was four or five years younger than you i had worse bruises upon me than ten oils twenty oils forty oils would have rubbed off i didn t get em by posture making but by being banged about there was no rope dancing for me i danced on the bare ground and was larruped with the rope,this is it sir and if you wouldn t mind sir this is the house it s only crossing the bar sir and up the stairs if you wouldn t mind and waiting there for a moment till i get a candle if you should hear a dog sir it s only merrylegs and he only barks,Cecilia Jupe; Thomas Gradgrind,M,major,F,major,HardTimes,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
00027,Thomas Gradgrind,Josiah Bounderby,98,100,and this is pod s end is it jupe,merrylegs and nine oils eh pretty well this for a self made man,Cecilia Jupe; Josiah Bounderby,M,major,M,major,HardTimes,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1
00028,Josiah Bounderby,Thomas Gradgrind,100,102,merrylegs and nine oils eh pretty well this for a self made man,what does she mean back in a minute it s more than a mile off,Cecilia Jupe; Thomas Gradgrind,M,major,M,major,HardTimes,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1
00029,Master Kidderminster,Thomas Gradgrind,103,105,by your leaves gentlemen,it was his daughter has gone to fetch him but i can t wait therefore if you please i will leave a message for him with you,Josiah Bounderby; Mr. E. W. B. Childers; Thomas Gradgrind,M,minor,M,major,HardTimes,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0
00030,Mr. E. W. B. Childers,Josiah Bounderby,104,106,by your leaves gentlemen it was you i believe that were wishing to see jupe,you see my friend we are the kind of people who know the value of time and you are the kind of people who don t know the value of time,Josiah Bounderby; Master Kidderminster; Thomas Gradgrind,M,intermediate,M,major,HardTimes,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0
00031,Thomas Gradgrind,Mr. E. W. B. Childers,105,107,it was his daughter has gone to fetch him but i can t wait therefore if you please i will leave a message for him with you,i have not the honour of knowing you but if you mean that you can make more money of your time than i can of mine i should judge from your appearance that you are about right,Josiah Bounderby; Master Kidderminster; Mr. E. W. B. Childers,M,major,M,intermediate,HardTimes,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
00032,Josiah Bounderby,Master Kidderminster,106,108,you see my friend we are the kind of people who know the value of time and you are the kind of people who don t know the value of time,and when you have made it you can keep it too i should think,Master Kidderminster; Mr. E. W. B. Childers; Thomas Gradgrind,M,major,M,minor,HardTimes,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0
00033,Master Kidderminster,Thomas Gradgrind,110,112,what does he come here cheeking us for then if you want to cheek us pay your ochre at the doors and take it out,has what has he missed,Josiah Bounderby; Mr. E. W. B. Childers; Thomas Gradgrind,M,minor,M,major,HardTimes,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0
00034,Mr. E. W. B. Childers,Josiah Bounderby,111,113,kidderminster stow that sir i was addressing myself to you you may or you may not be aware for perhaps you have not been much in the audience that jupe has missed his tip very often lately,missed his tip,Josiah Bounderby; Master Kidderminster; Thomas Gradgrind,M,intermediate,M,major,HardTimes,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
00035,Thomas Gradgrind,Master Kidderminster,112,114,has what has he missed,offered at the garters four times last night and never done em once missed his tip at the banners too and was loose in his ponging,Josiah Bounderby; Master Kidderminster; Mr. E. W. B. Childers,M,major,M,minor,HardTimes,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1
00036,Josiah Bounderby,Mr. E. W. B. Childers,113,115,missed his tip,didn t do what he ought to do was short in his leaps and bad in his tumbling,Master Kidderminster; Mr. E. W. B. Childers; Thomas Gradgrind,M,major,M,intermediate,HardTimes,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1
00037,Master Kidderminster,Thomas Gradgrind,114,116,offered at the garters four times last night and never done em once missed his tip at the banners too and was loose in his ponging,oh that is tip is it,Josiah Bounderby; Mr. E. W. B. Childers; Thomas Gradgrind,M,minor,M,major,HardTimes,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0
00038,Thomas Gradgrind,Josiah Bounderby,116,118,oh that is tip is it,nine oils merrylegs missing tips garters banners and ponging eh queer sort of company too for a man who has raised himself,Josiah Bounderby; Master Kidderminster; Mr. E. W. B. Childers,M,major,M,major,HardTimes,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1
00039,Mr. E. W. B. Childers,Master Kidderminster,117,119,in a general way that s missing his tip,lower yourself then oh lord if you ve raised yourself so high as all that comes to let yourself down a bit,Josiah Bounderby; Master Kidderminster; Thomas Gradgrind,M,intermediate,M,minor,HardTimes,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1
00040,Josiah Bounderby,Thomas Gradgrind,118,120,nine oils merrylegs missing tips garters banners and ponging eh queer sort of company too for a man who has raised himself,this is a very obtrusive lad,Master Kidderminster; Mr. E. W. B. Childers; Thomas Gradgrind,M,major,M,major,HardTimes,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0
00041,Master Kidderminster,Mr. E. W. B. Childers,121,123,we d have had a young gentleman to meet you if we had known you were coming it s a pity you don t have a bespeak being so particular you re on the tight jeff ain t you,there get out get out tight jeff or slack jeff it don t much signify it s only tight rope and slack rope you were going to give me a message for jupe,Josiah Bounderby; Mr. E. W. B. Childers; Thomas Gradgrind,M,minor,M,intermediate,HardTimes,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1
00042,Thomas Gradgrind,Josiah Bounderby,130,132,why has he been so very much goosed,a cackler here we go again,Josiah Bounderby; Master Kidderminster; Mr. E. W. B. Childers,M,major,M,major,HardTimes,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0
00043,Josiah Bounderby,Thomas Gradgrind,136,138,perhaps so,pray why will she never believe it of him,Master Kidderminster; Mr. E. W. B. Childers; Thomas Gradgrind,M,major,M,major,HardTimes,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0
00044,Mr. E. W. B. Childers,Josiah Bounderby,141,143,i never apprenticed i was apprenticed when i was seven year old,idleness no by the lord harry nor i,Josiah Bounderby; Master Kidderminster; Thomas Gradgrind,M,intermediate,M,major,HardTimes,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0
00045,Thomas Gradgrind,Mr. E. W. B. Childers,142,144,oh indeed i was not aware of its being the custom to apprentice young persons to,her father always had it in his head that she was to be taught the deuce and all of education how it got into his head i can t say i can only say that it never got out he has been picking up a bit of reading for her here and a bit of writing for her there and a bit of ciphering for her somewhere else these seven years when sissy got into the school here her father was as pleased as punch i couldn t altogether make out why myself as we were not stationary here being but comers and goers anywhere i suppose however he had this move in his mind he was always half cracked and then considered her provided for if you should happen to have looked in to night for the purpose of telling him that you were going to do her any little service it would be very fortunate and well timed very fortunate and well timed,Josiah Bounderby; Master Kidderminster; Mr. E. W. B. Childers,M,major,M,intermediate,HardTimes,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
00046,Josiah Bounderby,Thomas Gradgrind,143,145,idleness no by the lord harry nor i,on the contrary i came to tell him that her connections made her not an object for the school and that she must not attend any more still if her father really has left her without any connivance on her part bounderby let me have a word with you,Master Kidderminster; Mr. E. W. B. Childers; Thomas Gradgrind,M,major,M,major,HardTimes,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
00047,Mr. E. W. B. Childers,Josiah Bounderby,144,146,her father always had it in his head that she was to be taught the deuce and all of education how it got into his head i can t say i can only say that it never got out he has been picking up a bit of reading for her here and a bit of writing for her there and a bit of ciphering for her somewhere else these seven years when sissy got into the school here her father was as pleased as punch i couldn t altogether make out why myself as we were not stationary here being but comers and goers anywhere i suppose however he had this move in his mind he was always half cracked and then considered her provided for if you should happen to have looked in to night for the purpose of telling him that you were going to do her any little service it would be very fortunate and well timed very fortunate and well timed,no i say no i advise you not i say by no means,Josiah Bounderby; Master Kidderminster; Thomas Gradgrind,M,intermediate,M,major,HardTimes,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
00048,Mr. Sleary,Josiah Bounderby,158,160,ith an internal thame upon my thoul it ith,now good people all this is wanton waste of time let the girl understand the fact let her take it from me if you like who have been run away from myself here what s your name your father has absconded deserted you and you mustn t expect to see him again as long as you live,Cecilia Jupe; Josiah Bounderby; Master Kidderminster; Mr. E. W. B. Childers; Thomas Gradgrind,M,intermediate,M,major,HardTimes,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1
00049,Cecilia Jupe,Mr. Sleary,159,161,o my dear father my good kind father where are you gone you are gone to try to do me some good i know you are gone away for my sake i am sure and how miserable and helpless you will be without me poor poor father until you come back,i tell you what thquire to thpeak plain to you my opinion ith that you had better cut it thort and drop it they re a very good natur d people my people but they re accuthtomed to be quick in their movementh and if you don t act upon my advithe i m damned if i don t believe they ll pith you out o winder,Josiah Bounderby; Master Kidderminster; Mr. E. W. B. Childers; Mr. Sleary; Thomas Gradgrind,F,major,M,intermediate,HardTimes,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0
00050,Josiah Bounderby,Thomas Gradgrind,160,162,now good people all this is wanton waste of time let the girl understand the fact let her take it from me if you like who have been run away from myself here what s your name your father has absconded deserted you and you mustn t expect to see him again as long as you live,it is of no moment whether this person is to be expected back at any time or the contrary he is gone away and there is no present expectation of his return that i believe is agreed on all hands,Cecilia Jupe; Master Kidderminster; Mr. E. W. B. Childers; Mr. Sleary; Thomas Gradgrind,M,major,M,major,HardTimes,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
00051,Mr. Sleary,Cecilia Jupe,165,167,at the thame time i mutht put in my word thquire tho that both thides of the banner may be equally theen if you like thethilia to be prentitht you know the natur of the work and you know your companionth emma gordon in whothe lap you re a lying at prethent would be a mother to you and joth phine would be a thithter to you i don t pretend to be of the angel breed myself and i don t thay but what when you mith d your tip you d find me cut up rough and thwear an oath or two at you but what i thay thquire ith that good tempered or bad tempered i never did a horthe a injury yet no more than thwearing at him went and that i don t expect i thall begin otherwithe at my time of life with a rider i never wath much of a cackler thquire and i have thed my thay,when father comes back how will he ever find me if i go away,Cecilia Jupe; Josiah Bounderby; Master Kidderminster; Mr. E. W. B. Childers; Thomas Gradgrind,M,intermediate,F,major,HardTimes,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
00052,Cecilia Jupe,Mr. Sleary,167,169,when father comes back how will he ever find me if i go away,thleary thath my name thquire not athamed of it known all over england and alwayth paythe ith way,Josiah Bounderby; Master Kidderminster; Mr. E. W. B. Childers; Mr. Sleary; Thomas Gradgrind,F,major,M,intermediate,HardTimes,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1
00053,Thomas Gradgrind,Cecilia Jupe,170,172,must find out mr sleary who would then let him know where you went i should have no power of keeping you against his wish and he would have no difficulty at any time in finding mr thomas gradgrind of coketown i am well known,oh give me my clothes give me my clothes and let me go away before i break my heart,Cecilia Jupe; Josiah Bounderby; Master Kidderminster; Mr. E. W. B. Childers; Mr. Sleary,M,major,F,major,HardTimes,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0
00054,Mr. Sleary,Thomas Gradgrind,171,173,well known you re one of the thort thquire that keepth a prethiouth thight of money out of the houthe but never mind that at prethent,now jupe if you are quite determined come,Cecilia Jupe; Josiah Bounderby; Master Kidderminster; Mr. E. W. B. Childers; Thomas Gradgrind,M,intermediate,M,major,HardTimes,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0
00055,Cecilia Jupe,Mr. Sleary,172,174,oh give me my clothes give me my clothes and let me go away before i break my heart,good bye my dear you ll make your fortun i hope and none of our poor folkth will ever trouble you i ll pound it i with your father hadn t taken hith dog with him ith a ill conwenienth to have the dog out of the billth but on thecond thoughth he wouldn t have performed without hith mathter tho ith ath broad ath ith long there the ith thquire and the ll do you juthtithe good bye thethilia,Josiah Bounderby; Master Kidderminster; Mr. E. W. B. Childers; Mr. Sleary; Thomas Gradgrind,F,major,M,intermediate,HardTimes,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
00056,Mr. Sleary,Josiah Bounderby,178,180,tho be it my dear you thee how it ith thquire farewell thethilia my latht wordth to you ith thith thtick to the termth of your engagement be obedient to the thquire and forget uth but if when you re grown up and married and well off you come upon any horthe riding ever don t be hard upon it don t be croth with it give it a bethpeak if you can and think you might do wurth people mutht be amuthed thquire thomehow they can t be alwayth a working nor yet they can t be alwayth a learning make the betht of uth not the wurtht i ve got my living out of the horthe riding all my life i know but i conthider that i lay down the philothophy of the thubject when i thay to you thquire make the betht of uth not the wurtht,and yet sir how does it turn out after all why here she is at a hundred a year i give her a hundred which she is pleased to term handsome keeping the house of josiah bounderby of coketown princes and lords may flourish or may fade a breath can make them as a breath has made,Cecilia Jupe; Josiah Bounderby; Master Kidderminster; Mr. E. W. B. Childers; Thomas Gradgrind,M,intermediate,M,major,HardTimes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
00057,Mrs. Sparsit,Josiah Bounderby,205,207,yes sir it is unquestionably true,now i tell you what my girl the name of that lady by the teapot is mrs sparsit that lady acts as mistress of this house and she is a highly connected lady consequently if ever you come again into any room in this house you will make a short stay in it if you don t behave towards that lady in your most respectful manner now i don t care a button what you do to me because i don t affect to be anybody so far from having high connections i have no connections at all and i come of the scum of the earth but towards that lady i do care what you do and you shall do what is deferential and respectful or you shall not come here,Josiah Bounderby,F,major,M,major,HardTimes,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
00058,Thomas Gradgrind,Mrs. Sparsit,208,210,i hope bounderby that this was merely an oversight,you are very good indeed sir it is not worth speaking of,Cecilia Jupe; Josiah Bounderby; Louisa Bounderby; Mrs. Sparsit,M,major,F,major,HardTimes,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0
00059,Josiah Bounderby,Thomas Gradgrind,209,211,my friend tom gradgrind suggests mrs sparsit that this was merely an oversight very likely however as you are aware ma am i don t allow of even oversights towards you,jupe i have made up my mind to take you into my house and when you are not in attendance at the school to employ you about mrs gradgrind who is rather an invalid i have explained to miss louisa this is miss louisa the miserable but natural end of your late career and you are to expressly understand that the whole of that subject is past and is not to be referred to any more from this time you begin your history you are at present ignorant i know,Cecilia Jupe; Louisa Bounderby; Mrs. Sparsit; Thomas Gradgrind,M,major,M,major,HardTimes,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
00060,Mrs. Sparsit,Cecilia Jupe,210,212,you are very good indeed sir it is not worth speaking of,yes sir very,Cecilia Jupe; Josiah Bounderby; Louisa Bounderby; Thomas Gradgrind,F,major,F,major,HardTimes,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
00061,Cecilia Jupe,Josiah Bounderby,218,220,about the fairies sir and the dwarf and the hunchback and the genies and about,well i have given you my opinion already and i shouldn t do as you do but very well very well since you are bent upon it very well,Josiah Bounderby; Louisa Bounderby; Mrs. Sparsit; Thomas Gradgrind,F,major,M,major,HardTimes,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0
00062,Thomas Gradgrind,Louisa Bounderby,219,221,hush that is enough never breathe a word of such destructive nonsense any more bounderby this is a case for rigid training and i shall observe it with interest,tom i wonder,Cecilia Jupe; Josiah Bounderby; Louisa Bounderby; Mrs. Sparsit,M,major,F,major,HardTimes,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
00063,Josiah Bounderby,Thomas Gradgrind,220,222,well i have given you my opinion already and i shouldn t do as you do but very well very well since you are bent upon it very well,louisa never wonder,Cecilia Jupe; Louisa Bounderby; Mrs. Sparsit; Thomas Gradgrind,M,major,M,major,HardTimes,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0
00064,Louisa Bounderby,Young Thomas,221,223,tom i wonder,i am sick of my life loo i hate it altogether and i hate everybody except you,Young Thomas,F,major,M,major,HardTimes,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0
00065,Thomas Gradgrind,Louisa Bounderby,222,224,louisa never wonder,you don t hate sissy tom,Louisa Bounderby; Young Thomas,M,major,F,major,HardTimes,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
