uid,pair_id,side,text,Segment,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,quantity
p00114_A,00114,A,i don t know the animals any better than the birds here too big for a goat,1,70.59,52.94,5.88,5.88,5.88,0,0,0,0,0,17.65,11.76,0,11.76,5.88,0,5.88
p00115_A,00115,A,let s go into this let s look for its tracks,1,63.64,36.36,18.18,0,0,0,0,0,0,18.18,0,18.18,0,0,0,0,0
p00116_A,00116,A,half a mo ment give me ten minutes time,1,66.67,33.33,11.11,11.11,11.11,0,0,0,0,0,11.11,0,0,0,0,0,33.33
p00117_A,00117,A,can you give us a lift,1,83.33,66.67,33.33,33.33,0,16.67,16.67,0,0,0,16.67,0,16.67,0,0,0,0
p00118_A,00118,A,yes indeed,1,100,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0
p00119_A,00119,A,take me too,1,100,66.67,33.33,33.33,33.33,0,0,0,0,0,0,0,0,33.33,0,0,0
p00120_A,00120,A,heh what about me,1,100,75,50,25,25,0,0,0,0,25,0,25,0,25,0,0,0
p00121_A,00121,A,i will sit in front,1,80,60,20,20,20,0,0,0,0,0,0,20,20,0,0,0,0
p00122_A,00122,A,then hop in i ve no notion who you are,1,70,70,30,30,10,0,10,0,0,0,0,10,10,0,10,10,0
p00123_A,00123,A,heh no what about my dinner i can t be left alone all the night,1,73.33,66.67,20,13.33,13.33,0,0,0,0,6.67,6.67,6.67,13.33,13.33,0,6.67,6.67
p00124_A,00124,A,nussu will bring you out some suitable dinner upon a bicycle i shall despatch him with all possible speed meanwhile repair my car,1,69.57,56.52,17.39,17.39,8.7,0,4.35,4.35,0,0,4.35,13.04,8.7,4.35,0,0,8.7
p00125_A,00125,A,really i had no idea,1,80,80,20,20,20,0,0,0,0,0,0,0,20,20,0,20,0
p00126_A,00126,A,i understand those big people are not particularly interesting,1,66.67,44.44,22.22,11.11,11.11,0,0,0,0,11.11,0,0,11.11,0,0,11.11,11.11
p00127_A,00127,A,i would scarcely call her wrong a native state a hindu state the wife of a ruler of a hindu state may beyond doubt be a most excellent lady and let it not be for a moment supposed that i suggest anything against the character of her highness the maharani of mudkul but i fear she will be uneducated i fear she will be superstitious indeed how could she be otherwise what opportunity of education has such a lady had oh superstition is terrible terrible oh it is the great defect in our indian character oh it is the duty of each and every citizen to shake superstition off and though i have little experience of hindu states and none of this particular one namely mudkul the ruler i fancy has a salute of but eleven guns yet i cannot imagine that they have been as successful as british india where we see reason and orderliness spreading in every direction like a most health giving flood,1,72.29,61.45,14.46,9.04,4.22,1.2,0,3.01,0.6,5.42,9.04,11.45,12.05,4.82,6.63,1.81,4.82
p00128_A,00128,A,ronny i should like to take back what i said on the maidan,1,76.92,61.54,23.08,15.38,15.38,0,0,0,0,7.69,7.69,23.08,7.69,0,0,0,0
p00129_A,00129,A,look here both of you see india if you like and as you like i know i made myself rather ridiculous at fielding s but it s different now i wasn t quite sure of myself,1,80.56,63.89,25,22.22,13.89,0,8.33,0,0,2.78,0,16.67,0,11.11,11.11,0,2.78
p00130_A,00130,A,have i really,1,100,100,33.33,33.33,33.33,0,0,0,0,0,0,0,33.33,33.33,0,0,0
p00131_A,00131,A,i like aziz aziz is my real friend,1,62.5,50,25,25,25,0,0,0,0,0,0,12.5,12.5,0,0,0,0
p00132_A,00132,A,what animal,1,50,50,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0
p00133_A,00133,A,yes nothing criminal but there s the native and there s one of the reasons why we don t admit him to our clubs and how a decent girl like miss derek can take service under natives puzzles me but i must get on with my work krishna,1,68.75,56.25,12.5,12.5,6.25,4.17,0,2.08,0,0,6.25,12.5,4.17,8.33,8.33,2.08,2.08
p00134_A,00134,A,if i had been killed what matter it must happen sometime but they who trusted me you know nureddin you know my dear fellow we moslems simply must get rid of these superstitions or india will never advance how long must i hear of the savage pig upon the marabar road your grandfather belongs to another generation and i respect and love the old gentleman as you know i say nothing against him only that it is wrong for us because we are young i want you to promise me nureddin are you listening not to believe in evil spirits and if i die for my health grows very weak to bring up my three children to disbelieve in them too,1,78.51,61.16,24.79,19.83,9.09,2.48,4.96,0.83,1.65,4.96,2.48,12.4,7.44,4.96,7.44,2.48,2.48
p00135_A,00135,A,aziz my dear fellow we are greatly concerned,1,62.5,37.5,25,25,12.5,12.5,0,0,0,0,0,0,12.5,0,0,0,0
p00136_A,00136,A,when an engineer falls ill it is equally important,1,77.78,55.56,22.22,11.11,11.11,0,0,0,0,11.11,11.11,0,22.22,11.11,11.11,0,11.11
p00137_A,00137,A,humbug most certainly,1,66.67,66.67,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,33.33
p00138_A,00138,A,is professor godbole ill i am sincerely sorry how do you do mr syed mohammed mr haq how very kind of you to enquire after my health how do you do hamidullah but you bring me bad news what is wrong with him the excellent fellow,1,69.57,58.7,21.74,19.57,8.7,0,8.7,2.17,0,2.17,2.17,6.52,17.39,10.87,4.35,0,0
p00139_A,00139,A,yes rafi s the great man rafi is the sherlock holmes of chandrapore speak up rafi,1,50,31.25,0,0,0,0,0,0,0,0,12.5,12.5,6.25,0,0,0,0
p00140_A,00140,A,oh yes indeed sir and the serious pains,1,75,37.5,0,0,0,0,0,0,0,0,12.5,0,0,12.5,12.5,0,0
p00141_A,00141,A,that settles it in twenty four hours he will be dead,1,90.91,72.73,27.27,9.09,0,0,0,9.09,0,18.18,0,9.09,18.18,0,0,0,27.27
p00142_A,00142,A,that is exactly my own view,1,50,50,33.33,16.67,16.67,0,0,0,0,16.67,0,0,16.67,0,0,0,0
p00143_A,00143,A,aziz aziz my dear boy we must be going we are already late get well quickly for i do not know what our little circle would do without you,1,82.76,62.07,24.14,20.69,6.9,10.34,3.45,0,0,3.45,0,6.9,17.24,13.79,0,3.45,3.45
p00144_A,00144,A,add mine to them,1,100,75,50,50,25,0,0,0,25,0,0,25,0,0,0,0,25
p00145_A,00145,A,thank you mr syed mohammed i will,1,57.14,42.86,28.57,28.57,14.29,0,14.29,0,0,0,0,0,14.29,0,0,0,0
p00146_A,00146,A,and sir accept mine,1,50,50,25,25,25,0,0,0,0,0,0,0,0,0,25,0,0
p00147_A,00147,A,here he lies,1,66.67,66.67,33.33,33.33,0,0,0,33.33,0,0,0,0,0,33.33,0,0,0
p00148_A,00148,A,i think not much,1,100,75,25,25,25,0,0,0,0,0,0,0,0,0,0,25,25
p00149_A,00149,A,and how much illness there is in the city,1,77.78,77.78,0,0,0,0,0,0,0,0,11.11,11.11,11.11,22.22,11.11,0,11.11
p00150_A,00150,A,there is always illness and i am always busy it is a doctor s nature,1,73.33,66.67,13.33,6.67,6.67,0,0,0,0,6.67,6.67,0,20,20,6.67,0,0
p00151_A,00151,A,he has not a minute he is due double sharp at government college now,1,78.57,57.14,14.29,14.29,0,0,0,14.29,0,0,7.14,7.14,14.29,7.14,0,7.14,7.14
p00152_A,00152,A,we are in some anxiety over him he and dr aziz are great friends if you could tell us the name of his complaint we should be grateful to you,1,80,70,26.67,26.67,0,10,6.67,10,0,0,3.33,13.33,16.67,0,6.67,0,3.33
p00153_A,00153,A,and so much my dear rafi for your cholera,1,77.78,66.67,22.22,22.22,11.11,0,11.11,0,0,0,0,11.11,0,11.11,22.22,0,11.11
p00154_A,00154,A,cholera cholera what next what now who spreads such untrue reports about my patients i hear cholera i hear bubonic plague i hear every species of lie where will it end i ask myself sometimes this city is full of misstatements and the originators of them ought to be discovered and punished authoritatively,1,69.81,52.83,22.64,15.09,11.32,0,0,0,1.89,7.55,1.89,9.43,7.55,5.66,3.77,0,3.77
p00155_A,00155,A,that is no reason you should bring a charge against a doctor,1,75,66.67,16.67,8.33,0,0,8.33,0,0,8.33,16.67,8.33,16.67,0,0,8.33,0
