uid,pair_id,side,text,Segment,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,quantity
p00021_A,00021,A,you are to be in all things regulated and governed by fact we hope to have before long a board of fact composed of commissioners of fact who will force the people to be a people of fact and of nothing but fact you must discard the word fancy altogether you have nothing to do with it you are not to have in any object of use or ornament what would be a contradiction in fact you don t walk upon flowers in fact you cannot be allowed to walk upon flowers in carpets you don t find that foreign birds and butterflies come and perch upon your crockery you cannot be permitted to paint foreign birds and butterflies upon your crockery you never meet with quadrupeds going up and down walls you must not have quadrupeds represented upon walls you must use for all these purposes combinations and modifications in primary colours of mathematical figures which are susceptible of proof and demonstration this is the new discovery this is fact this is taste now if mr m choakumchild will proceed to give his first lesson here mr gradgrind i shall be happy at your request to observe his mode of procedure,1,68.32,58.91,13.86,9.41,0.5,0.5,6.93,0.99,0,4.46,2.97,18.32,12.87,1.49,5.94,3.47,1.98
p00022_A,00022,A,louisa thomas in the name of wonder idleness and folly what do you do here,1,66.67,60,13.33,6.67,0,0,6.67,0,0,6.67,6.67,13.33,13.33,6.67,6.67,0,0
p00023_A,00023,A,wanted to see what it was like,1,100,71.43,28.57,0,0,0,0,0,0,28.57,0,28.57,14.29,0,0,0,0
p00024_A,00024,A,what it was like,1,100,100,50,0,0,0,0,0,0,50,0,25,25,0,0,0,0
p00025_A,00025,A,yes father,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p00026_A,00026,A,thomas though i have the fact before me i find it difficult to believe that you with your education and resources should have brought your sister to a scene like this,1,80.65,67.74,29.03,19.35,9.68,0,9.68,0,0,9.68,6.45,16.13,9.68,3.23,9.68,0,0
p00027_A,00027,A,i brought him father i asked him to come,1,88.89,55.56,44.44,44.44,22.22,0,0,22.22,0,0,0,11.11,0,0,0,0,0
p00028_A,00028,A,i am sorry to hear it i am very sorry indeed to hear it it makes thomas no better and it makes you worse louisa you thomas and you to whom the circle of the sciences is open thomas and you who may be said to be replete with facts thomas and you who have been trained to mathematical exactness thomas and you here in this degraded position i am amazed,1,77.46,63.38,23.94,16.9,4.23,0,8.45,0,0,7.04,2.82,11.27,12.68,4.23,7.04,1.41,0
p00029_A,00029,A,i was tired father i have been tired a long time,1,81.82,54.55,18.18,18.18,18.18,0,0,0,0,0,9.09,0,27.27,0,0,0,9.09
p00030_A,00030,A,tired of what,1,100,66.67,33.33,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0
p00031_A,00031,A,i don t know of what of everything i think,1,80,60,40,20,20,0,0,0,0,20,0,20,0,0,0,0,0
p00032_A,00032,A,i hadn t a shoe to my foot as to a stocking i didn t know such a thing by name i passed the day in a ditch and the night in a pigsty that s the way i spent my tenth birthday not that a ditch was new to me for i was born in a ditch,1,72.41,62.07,18.97,13.79,13.79,0,0,0,0,5.17,17.24,15.52,3.45,0,3.45,1.72,3.45
p00033_A,00033,A,enough to give a baby cold,1,83.33,50,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,16.67
p00034_A,00034,A,well what s the matter what is young thomas in the dumps about,1,69.23,61.54,15.38,0,0,0,0,0,0,15.38,15.38,15.38,7.69,15.38,0,0,0
p00035_A,00035,A,we were peeping at the circus and father caught us,1,70,60,20,20,0,20,0,0,0,0,10,10,10,0,10,0,0
p00036_A,00036,A,and mrs gradgrind i should as soon have expected to find my children reading poetry,1,66.67,53.33,13.33,13.33,13.33,0,0,0,0,0,0,13.33,13.33,6.67,13.33,0,0
p00037_A,00037,A,dear me how can you louisa and thomas i wonder at you i declare you re enough to make one regret ever having had a family at all i have a great mind to say i wish i hadn t then what would you have done i should like to know as if with my head in its present throbbing state you couldn t go and look at the shells and minerals and things provided for you instead of circuses you know as well as i do no young people have circus masters or keep circuses in cabinets or attend lectures about circuses what can you possibly want to know of circuses then i am sure you have enough to do if that s what you want with my head in its present state i couldn t remember the mere names of half the facts you have got to attend to,1,74.83,61.59,19.87,15.23,7.95,0,7.28,0,0,4.64,3.31,15.89,9.93,3.97,8.61,0.66,3.31
p00038_A,00038,A,that s the reason,1,50,50,25,0,0,0,0,0,0,25,25,0,0,0,0,0,0
p00039_A,00039,A,don t tell me that s the reason because it can t be nothing of the sort go and be somethingological directly,1,68.18,59.09,18.18,4.55,4.55,0,0,0,0,13.64,9.09,4.55,13.64,0,9.09,4.55,0
p00040_A,00040,A,bounderby you are always so interested in my young people particularly in louisa that i make no apology for saying to you i am very much vexed by this discovery i have systematically devoted myself as you know to the education of the reason of my family the reason is as you know the only faculty to which education should be addressed and yet bounderby it would appear from this unexpected circumstance of to day though in itself a trifling one as if something had crept into thomas s and louisa s minds which is or rather which is not i don t know that i can express myself better than by saying which has never been intended to be developed and in which their reason has no part,1,75.97,65.89,20.16,10.85,6.98,0,3.1,0,0.78,9.3,3.88,16.28,11.63,6.2,8.53,3.1,3.1
p00041_A,00041,A,there certainly is no reason in looking with interest at a parcel of vagabonds when i was a vagabond myself nobody looked with any interest at me i know that,1,80,70,20,13.33,13.33,0,0,0,0,6.67,6.67,20,6.67,10,3.33,6.67,0
p00042_A,00042,A,then comes the question with his eyes on the fire in what has this vulgar curiosity its rise,1,72.22,61.11,22.22,5.56,0,0,0,5.56,0,16.67,11.11,16.67,5.56,0,5.56,0,0
p00043_A,00043,A,i ll tell you in what in idle imagination,1,77.78,55.56,33.33,22.22,11.11,0,11.11,0,0,11.11,0,22.22,0,0,0,0,0
p00044_A,00044,A,i hope not i confess however that the misgiving has crossed me on my way home,1,75,62.5,31.25,25,25,0,0,0,0,6.25,6.25,6.25,6.25,6.25,6.25,6.25,0
p00045_A,00045,A,in idle imagination gradgrind a very bad thing for anybody but a cursed bad thing for a girl like louisa i should ask mrs gradgrind s pardon for strong expressions but that she knows very well i am not a refined character whoever expects refinement in me will be disappointed i hadn t a refined bringing up,1,68.42,56.14,17.54,10.53,7.02,0,0,1.75,0,7.02,8.77,12.28,7.02,5.26,3.51,1.75,0
p00046_A,00046,A,whether whether any instructor or servant can have suggested anything whether louisa or thomas can have been reading anything whether in spite of all precautions any idle story book can have got into the house because in minds that have been practically formed by rule and line from the cradle upwards this is so curious so incomprehensible,1,70.18,63.16,7.02,0,0,0,0,0,0,7.02,3.51,10.53,17.54,5.26,17.54,0,1.75
p00047_A,00047,A,stop a bit you have one of those strollers children in the school,1,69.23,61.54,15.38,7.69,0,0,7.69,0,0,7.69,15.38,15.38,7.69,0,0,0,15.38
p00048_A,00048,A,cecilia jupe by name,1,25,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
p00049_A,00049,A,now stop a bit how did she come there,1,88.89,66.67,11.11,11.11,0,0,0,11.11,0,0,11.11,0,11.11,33.33,0,0,11.11
p00050_A,00050,A,why the fact is i saw the girl myself for the first time only just now she specially applied here at the house to be admitted as not regularly belonging to our town and yes you are right bounderby you are right,1,71.43,66.67,14.29,14.29,4.76,2.38,4.76,2.38,0,0,9.52,11.9,9.52,14.29,4.76,2.38,2.38
p00051_A,00051,A,now stop a bit louisa saw her when she came,1,80,50,20,20,0,0,0,20,0,0,10,0,0,20,10,0,10
p00052_A,00052,A,louisa certainly did see her for she mentioned the application to me but louisa saw her i have no doubt in mrs gradgrind s presence,1,64,56,20,20,8,0,0,12,0,0,4,12,8,4,4,4,0
p00053_A,00053,A,pray mrs gradgrind what passed,1,60,20,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0
p00054_A,00054,A,oh my poor health the girl wanted to come to the school and mr gradgrind wanted girls to come to the school and louisa and thomas both said that the girl wanted to come and that mr gradgrind wanted girls to come and how was it possible to contradict them when such was the fact,1,72.73,50.91,9.09,3.64,1.82,0,0,0,1.82,5.45,9.09,12.73,3.64,3.64,10.91,0,1.82
p00055_A,00055,A,now i tell you what gradgrind turn this girl to the right about and there s an end of it,1,75,65,25,10,5,0,5,0,0,15,10,15,0,15,5,0,0
p00056_A,00056,A,i am much of your opinion,1,83.33,83.33,33.33,33.33,16.67,0,16.67,0,0,0,0,16.67,16.67,0,0,0,16.67
p00057_A,00057,A,do it at once has always been my motto from a child when i thought i would run away from my egg box and my grandmother i did it at once do you the same do this at once,1,84.62,79.49,25.64,17.95,15.38,0,2.56,0,0,7.69,5.13,15.38,17.95,12.82,5.13,0,7.69
p00058_A,00058,A,are you walking i have the father s address perhaps you would not mind walking to town with me,1,73.68,63.16,21.05,21.05,10.53,0,10.53,0,0,0,5.26,10.53,15.79,5.26,0,5.26,0
p00059_A,00059,A,it s all right now louisa it s all right young thomas you won t do so any more i ll answer for it s being all over with father well louisa that s worth a kiss isn t it,1,57.5,52.5,17.5,5,2.5,0,2.5,0,0,12.5,2.5,7.5,5,7.5,2.5,0,10
p00060_A,00060,A,you can take one mr bounderby,1,66.67,50,16.67,16.67,0,0,16.67,0,0,0,0,0,16.67,0,0,0,16.67
p00061_A,00061,A,always my pet ain t you louisa good bye louisa,1,30,30,20,20,10,0,10,0,0,0,0,0,0,10,0,0,0
p00062_A,00062,A,what are you about loo you ll rub a hole in your face,1,69.23,61.54,30.77,23.08,0,0,23.08,0,0,7.69,7.69,15.38,7.69,7.69,0,0,0
p00063_A,00063,A,halloa stop where are you going stop why are you tearing about the streets in this improper manner,1,61.11,55.56,16.67,11.11,0,0,11.11,0,0,5.56,5.56,11.11,11.11,16.67,0,0,0
p00064_A,00064,A,i was i was run after sir and i wanted to get away,1,84.62,69.23,23.08,23.08,23.08,0,0,0,0,0,0,23.08,15.38,0,15.38,0,0
p00065_A,00065,A,what do you mean boy what are you doing how dare you dash against everybody in this manner was this boy running after you jupe,1,72,68,36,16,0,0,16,0,0,20,0,12,16,4,4,0,0
p00066_A,00066,A,yes sir,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p00067_A,00067,A,no i wasn t sir not till she run away from me but the horse riders never mind what they say sir they re famous for it you know the horse riders are famous for never minding what they say it s as well known in the town as please sir as the multiplication table isn t known to the horse riders,1,64.52,51.61,17.74,11.29,3.23,0,1.61,1.61,4.84,6.45,8.06,16.13,1.61,3.23,8.06,6.45,1.61
p00068_A,00068,A,he frightened me so with his cruel faces,1,75,62.5,37.5,37.5,12.5,0,0,25,0,0,0,12.5,0,12.5,12.5,0,0
p00069_A,00069,A,oh oh an t you one of the rest an t you a horse rider i never looked at her sir i asked her if she would know how to define a horse to morrow and offered to tell her again and she ran away and i ran after her sir that she might know how to answer when she was asked you wouldn t have thought of saying such mischief if you hadn t been a horse rider,1,77.22,60.76,20.25,18.99,3.8,0,5.06,10.13,0,1.27,7.59,11.39,6.33,6.33,8.86,1.27,1.27
p00070_A,00070,A,her calling seems to be pretty well known among em you d have had the whole school peeping in a row in a week,1,70.83,54.17,8.33,8.33,0,0,4.17,4.17,0,0,12.5,16.67,12.5,4.17,0,0,8.33
p00071_A,00071,A,now girl take this gentleman and me to your father s we are going there what have you got in that bottle you are carrying,1,76,64,32,20,4,4,12,0,0,12,0,8,12,8,4,0,0
p00072_A,00072,A,gin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p00073_A,00073,A,dear no sir it s the nine oils,1,62.5,50,12.5,0,0,0,0,0,0,12.5,12.5,0,0,0,0,12.5,12.5
p00074_A,00074,A,the what,1,100,100,50,0,0,0,0,0,0,50,50,0,0,0,0,0,0
p00075_A,00075,A,the nine oils sir to rub father with,1,62.5,50,0,0,0,0,0,0,0,0,12.5,25,0,0,0,0,12.5
p00076_A,00076,A,then what the devil do you rub your father with nine oils for,1,76.92,69.23,23.08,15.38,0,0,15.38,0,0,7.69,7.69,15.38,7.69,0,7.69,0,7.69
p00077_A,00077,A,it s what our people aways use sir when they get any hurts in the ring they bruise themselves very bad sometimes,1,63.64,50,27.27,18.18,0,4.55,0,0,13.64,9.09,4.55,4.55,0,9.09,4.55,0,0
p00078_A,00078,A,serve em right for being idle by george when i was four or five years younger than you i had worse bruises upon me than ten oils twenty oils forty oils would have rubbed off i didn t get em by posture making but by being banged about there was no rope dancing for me i danced on the bare ground and was larruped with the rope,1,74.63,58.21,10.45,10.45,8.96,0,1.49,0,0,0,2.99,17.91,11.94,4.48,8.96,1.49,7.46
p00079_A,00079,A,and this is pod s end is it jupe,1,55.56,55.56,22.22,0,0,0,0,0,0,22.22,0,0,22.22,0,11.11,0,0
p00080_A,00080,A,this is it sir and if you wouldn t mind sir this is the house it s only crossing the bar sir and up the stairs if you wouldn t mind and waiting there for a moment till i get a candle if you should hear a dog sir it s only merrylegs and he only barks,1,64.91,57.89,17.54,8.77,1.75,0,5.26,1.75,0,8.77,10.53,5.26,5.26,7.02,14.04,0,0
p00081_A,00081,A,merrylegs and nine oils eh pretty well this for a self made man,1,69.23,53.85,7.69,0,0,0,0,0,0,7.69,7.69,7.69,0,15.38,7.69,0,7.69
p00082_A,00082,A,father is not in our room sir if you wouldn t mind walking in i ll find him directly father must have gone down to the booth sir i don t know why he should go there but he must be there i ll bring him in a minute,1,67.35,53.06,18.37,18.37,6.12,2.04,2.04,8.16,0,0,4.08,10.2,8.16,6.12,4.08,2.04,2.04
p00083_A,00083,A,by your leaves gentlemen,1,50,50,25,25,0,0,25,0,0,0,0,25,0,0,0,0,0
p00084_A,00084,A,by your leaves gentlemen it was you i believe that were wishing to see jupe,1,80,60,33.33,20,6.67,0,13.33,0,0,13.33,0,13.33,13.33,0,0,0,0
p00085_A,00085,A,it was his daughter has gone to fetch him but i can t wait therefore if you please i will leave a message for him with you,1,85.19,70.37,29.63,25.93,7.41,0,7.41,11.11,0,3.7,3.7,11.11,14.81,3.7,7.41,0,0
p00086_A,00086,A,you see my friend we are the kind of people who know the value of time and you are the kind of people who don t know the value of time,1,58.06,48.39,19.35,19.35,3.23,3.23,6.45,0,0,0,12.9,12.9,6.45,0,3.23,0,0
p00087_A,00087,A,i have not the honour of knowing you but if you mean that you can make more money of your time than i can of mine i should judge from your appearance that you are about right,1,81.08,75.68,32.43,27.03,10.81,0,16.22,0,0,5.41,2.7,16.22,13.51,2.7,8.11,2.7,2.7
p00088_A,00088,A,and when you have made it you can keep it too i should think,1,100,78.57,35.71,21.43,7.14,0,14.29,0,0,14.29,0,0,21.43,14.29,14.29,0,0
p00089_A,00089,A,kidderminster stow that,1,33.33,33.33,33.33,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0
p00090_A,00090,A,what does he come here cheeking us for then if you want to cheek us pay your ochre at the doors and take it out,1,80,68,28,20,0,8,8,4,0,8,4,16,4,4,12,0,0
p00091_A,00091,A,kidderminster stow that sir i was addressing myself to you you may or you may not be aware for perhaps you have not been much in the audience that jupe has missed his tip very often lately,1,81.08,75.68,24.32,18.92,5.41,0,10.81,2.7,0,5.41,2.7,8.11,18.92,10.81,2.7,5.41,2.7
p00092_A,00092,A,has what has he missed,1,100,80,40,20,0,0,0,20,0,20,0,0,40,0,0,0,0
p00093_A,00093,A,missed his tip,1,66.67,33.33,33.33,33.33,0,0,0,33.33,0,0,0,0,0,0,0,0,0
p00094_A,00094,A,offered at the garters four times last night and never done em once missed his tip at the banners too and was loose in his ponging,1,65.38,57.69,7.69,7.69,0,0,0,7.69,0,0,7.69,11.54,7.69,11.54,7.69,3.85,7.69
p00095_A,00095,A,didn t do what he ought to do was short in his leaps and bad in his tumbling,1,83.33,66.67,22.22,16.67,0,0,0,16.67,0,5.56,0,16.67,22.22,0,5.56,0,5.56
p00096_A,00096,A,oh that is tip is it,1,83.33,66.67,33.33,0,0,0,0,0,0,33.33,0,0,33.33,0,0,0,0
p00097_A,00097,A,in a general way that s missing his tip,1,55.56,44.44,22.22,11.11,0,0,0,11.11,0,11.11,11.11,11.11,0,0,0,0,0
p00098_A,00098,A,nine oils merrylegs missing tips garters banners and ponging eh queer sort of company too for a man who has raised himself,1,50,40.91,9.09,9.09,0,0,0,4.55,0,0,4.55,9.09,4.55,4.55,4.55,0,4.55
p00099_A,00099,A,lower yourself then oh lord if you ve raised yourself so high as all that comes to let yourself down a bit,1,86.36,59.09,22.73,18.18,0,0,18.18,0,0,4.55,4.55,13.64,0,4.55,18.18,0,9.09
p00100_A,00100,A,this is a very obtrusive lad,1,66.67,66.67,16.67,0,0,0,0,0,0,16.67,16.67,0,16.67,16.67,0,0,0
p00101_A,00101,A,we d have had a young gentleman to meet you if we had known you were coming it s a pity you don t have a bespeak being so particular you re on the tight jeff ain t you,1,71.79,56.41,20.51,17.95,0,5.13,12.82,0,0,2.56,10.26,5.13,15.38,2.56,5.13,0,0
p00102_A,00102,A,what does this unmannerly boy mean by tight jeff,1,55.56,44.44,22.22,0,0,0,0,0,0,22.22,0,11.11,11.11,0,0,0,0
p00103_A,00103,A,there get out get out tight jeff or slack jeff it don t much signify it s only tight rope and slack rope you were going to give me a message for jupe,1,60.61,45.45,12.12,6.06,3.03,0,3.03,0,0,6.06,3.03,12.12,3.03,6.06,6.06,0,3.03
p00104_A,00104,A,yes i was,1,100,66.67,33.33,33.33,33.33,0,0,0,0,0,0,0,33.33,0,0,0,0
p00105_A,00105,A,then my opinion is he will never receive it do you know much of him,1,86.67,80,33.33,26.67,6.67,0,6.67,13.33,0,6.67,0,6.67,20,6.67,6.67,6.67,6.67
p00106_A,00106,A,i never saw the man in my life,1,75,62.5,25,25,25,0,0,0,0,0,12.5,12.5,0,12.5,0,12.5,0
p00107_A,00107,A,i doubt if you ever will see him now it s pretty plain to me he s off,1,83.33,72.22,33.33,27.78,11.11,0,5.56,11.11,0,5.56,0,11.11,5.56,16.67,5.56,0,0
p00108_A,00108,A,do you mean that he has deserted his daughter,1,66.67,66.67,44.44,33.33,0,0,11.11,22.22,0,11.11,0,0,22.22,0,0,0,0
p00109_A,00109,A,ay i mean that he has cut he was goosed last night he was goosed the night before last he was goosed to day he has lately got in the way of being always goosed and he can t stand it,1,65.85,60.98,21.95,17.07,2.44,0,0,14.63,0,4.88,4.88,9.76,17.07,4.88,4.88,0,2.44
p00110_A,00110,A,why has he been so very much goosed,1,87.5,87.5,12.5,12.5,0,0,0,12.5,0,0,0,0,25,37.5,12.5,0,12.5
p00111_A,00111,A,his joints are turning stiff and he is getting used up he has his points as a cackler still but he can t get a living out of them,1,86.21,65.52,20.69,20.69,0,0,0,17.24,3.45,0,6.9,13.79,13.79,3.45,10.34,0,0
p00112_A,00112,A,a cackler here we go again,1,83.33,66.67,16.67,16.67,0,16.67,0,0,0,0,16.67,0,0,33.33,0,0,0
p00113_A,00113,A,a speaker if the gentleman likes it better now it s a remarkable fact sir that it cut that man deeper to know that his daughter knew of his being goosed than to go through with it,1,70.27,56.76,24.32,5.41,0,0,0,5.41,0,18.92,8.11,16.22,2.7,2.7,5.41,0,0
p00114_A,00114,A,good this is good gradgrind a man so fond of his daughter that he runs away from her this is devilish good ha ha now i ll tell you what young man i haven t always occupied my present station of life i know what these things are you may be astonished to hear it but my mother ran away from me very well i was born in a ditch and my mother ran away from me do i excuse her for it no have i ever excused her for it not i what do i call her for it i call her probably the very worst woman that ever lived in the world except my drunken grandmother there s no family pride about me there s no imaginative sentimental humbug about me i call a spade a spade and i call the mother of josiah bounderby of coketown without any fear or any favour what i should call her if she had been the mother of dick jones of wapping so with this man he is a runaway rogue and a vagabond that s what he is in english,1,71.05,64.21,26.32,17.37,10.53,0,1.05,5.79,0,8.95,5.26,12.63,7.37,7.89,4.21,2.11,0
p00115_A,00115,A,it s all the same to me what he is or what he is not whether in english or whether in french i am telling your friend what s the fact if you don t like to hear it you can avail yourself of the open air you give it mouth enough you do but give it mouth in your own building at least don t give it mouth in this building till you re called upon you have got some building of your own i dare say now,1,75.28,64.04,26.97,16.85,3.37,0,11.24,2.25,0,10.11,3.37,13.48,6.74,1.12,7.87,1.12,4.49
p00116_A,00116,A,perhaps so,1,100,100,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0
p00117_A,00117,A,then give it mouth in your own building will you if you please because this isn t a strong building and too much of you might bring it down jupe sent his daughter out on an errand not an hour ago and then was seen to slip out himself with his hat over his eyes and a bundle tied up in a handkerchief under his arm she will never believe it of him but he has cut away and left her,1,76.54,66.67,20.99,16.05,0,0,4.94,11.11,0,4.94,6.17,17.28,6.17,3.7,11.11,2.47,2.47
p00118_A,00118,A,pray why will she never believe it of him,1,100,77.78,33.33,22.22,0,0,0,22.22,0,11.11,0,11.11,11.11,22.22,0,11.11,0
p00119_A,00119,A,because those two were one because they were never asunder because up to this time he seemed to dote upon her poor sissy he had better have apprenticed her now he leaves her without anything to take to,1,84.21,73.68,26.32,18.42,0,0,0,15.79,2.63,7.89,0,18.42,10.53,7.89,7.89,2.63,5.26
p00120_A,00120,A,it is creditable to you who have never been apprenticed to express that opinion,1,78.57,71.43,28.57,14.29,0,0,7.14,0,0,14.29,0,14.29,21.43,7.14,0,7.14,7.14
p00121_A,00121,A,i never apprenticed i was apprenticed when i was seven year old,1,83.33,66.67,25,25,25,0,0,0,0,0,0,0,16.67,16.67,8.33,8.33,16.67
p00122_A,00122,A,oh indeed i was not aware of its being the custom to apprentice young persons to,1,81.25,62.5,12.5,6.25,6.25,0,0,0,0,6.25,6.25,18.75,12.5,6.25,0,6.25,0
p00123_A,00123,A,idleness no by the lord harry nor i,1,62.5,62.5,12.5,12.5,12.5,0,0,0,0,0,12.5,12.5,0,0,12.5,25,0
p00124_A,00124,A,her father always had it in his head that she was to be taught the deuce and all of education how it got into his head i can t say i can only say that it never got out he has been picking up a bit of reading for her here and a bit of writing for her there and a bit of ciphering for her somewhere else these seven years when sissy got into the school here her father was as pleased as punch i couldn t altogether make out why myself as we were not stationary here being but comers and goers anywhere i suppose however he had this move in his mind he was always half cracked and then considered her provided for if you should happen to have looked in to night for the purpose of telling him that you were going to do her any little service it would be very fortunate and well timed very fortunate and well timed,1,84.24,69.09,19.39,13.94,3.03,0.61,1.21,9.09,0,5.45,3.64,15.15,10.91,11.52,9.09,1.21,4.85
p00125_A,00125,A,on the contrary i came to tell him that her connections made her not an object for the school and that she must not attend any more still if her father really has left her without any connivance on her part bounderby let me have a word with you,1,81.63,69.39,24.49,20.41,4.08,0,2.04,14.29,0,4.08,8.16,12.24,6.12,6.12,4.08,4.08,4.08
p00126_A,00126,A,no i say no i advise you not i say by no means,1,76.92,61.54,30.77,30.77,23.08,0,7.69,0,0,0,0,7.69,0,0,0,30.77,0
p00127_A,00127,A,thquire your thervant thith ith a bad piethe of bithnith thith ith you ve heard of my clown and hith dog being thuppothed to have morrithed,1,46.15,38.46,11.54,11.54,3.85,0,7.69,0,0,0,3.85,11.54,7.69,0,3.85,0,0
p00128_A,00128,A,yes,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p00129_A,00129,A,well thquire ith it your intenthion to do anything for the poor girl thquire,1,64.29,57.14,21.43,7.14,0,0,7.14,0,0,14.29,7.14,14.29,7.14,7.14,0,0,0
p00130_A,00130,A,i shall have something to propose to her when she comes back,1,83.33,75,33.33,25,8.33,0,0,16.67,0,8.33,0,16.67,16.67,8.33,8.33,0,0
p00131_A,00131,A,glad to hear it thquire not that i want to get rid of the child any more than i want to thtand in her way i m willing to take her prentith though at her age ith late my voithe ith a little huthky thquire and not eathy heard by them ath don t know me but if you d been chilled and heated heated and chilled chilled and heated in the ring when you wath young ath often ath i have been your voithe wouldn t have lathted out thquire no more than mine,1,67.37,50.53,16.84,14.74,7.37,0,3.16,3.16,1.05,2.11,3.16,12.63,4.21,3.16,10.53,3.16,3.16
p00132_A,00132,A,i dare say not,1,75,50,25,25,25,0,0,0,0,0,0,0,0,0,0,25,0
p00133_A,00133,A,what thall it be thquire while you wait thall it be therry give it a name thquire,1,64.71,52.94,29.41,5.88,0,0,5.88,0,0,23.53,5.88,0,11.76,0,5.88,0,0
p00134_A,00134,A,nothing for me i thank you,1,100,83.33,50,50,33.33,0,16.67,0,0,0,0,16.67,0,0,0,16.67,0
p00135_A,00135,A,father hush she has come back,1,50,33.33,16.67,16.67,0,0,0,16.67,0,0,0,0,16.67,0,0,0,0
